,F_value,pvalue,value_counts,subsystem,name,genes,reaction,alleles_sim
PYRDC,20.317361348268527,8.262996549777213e-05,"[(0.0, 24), (0.0554245590024928, 1), (0.03266614725581658, 1), (0.06994630092015079, 1), (0.023297888615813177, 1), (0.8605466543134408, 1), (0.42762365830325055, 1), (0.8672156501056963, 1), (0.9858407680936092, 1), (0.0641786334275089, 1), (0.7310596517575749, 1)]",Glycolysis/Gluconeogenesis,Pyruvate decarboxylase,['Rv0853c'],h_c + pyr_c --> acald_c + co2_c,
ETOHt2r,20.249035376462373,8.445195091331487e-05,"[(0.9940397425530405, 5), (0.9928476579760801, 3), (0.9940397425530404, 2), (0.9940397425530321, 2), (0.9389455281910856, 1), (0.9940397425530365, 1), (0.9615682939446688, 1), (0.9240445208112269, 1), (0.9928476579760852, 1), (0.9940397425530054, 1), (0.9934832124931521, 1), (0.9708807153513481, 1), (0.9949977142336317, 1), (0.9928476579760813, 1), (0.9940397425530134, 1), (0.13862216784441905, 1), (0.5677727467667275, 1), (0.12290486625320163, 1), (0.9940397425530312, 1), (0.9950125503260537, 1), (0.9940397425530406, 1), (0.993483212493159, 1), (0.014074839238977344, 1), (0.9302436303033451, 1), (0.2673373945290253, 1), (0.9949977142336318, 1)]",Transport,ethanol reversible transport via proton symport,[],etoh_e + h_c <=> etoh_c + h_e,
ALCD2x,20.24903537646236,8.445195091331538e-05,"[(0.007152342023919887, 3), (0.005960257446959501, 2), (0.00596025744695959, 1), (0.005960257446959503, 1), (0.06105447180891478, 1), (0.005960257446963466, 1), (0.03843170605533108, 1), (0.07595547918877311, 1), (0.007152342023914789, 1), (0.005960257446994491, 1), (0.006516787506847927, 1), (0.005960257446959435, 1), (0.029119284648651825, 1), (0.005960257446959611, 1), (0.005002285766368225, 1), (0.0071523420239186005, 1), (0.005960257446986587, 1), (0.861377832155581, 1), (0.005960257446967922, 1), (0.4322272532332724, 1), (0.005960257446967873, 1), (0.0059602574469595, 1), (0.8770951337467983, 1), (0.00596025744696882, 1), (0.00498744967394622, 1), (0.005960257446959389, 1), (0.006516787506840945, 1), (0.9859251607610224, 1), (0.06975636969665486, 1), (0.7326626054709746, 1), (0.0050022857663680875, 1)]",Glycolysis/Gluconeogenesis,alcohol dehydrogenase (ethanol),"['Rv3086', 'Rv3045', 'Rv0761c', 'Rv1862', 'Rv0162c', 'Rv1530']",acald_c + h_c + nadh_c <=> etoh_c + nad_c,
EX_etoh,20.249035376462334,8.445195091331614e-05,"[(0.007152342023919887, 3), (0.005960257446959501, 2), (0.005960257446959589, 1), (0.005960257446959503, 1), (0.061054471808914365, 1), (0.005960257446963466, 1), (0.038431706055331125, 1), (0.07595547918877311, 1), (0.007152342023914789, 1), (0.005960257446994491, 1), (0.006516787506847927, 1), (0.005960257446959435, 1), (0.029119284648651825, 1), (0.005960257446959615, 1), (0.005002285766368225, 1), (0.0071523420239186005, 1), (0.0059602574469865876, 1), (0.861377832155581, 1), (0.005960257446967922, 1), (0.4322272532332724, 1), (0.005960257446967873, 1), (0.0059602574469595, 1), (0.8770951337467984, 1), (0.00596025744696882, 1), (0.004987449673946207, 1), (0.005960257446959389, 1), (0.006516787506840945, 1), (0.9859251607610227, 1), (0.06975636969665486, 1), (0.7326626054709747, 1), (0.0050022857663680875, 1)]",Exchange,,[],etoh_e <=> ,
CITabc,14.541840483241918,0.000589857049397766,"[(0.9999999991662496, 6), (0.99999999916625, 6), (0.9999999991662487, 5), (0.9999999991662478, 2), (0.9999999991662492, 2), (0.9999999991662518, 2), (0.9999999991662465, 1), (0.999999999166413, 1), (0.9999999991662523, 1), (0.9999999991662505, 1), (0.9999999991662447, 1), (0.9999999991661972, 1), (0.521815922953488, 1), (0.9999999991662474, 1), (0.6019245996983669, 1), (0.9999999991662394, 1), (0.5373785918203318, 1)]",Transport,citrate transport via ABC system,[],atp_c + cit_e + h2o_c --> adp_c + cit_c + h_c + pi_c,
EX_cit,14.54184048324118,0.0005898570493979241,"[(0.0, 31), (0.47818407661144735, 1), (0.3980753997997779, 1), (0.46262140773158, 1)]",Exchange,,[],cit_e <=> ,
SUCOAS,9.925467300831272,0.0035241085236295145,"[(0.14912638360487795, 2), (0.717814571191037, 1), (0.7177260086940964, 1), (0.7178505581971193, 1), (0.7177260086940991, 1), (0.717850558197328, 1), (0.7179667691768163, 1), (0.7177260086940981, 1), (0.7178145712841995, 1), (0.7178144603374226, 1), (0.7177260086940682, 1), (0.7178145712836724, 1), (0.717814571284181, 1), (0.7177260086941, 1), (0.7178144603373992, 1), (0.7188604103808515, 1), (0.7181577425070176, 1), (0.7177260086939296, 1), (0.7178145712839495, 1), (0.7177260086941195, 1), (0.7178145712841808, 1), (0.1492149461949508, 1), (0.7178145712841737, 1), (0.7178145712842118, 1), (0.7178145712841785, 1), (0.7178144603373983, 1), (0.7178144603376257, 1), (0.7179667691768398, 1), (0.28702802206048705, 1), (0.3083777833780481, 1), (0.1492149461992056, 1), (0.7178145712841212, 1), (0.7178145712841726, 1)]",Citric Acid Cycle,succinyl-CoA synthetase (ADP-forming),"['Rv0951', 'Rv0952']",atp_c + coa_c + succ_c <=> adp_c + pi_c + succoa_c,
KGD2,9.91995839806568,0.003532140595795075,"[(0.0, 4), (0.6747677438498688, 1), (0.674767743849866, 1), (0.6747677438499047, 1), (0.6747677438498692, 1), (0.6747677438498874, 1), (0.6747677438498674, 1), (0.6747677438498679, 1), (0.6747677438498987, 1), (0.6747677438499008, 1), (0.6747677438498326, 1), (0.674767743849272, 1), (0.6747677438498795, 1), (0.6747677438498705, 1), (0.6747677438498701, 1), (0.6747677438498659, 1), (0.6747677438498657, 1), (0.6747677438496682, 1), (0.6747677438498815, 1), (0.6747677438498931, 1), (0.6747677438498803, 1), (0.6747677438498714, 1), (0.6747677438499164, 1), (0.6747677438498786, 1), (0.6747677438498687, 1), (0.6747677438498727, 1), (0.6747677438499015, 1), (0.1635453387084329, 1), (0.18888162896209137, 1), (0.6747677438498092, 1), (0.6747677438498697, 1)]",Citric Acid Cycle,MNXR84838,"['Rv2455c', 'Rv1248c', 'Rv2454c']",co2_c + 2.0 fdxrd_c + h_c + succoa_c <=> akg_c + coa_c + 2.0 fdxox_c,['Rv2454c']
ICDHy,9.919958398064853,0.0035321405957962856,"[(0.0, 28), (0.792126178151882, 1), (0.7921261781516452, 1), (0.7921261781518559, 1), (0.6001363486343502, 1), (0.5703934645826215, 1), (0.7921261781509413, 1)]",Citric Acid Cycle,,"['Rv0066c', 'Rv3339c']",icit_c + nadp_c --> akg_c + co2_c + nadph_c,
MALS,9.182041640818023,0.004808633679773747,"[(0.0, 8), (0.11120465087112798, 1), (0.11220722878548012, 1), (0.2177730250553389, 1), (0.1287591920841219, 1), (0.27139673290616534, 1), (0.11120465603756212, 1), (0.11120465605777775, 1), (0.11120465605886119, 1), (0.11120156515169595, 1), (0.11120465596863065, 1), (0.1112046560563996, 1), (0.11120465605872944, 1), (0.11120156515248934, 1), (0.11120465606041657, 1), (0.11120465605996172, 1), (0.11120465606041836, 1), (0.11120465605998016, 1), (0.9990022753858808, 1), (0.11120465605971691, 1), (0.7422952973280047, 1), (0.11120156516884347, 1), (0.1287591921555651, 1), (0.11120156515274532, 1), (0.2713985195250417, 1), (0.12875919209037812, 1), (0.1287591920906939, 1)]",Pyruvate Metabolism,malate synthase,['Rv1837c'],accoa_c + glx_c + h2o_c --> coa_c + h_c + mal__L_c,
