,F_value,pvalue,value_counts,subsystem,name,genes,reaction,alleles_sim
DM_ncam_c,21.868667665808246,6.427945801203734e-06,"[(1.0, 83), (0.9031044634903798, 2), (0.7811052059733375, 2), (0.9019827420451497, 2), (0.7811052059733371, 1), (0.7811052059733046, 1), (0.2234871131161149, 1), (0.860492675970266, 1), (8.881784197001252e-16, 1), (0.24172282232583575, 1), (0.2246726501136327, 1), (0.7903854677408312, 1), (0.2843346098467826, 1), (0.8434425037572225, 1), (0.78110520597334, 1), (0.7811052059733238, 1), (0.16233535232974083, 1), (0.16233535232973895, 1), (0.2417228223266784, 1), (0.22831999819778293, 1), (0.8470898518413666, 1), (0.618769853643587, 1), (0.16233535232973828, 1), (0.7811052059733393, 1), (0.036037805720200544, 1), (0.7665521151525825, 1), (0.20762760760766075, 1), (0.0, 1), (0.8434425037572243, 1), (0.14813251290550156, 1), (0.2843346098467827, 1), (0.8470898518413681, 1), (0.7811052059733404, 1), (0.8604926759702727, 1), (0.781105205973338, 1), (0.16233535232974394, 1), (0.6187698536436661, 1), (0.2843346098467837, 1), (0.618769853643776, 1), (0.14813251290549667, 1), (0.7811052059733388, 1), (0.781105205973434, 1), (0.8470898518413661, 1), (0.8470898518413656, 1), (0.22467265011362803, 1), (0.8604926759702716, 1), (0.09323962270171637, 1), (0.860492675969827, 1), (0.8604926759658749, 1), (0.847089851841365, 1), (0.22467265011362858, 1), (0.2234871131154358, 1), (0.7811052059733372, 1), (0.7811052059733389, 1), (0.8422569667597166, 1), (0.781105205973339, 1), (0.28582441090000477, 1), (0.16233535232974072, 1), (0.8470898518413652, 1), (0.7811052059733383, 1), (0.7883202006451919, 1), (0.2843346098467828, 1), (0.9019827420451492, 1), (0.7120094763453144, 1), (0.7811052059733299, 1), (0.1623353523297668, 1), (0.7811052059733377, 1), (0.2832128884015527, 1)]",Intracellular demand,ncam_c Demand reaction,[],ncam_c --> ,
NNAM,18.422631251030907,3.149014877367913e-05,"[(0.618769853643596, 38), (4.440892098500626e-16, 22), (0.7716800018022301, 4), (4.996003610813204e-16, 3), (0.8376646476702567, 3), (0.8376646476702581, 3), (0.771680001802231, 3), (0.8376646476702574, 3), (0.7716800018022304, 2), (0.7716800018022307, 2), (0.6187698536435962, 2), (0.8376646476702556, 2), (0.7765128868838809, 2), (0.6187698536435968, 2), (0.7716800018022294, 2), (0.7716800018022293, 2), (0.716787111598447, 2), (0.8376646476702587, 2), (0.8376646476702572, 2), (0.8376646476702545, 1), (0.7765128868838795, 1), (1.1102230246251565e-15, 1), (0.8376646476702607, 1), (0.8376646476702565, 1), (0.7167871115984468, 1), (0.9999999999965448, 1), (0.0, 1), (0.9364052024077658, 1), (0.7716800018022281, 1), (0.7582771776736775, 1), (0.7167871115984464, 1), (0.7167871115984452, 1), (0.8507457656492672, 1), (0.7716800018022292, 1), (0.7167871115984467, 1), (0.894628826983108, 1), (0.7765128868838802, 1), (0.7716800018022303, 1), (0.7716800018022314, 1), (0.7716800018022381, 1), (0.7167871115984447, 1), (0.7765128868838804, 1), (0.8376646476702563, 1), (0.9364052024091831, 1), (0.837664647670257, 1), (0.8376646476702603, 1), (0.9999999999999978, 1), (0.7216841141538379, 1), (0.7156653901532136, 1), (0.7716800018022287, 1), (0.9321425043150271, 1), (0.8376646476706191, 1), (0.8507457656492705, 1), (1.0, 1), (0.7716800018022296, 1), (0.7186843839478008, 1), (0.8507457656492619, 1), (0.8304496529984049, 1), (0.8376646476702596, 1), (0.9321425043135652, 1), (0.771680001802229, 1), (0.6187698536435966, 1), (0.7716800018022298, 1), (0.7156653901532155, 1), (0.758277177673322, 1), (0.7156653901532141, 1), (0.7765128868838798, 1), (0.8376646476702576, 1), (0.8376646476702554, 1), (0.7582771776733224, 1), (0.7716800018022306, 1)]",Pantothenate and CoA Metabolism,Nicotinamidase,['Rv2043c'],h2o_c + ncam_c <=> nac_c + nh4_c,['Rv2043c']
MME,13.711311965702617,0.00029830358198526535,"[(4.2469240114939333e-16, 24), (0.9999999999968008, 4), (0.9999999999967979, 3), (0.9961220373271731, 3), (0.9999999999967966, 3), (0.0, 3), (0.9999999999967983, 3), (0.7405405109055343, 2), (0.9999999999967958, 2), (0.9999999999968026, 2), (0.7448423132046366, 2), (0.9961220373271745, 2), (0.9961220373271735, 2), (0.9999999999967963, 2), (0.9961220373271743, 2), (0.9961220373271752, 2), (0.9999999999967989, 2), (0.9999999999967991, 1), (0.9961220373271693, 1), (0.9999999999968489, 1), (0.7034661118612116, 1), (0.9999999999968038, 1), (0.9961220373271701, 1), (0.6248982516415029, 1), (0.9406637260381348, 1), (0.7034661118611566, 1), (0.6248982516414954, 1), (0.7034661118611587, 1), (0.9999999999968061, 1), (0.9999999999967928, 1), (0.5866862457960265, 1), (0.9999999999968074, 1), (0.9999999999968066, 1), (0.996122037327172, 1), (0.9999999999968007, 1), (0.6248982516414945, 1), (0.7448423132046401, 1), (0.9406637260367536, 1), (0.996122037327168, 1), (0.5866862457958757, 1), (0.9999999999967968, 1), (0.9406637260381396, 1), (0.9961220373271671, 1), (0.6248982516436351, 1), (0.9406637260381262, 1), (0.7478805337817804, 1), (0.7448423132046388, 1), (0.7448423132046382, 1), (0.7448423132046285, 1), (0.7405405109055436, 1), (0.9406637260381301, 1), (0.9999999999968182, 1), (0.740540510905532, 1), (0.7448423132046363, 1), (0.744842313204638, 1), (0.703466111861213, 1), (0.7034661118611627, 1), (0.7405405109055346, 1), (0.6248982516414976, 1), (0.9961220373271791, 1), (0.7034661118611599, 1), (0.9961220373271722, 1), (0.9999999999968785, 1), (0.7448423132046338, 1), (0.9406637260380689, 1), (0.7034661118611584, 1), (0.9999999999968033, 1), (0.7448423132046462, 1), (0.9999999999967975, 1), (0.9999999999968093, 1), (0.940663726038131, 1), (0.7450533244497033, 1), (0.7405405109055297, 1), (0.9961220373271663, 1), (0.567314423648637, 1), (1.0, 1), (0.9961220373271769, 1), (0.624898251641498, 1), (0.9961220373271747, 1), (0.7448423132046657, 1), (0.6248982516402856, 1), (0.7405405109055466, 1), (0.6248982516414996, 1), (0.7448423132046385, 1), (0.7405405109055312, 1), (0.7448423132046359, 1), (0.9672114725111698, 1), (0.7034661118663454, 1), (0.5673144236479745, 1), (0.9961220373271714, 1), (0.999999999996791, 1), (0.624898251641502, 1), (0.7034661118611608, 1), (0.9961220373271686, 1), (6.3703860172409e-16, 1), (0.7405405109055331, 1), (0.70346611186115, 1), (0.9961220373271782, 1), (0.9999999999967947, 1), (0.9672114725111688, 1), (0.7405405109055329, 1), (0.7448423132046368, 1), (0.9999999999968004, 1), (0.9999999999978403, 1), (0.999999999996784, 1), (0.9961220373271742, 1), (0.7448423132046393, 1)]",Fatty Acid Metabolism,methylmalonyl-CoA epimerase,"['Rv1322A', 'Rv0855', 'Rv1143']",mmcoa__R_c <-- 0.001 aqcobal_c + mmcoa__S_c,
EX_ala_D,12.524015260757539,0.0005342441625003311,"[(0.9999999999997963, 11), (0.12504269016259606, 4), (9.57012247226885e-14, 2), (0.12504269016259983, 2), (0.12504269016259495, 2), (9.170442183403793e-14, 2), (0.12504269016259917, 2), (0.1250426901625934, 2), (0.12504269016259695, 2), (0.12504269016259317, 2), (0.12504269016259428, 2), (0.18273899889309841, 2), (0.546228408241412, 1), (0.12504269016250769, 1), (0.303932434773889, 1), (0.28914216584321784, 1), (0.3065644855515066, 1), (0.37193718580165225, 1), (0.1877117356043796, 1), (9.370282327836321e-14, 1), (0.12504269016259895, 1), (0.3039324347739295, 1), (0.37193718579324075, 1), (0.12504269016259473, 1), (0.4680319104545495, 1), (0.5462284082414048, 1), (0.12504269016260916, 1), (0.6318873544770728, 1), (0.4942762211557844, 1), (0.12504269016258673, 1), (0.5462284082413961, 1), (0.5462284082414091, 1), (0.5462284082414441, 1), (0.1250426901625945, 1), (8.948397578478762e-14, 1), (0.7931229038805635, 1), (0.18273899889309742, 1), (0.513642439367418, 1), (0.0, 1), (0.3065644855515015, 1), (0.999999999999793, 1), (0.999999999999796, 1), (0.5462284082414088, 1), (0.30656448555277604, 1), (0.37193718579813295, 1), (0.18214737521355806, 1), (0.18273899889309764, 1), (0.18273899889310707, 1), (9.303668946358812e-14, 1), (0.513642439362838, 1), (0.12504269016256941, 1), (0.18771173560437882, 1), (0.18273899889309775, 1), (0.18273899889309697, 1), (0.9999999999997964, 1), (0.30393243477392684, 1), (0.1250426901625894, 1), (8.060219158778636e-14, 1), (0.18771173560437582, 1), (0.30656448555148463, 1), (0.3719371858017497, 1), (8.815170815523743e-14, 1), (8.482103908136196e-14, 1), (0.7251181528527367, 1), (0.546228408241214, 1), (0.1827389988931002, 1), (0.30393243477392584, 1), (0.5462284082414093, 1), (0.4942762211557762, 1), (1.0, 1), (0.5136424393637488, 1), (0.546228408241403, 1), (9.636735853746359e-14, 1), (0.12504269016326885, 1), (0.1250426901625974, 1), (0.546228408241402, 1), (0.30656448555150373, 1), (0.1888875291618518, 1), (0.18273899889309997, 1), (0.18771173560437682, 1), (0.30656448555154703, 1), (0.6462879430569726, 1), (0.12504269016260072, 1), (0.12504269016002367, 1), (7.904787935331115e-14, 1), (0.3065644855514952, 1), (0.3719371858017426, 1), (0.12504269016260117, 1), (0.1827389988930841, 1), (0.37193718580203805, 1), (0.513642439362839, 1), (0.37193718579281543, 1), (9.348077867343818e-14, 1), (0.30656448555150406, 1), (0.18273899889309608, 1), (0.5706026819092731, 1), (0.12504269016259384, 1), (0.30393243477480325, 1), (9.103828801926284e-14, 1), (0.12504269016259761, 1), (0.6462879430565673, 1), (9.50350909079134e-14, 1), (0.5462284082414122, 1), (0.30393243477392917, 1), (0.5462284082414071, 1), (9.281464485866309e-14, 1), (9.214851104388799e-14, 1), (0.1877117356043746, 1), (0.7931229038805598, 1), (0.3039324347739232, 1), (0.30656448555150084, 1), (0.5462284082414084, 1), (9.592326932761353e-14, 1), (9.414691248821327e-14, 1), (0.4942762211557856, 1), (0.7251181528527421, 1), (8.992806499463768e-14, 1), (0.1250426901626025, 1), (0.12504269016259717, 1), (9.525713551283843e-14, 1), (0.14941696383045744, 1), (0.4942762211557853, 1), (9.947598300641403e-14, 1), (0.12504269016258118, 1), (0.12504269016261138, 1), (0.5462284082414075, 1), (0.1250426901625672, 1), (0.37193718580174717, 1), (0.30656448555150184, 1), (0.1827389988930992, 1)]",Exchange,,[],ala__D_e --> ,
R05217,12.461447383236203,0.0005510166740643451,"[(0.9999999999999997, 11), (0.8892921856843866, 4), (0.8892921856843858, 3), (0.9915546669191587, 2), (0.9915546669191586, 2), (0.889292185684386, 2), (0.8892921856843864, 2), (0.9974296812362654, 2), (0.8892921856843871, 2), (0.9974296812362653, 2), (0.8892921856843863, 2), (0.8892921856843853, 2), (0.889292185684384, 2), (0.9915546669191585, 2), (0.8892921856843847, 2), (0.8892921856843389, 1), (0.9494594760733184, 1), (0.8892921856843868, 1), (0.9915546669191583, 1), (0.9355582931272105, 1), (0.9948593624725294, 1), (0.6139096063839371, 1), (0.8892921856843865, 1), (0.9494594760733043, 1), (0.9355582931394006, 1), (0.8892921856843892, 1), (0.9494594760733062, 1), (0.8892921856843901, 1), (0.8237413420448272, 1), (0.9948593624725315, 1), (0.8892921856843771, 1), (0.8892921856843972, 1), (0.8892921856843813, 1), (0.8892921856843845, 1), (0.9915546669191612, 1), (0.935558293127073, 1), (0.6139096063870413, 1), (0.9915546669192001, 1), (0.8237413420448381, 1), (0.6139096063839367, 1), (0.8892921856843887, 1), (0.9915546669191566, 1), (0.0, 1), (0.38223491547045774, 1), (0.9974296812362655, 1), (0.3835200748523271, 1), (0.9974296812362644, 1), (0.9915546669191591, 1), (0.38094975608857595, 1), (0.8892921856843753, 1), (0.9948593624725307, 1), (0.8892921856843825, 1), (0.383520074852326, 1), (0.9915546669191592, 1), (0.33554986968935063, 1), (0.9494594760733065, 1), (0.9999999999999988, 1), (0.9948593624725313, 1), (0.9915546669191679, 1), (0.8892921856843846, 1), (0.9355582931270722, 1), (0.9915546669191609, 1), (0.9915546669191574, 1), (0.9494594760733078, 1), (0.991554666919161, 1), (0.889292185684269, 1), (0.9974296812362708, 1), (0.613909606384096, 1), (0.9494594760733083, 1), (0.8892921856843843, 1), (0.9948593624725364, 1), (0.8892921856843854, 1), (0.8237413420410186, 1), (0.613909606382873, 1), (0.889292185684387, 1), (0.38352007485232187, 1), (0.8892921856843875, 1), (0.8892921856843881, 1), (0.6139096063839369, 1), (0.9915546669191584, 1), (0.9999999999999996, 1), (0.9974296812362639, 1), (0.9948593624725312, 1), (0.991554666919149, 1), (0.8237413420448724, 1), (0.8892921856843862, 1), (0.9915546669191695, 1), (0.9915546669191607, 1), (0.935558293127077, 1), (0.3776450605352193, 1), (0.9915546669191538, 1), (0.9355582931283614, 1), (0.3809497560885601, 1), (0.6139096063839262, 1), (0.9355582931141977, 1), (0.9915546669191576, 1), (0.9915546669191573, 1), (0.3809497560885614, 1), (0.9999999999999991, 1), (0.8892921856843874, 1), (0.9494594760664037, 1), (0.8892921856843861, 1), (0.8892921856843904, 1), (0.8892921856843822, 1), (0.8237413420461811, 1), (0.9915546669191598, 1), (0.8892921856843855, 1), (1.0, 1), (0.8892921856843882, 1), (0.9915546669191593, 1), (0.9948593624725316, 1), (0.9355582931270734, 1), (0.9494594760733067, 1), (0.99155466691916, 1), (0.9948593624725327, 1), (0.9494594760733136, 1), (0.9915546669191536, 1), (0.889292185684394, 1), (0.9915546669191577, 1), (0.8892921856843895, 1), (0.9974296812362613, 1), (0.37764506053521973, 1), (0.8892921856843696, 1), (0.8892921856843885, 1), (0.8892921856844125, 1), (0.9355582931270731, 1)]",Cofactor and Prosthetic Group Biosynthesis,R05217,['Rv2064'],h_c + 0.5 o2_c + pre3a_c --> pre3b_c,
EX_o2,11.708051278603191,0.0008008411145684445,"[(0.8748065225221903, 5), (0.9947184479851067, 4), (0.9999999999999947, 3), (0.874806522522191, 3), (0.551895764596702, 3), (0.8748065225221896, 3), (0.8748065225221886, 3), (0.8748065225221904, 2), (0.8748065225221889, 2), (0.8748065225221893, 2), (0.9163990769902589, 2), (0.9999999999999938, 2), (0.9947184479851056, 2), (0.9288960373100378, 2), (0.8748065225221915, 2), (0.9947184479851066, 2), (0.874806522522189, 2), (0.9947184479851019, 2), (0.9947184479851052, 2), (0.8748065225221923, 2), (0.8748065225221888, 1), (0.9947184479851068, 1), (0.8748065225221473, 1), (0.9288960373100454, 1), (0.9947184479851064, 1), (0.9163990769903828, 1), (0.9976893209934794, 1), (0.5518957645967015, 1), (0.8748065225221887, 1), (0.9288960373100347, 1), (0.9163990770013406, 1), (0.8748065225221933, 1), (0.9288960373100359, 1), (0.8748065225221928, 1), (0.7405314285201573, 1), (0.9976893209934815, 1), (0.8748065225221812, 1), (0.874806522522199, 1), (0.874806522522185, 1), (0.8748065225221884, 1), (0.9947184479851091, 1), (0.5518957646003441, 1), (0.9947184479851482, 1), (0.7405314285201666, 1), (0.8748065225221917, 1), (0.9947184479851048, 1), (0.9163990769949693, 1), (0.0, 1), (0.44694889590003084, 1), (0.9999999999999949, 1), (0.4481042354032899, 1), (0.9947184479851071, 1), (0.445793556396761, 1), (0.8748065225221793, 1), (0.9976893209934808, 1), (0.8748065225221858, 1), (0.4481042354032886, 1), (0.9947184479851073, 1), (0.999999999999994, 1), (0.37700027271331094, 1), (0.9288960373100369, 1), (0.9947184479851081, 1), (0.9976893209934813, 1), (0.9947184479851147, 1), (0.8748065225221885, 1), (0.9163990769902581, 1), (0.9947184479851086, 1), (0.994718447985109, 1), (0.8748065225220837, 1), (1.0, 1), (0.5518957645968589, 1), (0.8748065225221882, 1), (0.9976893209934857, 1), (0.8748065225221892, 1), (0.7405314285147915, 1), (0.5518957645957391, 1), (0.8748065225221905, 1), (0.4481042354032857, 1), (0.8748065225221897, 1), (0.8748065225221873, 1), (0.9964205741692334, 1), (0.9999999999999931, 1), (0.9976893209934825, 1), (0.9947184479850977, 1), (0.7405314285202007, 1), (0.8748065225225182, 1), (0.9947184479851164, 1), (0.9947184479851087, 1), (0.8748065225221895, 1), (0.9163990769902624, 1), (0.4428226833884007, 1), (0.8748065225221875, 1), (0.999999999999995, 1), (0.9163990769913825, 1), (0.44579355639674667, 1), (0.5518957645966918, 1), (0.9163990769786834, 1), (0.9947184479851058, 1), (0.9937416560920185, 1), (0.4457935563967479, 1), (0.8748065225221864, 1), (0.8748065225221907, 1), (0.9288960373038309, 1), (0.8748065225221936, 1), (0.8748065225221854, 1), (0.7405314285220914, 1), (0.9947184479851076, 1), (0.9288960373100372, 1), (0.9947184479851072, 1), (0.9976893209934816, 1), (0.9288960373100358, 1), (0.994718447985108, 1), (0.9947184479851069, 1), (0.9976893209934826, 1), (0.9288960373100426, 1), (0.8748065225221968, 1), (0.9976893209934814, 1), (0.9999999999999911, 1), (0.4428226833884005, 1), (0.8748065225221746, 1), (0.8748065225222196, 1), (0.9163990769902585, 1), (0.9947184479851074, 1)]",Exchange,,[],o2_e <=> ,
GLYCTO2,11.003355221234537,0.0011394634793767211,"[(0.9999999999991002, 39), (0.9999999999991, 10), (0.9999999999991003, 9), (0.9999999999990987, 3), (0.9999999999990965, 3), (0.4743732163893821, 2), (0.9999999999990882, 2), (0.9999999999990971, 2), (0.9999999999990957, 2), (0.9999999999990975, 2), (0.9999999999990942, 1), (0.9999999999990964, 1), (0.9999999999990739, 1), (0.9999999999991023, 1), (0.9999999999990892, 1), (0.9999999999990956, 1), (0.9999999999990898, 1), (0.9999999999990925, 1), (0.47437321638935426, 1), (0.4743732163893716, 1), (0.999999999999104, 1), (0.9999999999991186, 1), (0.999999999999096, 1), (0.9999999999990995, 1), (0.9999999999990933, 1), (0.9999999999990441, 1), (0.9999999999990893, 1), (0.9999999999996082, 1), (0.9999999999990908, 1), (1.0, 1), (0.9999999999991022, 1), (0.9999999999990926, 1), (1.2323475573339238e-14, 1), (0.006280204944694723, 1), (0.008373606592928295, 1), (0.9999999999990936, 1), (0.004186803296436836, 1), (0.9999999999990928, 1), (0.008373606592925409, 1), (0.9999999999991039, 1), (0.08232567694181081, 1), (0.9999999999990934, 1), (0.9999999999990961, 1), (0.9999999999991005, 1), (0.9999999999990922, 1), (0.9999999999991084, 1), (0.9999999999990568, 1), (0.9999999999991044, 1), (0.008373606592923744, 1), (0.9999999999990952, 1), (0.9999999999991007, 1), (0.9999999999990962, 1), (0.9999999999991018, 1), (0.9999999999990999, 1), (0.9999999999969448, 1), (0.9999999999990359, 1), (0.999999999999107, 1), (0.9999999999985402, 1), (0.9999999999991788, 1), (0.9999999999990937, 1), (0.47437321638938434, 1), (0.999999999999099, 1), (0.9999999999982788, 1), (0.0041868032964179624, 1), (0.9999999999990978, 1), (0.9970338857435472, 1), (0.004186803296421959, 1), (0.9999999999991027, 1), (0.9999999999991183, 1), (0.47437321638938656, 1), (0.9999999999991025, 1), (0.9999999999990948, 1), (0.999999999999091, 1), (0.9999999999990874, 1), (0.9999999999990985, 1), (0.9999999999991019, 1), (0.9999999999990982, 1), (0.47437321638937824, 1), (0.9999999999990997, 1), (0.9999999999991012, 1), (0.9999999999990856, 1), (0.9999999999990977, 1), (0.999999999999098, 1), (0.999999999999101, 1), (0.0, 1), (0.9999999999990806, 1), (0.9999999999990941, 1), (0.9999999999990938, 1), (0.9999999999991035, 1)]",Glyoxylate Metabolism,Glycolate oxidase,['Rv1257c'],glyclt_c + q8_c --> glx_c + q8h2_c,
NAGINSP,10.554012177914371,0.0014290077546013566,"[(0.9999999999999998, 96), (0.9989655735553631, 8), (0.9999999999999999, 5), (0.998702151246448, 5), (0.9991839873899775, 2), (0.9989674405008786, 1), (0.6193708423136797, 1), (0.9999999999999997, 1), (1.0, 1), (0.5739377088312262, 1), (0.5739377088312274, 1), (0.03740297701178563, 1), (0.9989655735553633, 1), (0.05556231019514246, 1), (0.5493998186346891, 1), (0.9987111026304517, 1), (0.573926713456608, 1), (0.7760011833133985, 1), (0.5739377088312256, 1), (0.9989673294690309, 1), (0.573937708831226, 1), (0.8267464794464845, 1), (0.0, 1), (0.573926713456455, 1), (0.81814158069958, 1), (0.9981410754873768, 1), (0.570095478940476, 1), (0.618059788570588, 1), (0.9980463609216866, 1), (0.6193708423167257, 1), (0.5685767114841589, 1), (0.9986868060167277, 1), (0.610716588393919, 1), (0.5739267134566073, 1), (0.9999999999999996, 1), (0.7760763322743461, 1), (0.998969902242406, 1), (0.7759484507454333, 1), (0.6179285500008174, 1), (0.5739377088312306, 1), (0.9986727395561505, 1), (0.5744307049937156, 1)]",Inositol phosphate metabolism,MNXR61204,['Rv0486'],h_c + mi3p__D_c + uacgam_c --> iacgam3p_c + udp_c,['Rv0486']
MYCTR2,9.613666465152708,0.00230486204220415,"[(0.9943593037610378, 17), (0.9962085978729398, 16), (0.9953303577686169, 14), (0.4971796518805189, 13), (0.996301411776196, 11), (0.9934810636567148, 8), (0.9980578919848417, 7), (0.9925100096491357, 4), (0.992602823552392, 4), (0.7457694778207783, 3), (0.9970868379772626, 3), (0.0, 3), (0.9933882497534586, 3), (0.994452117664294, 3), (0.9982435197913543, 2), (1.0, 2), (0.9957462743449643, 2), (0.9971796518805189, 2), (0.9952375438653607, 2), (0.995124301995628, 1), (0.9924551196426156, 1), (0.9906607155372338, 1), (0.9935738775599712, 1), (0.9981507058880981, 1), (0.9942227492912219, 1), (0.21872662862625014, 1), (0.9916317695448129, 1), (0.9953995316989827, 1), (0.9954421494211112, 1), (0.856126314884668, 1), (0.9853912749112965, 1), (0.9937097772841723, 1), (0.9989361320891647, 1), (0.7576496574375798, 1), (0.9937813993510684, 1), (0.870064390790908, 1), (0.9932757875544798, 1), (0.995219466761798, 1), (0.9908463433437462, 1), (0.9911288399341628, 1), (0.9795649508658216, 1), (0.9948342348466472, 1), (0.9928271865281343, 1), (0.9933248766920464, 1), (0.9941191054203774, 1), (0.9954053325679362, 1), (0.9904750877307212, 1), (0.9948448307648273, 1), (0.9938070588638478, 1), (0.9942379220100903, 1), (0.9972724657837752, 1), (0.9961157839696835, 1), (0.9924171957458795, 1)]",Redox Metabolism,MYCTR2,['Rv2855'],gthox_c + 2.0 msh_c --> 2.0 gthrd_c + mssg_c,
FACOAL200,9.57063052234474,0.002356180607249751,"[(0.9999999999999983, 106), (0.9999999999999984, 2), (0.0272373824772274, 2), (0.027237382477224403, 1), (0.669595285396938, 1), (0.6695952853969946, 1), (0.31244339162803136, 1), (0.02723738247723073, 1), (0.015675584587545033, 1), (0.09400369524683305, 1), (0.9999999999999999, 1), (0.8041852629221056, 1), (0.7074260717493479, 1), (0.32255043458972055, 1), (0.3274967924561749, 1), (0.7760257448027289, 1), (0.0004452762085518369, 1), (0.7760257448023749, 1), (0.41977502472665984, 1), (0.0276826586857023, 1), (0.3124433916280287, 1), (0.4801457457548097, 1), (0.3124433916280327, 1), (0.7074260717493478, 1), (0.7074260717493471, 1), (0.07883202524106114, 1), (0.016120860796004166, 1), (0.33574053878952437, 1), (0.027682658685727612, 1), (7.671641100159832e-14, 1), (0.8041852629221041, 1), (0.0940036952457679, 1), (0.0272373824772294, 1), (6.972200594645983e-14, 1), (0.7760257448023747, 1), (0.707426071749351, 1), (7.260858581048524e-14, 1), (0.23275931771537806, 1), (0.804185262922106, 1), (0.027237382477232397, 1), (8.493206138382448e-14, 1), (0.027682658685705963, 1), (0.3279420686646548, 1), (0.7074260717493466, 1), (0.0, 1), (0.027682658685707295, 1)]",Membrane Metabolism,fatty-acid--CoA ligase,"['Rv1550', 'Rv2950c', 'Rv3826', 'Rv0214', 'Rv1529', 'Rv1185c', 'Rv2590', 'Rv0099', 'Rv2930', 'Rv3801c', 'Rv3561', 'Rv3515c', 'Rv1427c', 'Rv3506', 'Rv0270', 'Rv0119', 'Rv0035', 'Rv0852', 'Rv1750c', 'Rv1925', 'Rv2948c', 'Rv2941', 'Rv0404', 'Rv1193', 'Rv1058', 'Rv1549', 'Rv3089', 'Rv1521', 'Rv0166', 'Rv2187', 'Rv0551c', 'Rv1206', 'Rv2505c', 'Rv3513c']",arach_c + atp_c + coa_c <=> amp_c + arachcoa_c + ppi_c,['Rv2930']
