,F_value,pvalue,value_counts,subsystem,name,genes,reaction,alleles_sim
DM_ncam_c,38.51678346931626,4.984152337017918e-09,"[(3.96105684370386e-15, 39), (0.5207184422922407, 2), (0.5207184422922425, 2), (0.5207184422922355, 2), (0.8381192493459527, 2), (3.896649415350952e-15, 1), (0.6246037277631775, 1), (0.5207184422922364, 1), (0.861641060293401, 1), (2.415278563234061e-15, 1), (0.8381192493459484, 1), (0.9224548969323502, 1), (5.378020267467843e-15, 1), (0.9224548969323509, 1), (7.783637716448967e-14, 1), (0.6246037277631781, 1), (2.2864637065282443e-15, 1), (0.5846767913878052, 1), (0.6246037277631873, 1), (0.5207184422922465, 1), (0.5946070769575786, 1), (0.5207184422922456, 1), (4.266992128380174e-15, 1), (0.6246037277631927, 1), (0.7143038255315965, 1), (0.482862744057892, 1), (6.666168834526009e-15, 1), (0.9224548969333943, 1), (0.5846767913878008, 1), (0.5207184422922435, 1), (0.9224548969323427, 1), (0.48286274405789475, 1), (0.4828627440578969, 1), (3.349186274351231e-15, 1), (0.5938311171745746, 1), (0.6895288733875068, 1), (0.4828627440578929, 1), (0.5795712496412896, 1), (0.8381192493459488, 1), (0.5846767913877969, 1), (0.5207184422922466, 1), (0.6820653879113547, 1), (0.5207184422922598, 1), (0.5207184422922418, 1), (0.5207184422922293, 1), (0.4828627440578906, 1), (0.8750306312442513, 1), (3.3974918456159126e-15, 1), (0.9224548969323124, 1), (0.8381192493459665, 1), (0.5846767913878013, 1), (0.682065387911358, 1), (0.6246037277631841, 1), (4.057667986233222e-15, 1), (0.8381192493459383, 1), (0.5795712496412289, 1), (0.8381192493459088, 1), (0.5846767913877998, 1), (0.48286274405790786, 1), (3.30088070308655e-15, 1), (0.8750306312442465, 1), (0.48286274405789703, 1), (0.8219045152289065, 1), (0.9977983501067644, 1), (0.5846767913878155, 1), (0.9224548969323535, 1), (0.4828627440578934, 1), (0.5795712496412916, 1), (0.5938311171748597, 1), (0.5207184422922403, 1), (0.5207184422922443, 1), (0.8219045152289003, 1), (0.8599901842805823, 1), (0.482862744057895, 1), (0.8381192493459257, 1), (0.5207184422922467, 1), (0.9977983501067889, 1), (0.838119249344604, 1), (0.5795712496412876, 1), (0.8219045152289025, 1), (0.8381192493459538, 1), (1.70679685135207e-15, 1), (0.7042400651150486, 1), (0.8967244937445134, 1), (0.8381192493459475, 1), (0.8623841683206425, 1), (2.5762971341163316e-15, 1), (0.5795712496412841, 1), (0.8381192493459553, 1), (0.5938311171745809, 1), (0.5207184422922405, 1), (5.1042886969679825e-15, 1), (0.8381192493459555, 1), (0.8381192493459427, 1), (0.9224548969323518, 1), (0.5846767913878003, 1), (0.0, 1), (0.8460322787700851, 1), (0.5207184422922393, 1), (0.6913671674017442, 1), (0.5795712496412919, 1), (0.5938311171745801, 1), (0.6246037277631937, 1), (0.838119249345953, 1), (3.8000382728215894e-15, 1), (4.5729274130564885e-15, 1), (0.6246037277585564, 1), (0.6246037277631831, 1), (0.5795712496412874, 1), (4.1381772716743575e-15, 1), (0.8750306312442229, 1)]",Intracellular demand,ncam_c Demand reaction,[],ncam_c --> ,
NNAM,29.246970377478323,2.442048803631942e-07,"[(0.9999999999999991, 48), (0.999999999999999, 37), (0.9999999999999989, 7), (4.440892098500626e-16, 3), (0.6928024647316708, 2), (0.692802464731669, 2), (0.6928024647316741, 1), (0.59321285132799, 1), (0.470977918353712, 1), (0.47097791835371294, 1), (0.4864472896149162, 1), (0.4557982822993996, 1), (0.6928024647316665, 1), (0.7151354113856417, 1), (0.5932128513279978, 1), (0.5932128513279966, 1), (0.6928024647317503, 1), (0.7151354113856461, 1), (0.715135411385644, 1), (0.4875771531832351, 1), (0.538474994516065, 1), (0.6928024647316707, 1), (0.6496696856776818, 1), (0.5932128513279896, 1), (1.5543122344752192e-15, 1), (0.6580822860461147, 1), (0.6580822860460867, 1), (0.6580822860461142, 1), (0.6928024647316684, 1), (0.48377619963063245, 1), (0.5008837604224078, 1), (0.9999999999999996, 1), (0.6550702747299164, 1), (0.9999999999999998, 1), (0.5386615879558775, 1), (0.6928024647316703, 1), (0.5633439167974176, 1), (0.9999999999999831, 1), (0.649211908656387, 1), (0.658082286046119, 1), (0.6580822860461212, 1), (0.515117920170509, 1), (0.6335802903349299, 1), (0.6928024647316618, 1), (0.6928024647316698, 1), (0.6315154023667663, 1), (0.0, 1), (0.6550702747299161, 1), (0.715135411385645, 1), (0.6580822860461255, 1), (1.0, 1), (0.6928024647316713, 1), (0.7151354113856462, 1), (0.6928024647316692, 1), (0.5921283508678453, 1), (0.5932128513279895, 1), (0.5055520474238903, 1), (0.7622428738236948, 1), (0.7151354113856444, 1), (0.4709779183537078, 1)]",Pantothenate and CoA Metabolism,Nicotinamidase,['Rv2043c'],h2o_c + ncam_c <=> nac_c + nh4_c,['Rv2043c']
DHPPDA2,15.924607872245623,0.00010250503193803592,"[(0.9999999999999952, 56), (0.9999999999999949, 35), (0.9999999999999954, 35), (0.999999999999996, 8), (1.471600619140645e-11, 6), (0.9999999999999958, 5), (0.9999999999999943, 2), (1.47164502806163e-11, 2), (0.0, 1), (1.4715340057591675e-11, 1), (0.9999999999999999, 1), (1.4750645149774755e-11, 1)]",Riboflavin Metabolism,diaminohydroxyphosphoribosylaminopryrimidine deaminase (25drapp),"['Rv1409', 'Rv2671']",25drapp_c + h2o_c + h_c --> 5apru_c + nh4_c,['Rv1409']
CYTBD,15.128233524511716,0.00015015835486993092,"[(9.393519766939133e-14, 41), (9.4007790557853e-14, 27), (9.408038344631466e-14, 18), (9.404408700208383e-14, 9), (9.3790011892468e-14, 8), (9.386260478092967e-14, 4), (9.407130933525694e-14, 2), (9.019666391361571e-14, 2), (9.408945755737237e-14, 2), (9.402593877996841e-14, 2), (0.37411194536913506, 1), (0.3741119453691408, 1), (9.411667989054549e-14, 1), (0.10373356035033435, 1), (0.10373356034284391, 1), (0.3741119453691376, 1), (9.569557521458664e-14, 1), (9.415297633477631e-14, 1), (0.37411194536913617, 1), (0.2856170988261186, 1), (0.37411194536914244, 1), (4.246012490788989e-12, 1), (0.0, 1), (9.406223522419924e-14, 1), (0.9999999999999962, 1), (0.999999999999995, 1), (0.10373356035033925, 1), (0.3741119453691395, 1), (0.3741119453691218, 1), (0.9999999999999954, 1), (0.37411194536914005, 1), (0.3741119453691371, 1), (0.28561709882612235, 1), (0.10373356035036016, 1), (9.405316111314153e-14, 1), (0.3741119453691421, 1), (0.37411194536912523, 1), (0.9863568535460648, 1), (0.9115051534569368, 1), (0.3741119453691388, 1), (0.7296216149811922, 1), (0.2856170988261139, 1), (1.0, 1), (0.6782800572176004, 1), (0.3741119453691394, 1), (0.10373356035033464, 1), (9.339075100592887e-14, 1), (1.318785930571966e-12, 1)]",Redox Metabolism,cytochrome oxidase bd (ubiquinol-8: 2 protons),"['Rv1620c', 'Rv1622c', 'Rv1621c']",2.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 2.0 h_e + q8_c,
AMID4,14.049943343411089,0.00025295192077988546,"[(2.811657610314968e-13, 14), (2.8107744133272767e-13, 5), (0.2655816261036522, 3), (0.26558162610365194, 2), (0.2655816261036464, 2), (2.6915428199889635e-13, 2), (0.26558162610365776, 2), (0.2655816261036217, 1), (0.4809150659192406, 1), (0.2655816261036549, 1), (0.26558162610364117, 1), (1.0, 1), (0.5782754058811226, 1), (0.5782754058811522, 1), (0.9234900803501047, 1), (0.2655816261036504, 1), (0.9234900803499205, 1), (0.2849384900089449, 1), (0.28493849000906596, 1), (0.26558162610362307, 1), (0.28493849000910587, 1), (0.2655816261036538, 1), (3.1322581168468777e-13, 1), (0.26558162610372194, 1), (0.26558162610364894, 1), (0.2655816261036589, 1), (0.2655816261036562, 1), (0.2655816261036524, 1), (0.48091506591921657, 1), (0.9234900803499212, 1), (2.84963508078569e-13, 1), (2.663280516382845e-13, 1), (0.4809150659192677, 1), (0.2655816261036623, 1), (0.2655816261036574, 1), (1.3248528893410153e-11, 1), (0.265581626103597, 1), (0.26558162610368696, 1), (0.480915065919211, 1), (0.4809150659192393, 1), (0.17181773233409348, 1), (2.7414434497935166e-13, 1), (0.2849384900076016, 1), (3.263854468012868e-13, 1), (0.2655816261036414, 1), (0.28493849000931065, 1), (0.26558162610364977, 1), (2.7754465338196283e-13, 1), (0.48091506591922983, 1), (0.26558162610365976, 1), (0.9234900803499579, 1), (2.756016200090422e-13, 1), (0.26558162610365704, 1), (2.8332959365134027e-13, 1), (0.26558162610362035, 1), (0.2655816261036815, 1), (0.2655816261036468, 1), (0.2655816261036325, 1), (2.5899751664044744e-13, 1), (0.2655816261036556, 1), (0.9999999998872714, 1), (0.26558162610365443, 1), (0.2849384900090804, 1), (0.9234900803498091, 1), (0.9999999998873145, 1), (0.9234900803499899, 1), (2.866857422045669e-13, 1), (0.480915065919204, 1), (0.9234900803499353, 1), (0.9234900803499233, 1), (0.9234900803469591, 1), (0.5549218004176604, 1), (0.2655816261035219, 1), (0.26558162610368996, 1), (0.9999999998873298, 1), (0.2655816261036709, 1), (0.9234900803499283, 1), (0.038072262595638756, 1), (3.516448806492554e-13, 1), (0.28493849000898397, 1), (0.48091506591904803, 1), (0.9234900803499323, 1), (0.9234900803499538, 1), (0.2655816261036387, 1), (0.9234900803499738, 1), (0.26558162610364333, 1), (0.03807226259576048, 1), (0.9234900803446517, 1), (0.9234900803499508, 1), (0.9234900803499461, 1), (0.923490080349871, 1), (3.378670076412725e-13, 1), (0.5782754058811267, 1), (0.9234900803499111, 1), (0.0, 1), (0.9234900803499249, 1), (0.2655816261036416, 1), (2.951202734370179e-13, 1), (0.2655816261036289, 1), (0.9234900803498682, 1), (0.480915065919259, 1), (0.48091506591924466, 1), (3.235592164406749e-13, 1), (0.26558162610365565, 1), (0.26558162610364916, 1), (0.2655816261036489, 1), (0.9234900803499406, 1), (0.9234900803499251, 1), (0.2849384900091492, 1), (0.923490080349009, 1), (0.2655816261036459, 1), (0.9234900803498778, 1), (0.26558162610363095, 1), (2.7118563507058613e-13, 1), (0.2655816261036842, 1), (0.4809150659192402, 1), (0.2655816261036347, 1), (0.4809150659187974, 1), (0.923490080349934, 1), (0.26558162610365593, 1), (0.2655816261036634, 1), (2.8120992088088135e-13, 1), (0.9234900803499155, 1), (2.808124822364203e-13, 1), (0.4809150659286583, 1), (0.4809150659192353, 1), (2.8134240042903503e-13, 1), (0.2655816261036531, 1), (0.9999999998874032, 1), (0.5782754058811044, 1)]",Other Amino Acid Metabolism,AMID4,"['Rv1263', 'Rv2888c', 'Rv3175', 'Rv2363', 'Rv3375']",ad_c + h2o_c --> ac_c + nh4_c,
DHPPDA,14.020358083455987,0.00025661713492376124,"[(0.9999999999999989, 64), (0.9999999999999991, 23), (0.9999999999999994, 13), (0.9999999999999983, 11), (0.9999999999999986, 11), (7.420952741199471e-12, 5), (0.9999999999999987, 4), (0.9999999999999978, 4), (7.420286607384696e-12, 4), (0.999999999999998, 3), (7.420730696594546e-12, 3), (0.9999999999999997, 2), (0.0, 1), (0.999999999999999, 1), (0.9999999999999996, 1), (1.0, 1), (7.421618875014246e-12, 1), (7.419176384360071e-12, 1)]",Riboflavin Metabolism,Diaminohydroxyphosphoribosylaminopyrimidine deaminase,['Rv1409'],25dhpp_c + h2o_c + h_c --> 5apru_c + nh4_c,['Rv1409']
DCPT,12.875257624505645,0.00044930590667290786,"[(9.486769009248164e-17, 44), (9.497611030973019e-17, 34), (9.475926987523309e-17, 19), (9.508453052697874e-17, 19), (9.470505976660881e-17, 8), (9.530137096147584e-17, 4), (9.448821933211171e-17, 2), (9.519295074422729e-17, 2), (0.9705787738362956, 1), (9.503032041835446e-17, 1), (9.535558107010011e-17, 1), (0.0, 1), (0.0024604162352213684, 1), (0.0009472678108282332, 1), (0.32640449906582963, 1), (0.9567008006492255, 1), (0.956700800649225, 1), (0.005548911139585287, 1), (0.3077221758515047, 1), (0.9390110818504395, 1), (0.9203478731519805, 1), (0.9999999999999999, 1), (9.492190020110591e-17, 1), (0.0016552222710598755, 1), (9.513874063560301e-17, 1), (0.9406529164974571, 1), (9.524716085285156e-17, 1), (0.3247018465020347, 1), (0.95596095167568, 1)]",Arabinogalactan biosynthesis,phosphoribose transferase (undecaprenyl phosphate),['Rv3806c'],decd__tb_c + prpp_c --> decdpr__tb_c + ppi_c,['Rv3806c']
TDPDRR,12.468908840695025,0.0005489885497683868,"[(1.1060596882828122e-13, 33), (1.1064760219170466e-13, 24), (1.106822966612242e-13, 19), (1.1052964099533824e-13, 17), (1.1057127435876168e-13, 10), (1.1075862449416718e-13, 7), (1.1072393002464764e-13, 7), (1.1066841887341639e-13, 6), (1.1045331316239526e-13, 3), (1.1062678550999294e-13, 3), (1.104949465258187e-13, 2), (1.105920910404734e-13, 2), (1.1083495232711016e-13, 2), (0.9109730125479528, 1), (1.1102924135641956e-13, 1), (1.1000228505864129e-13, 1), (1.6758816556716738e-13, 1), (0.377216311033853, 1), (0.9999999999999999, 1), (1.1055045767704996e-13, 1), (0.9999999999999966, 1), (0.9630626323547263, 1), (0.3376513932335945, 1), (0.9015866479205563, 1), (0.9630626323547543, 1), (0.5927350090532748, 1), (1.1070311334293592e-13, 1), (0.942634891995894, 1), (1.1037698532945228e-13, 1), (0.3361680669585233, 1), (0.0, 1)]",Arabinogalactan biosynthesis,dTDP-4-dehydrorhamnose reductase,['Rv3266c'],dtdp4d6dm_c + h_c + nadph_c --> dtdprmn_c + nadp_c,['Rv3266c']
PYRDC,11.96473391985499,0.0007048059210221714,"[(4.946408891958397e-13, 2), (0.1362096328700461, 2), (0.4736330846708196, 2), (0.2466483300501133, 2), (0.47363308467082577, 2), (4.998953162239274e-13, 2), (0.1362096328701079, 1), (0.2466483300501075, 1), (0.13620963287004925, 1), (4.980834448349317e-13, 1), (0.1362096328700512, 1), (0.5128729530428976, 1), (4.819577894728695e-13, 1), (4.908359592789486e-13, 1), (0.47363308467086074, 1), (0.1362096328700548, 1), (0.4736330846708216, 1), (4.95365637751438e-13, 1), (0.13620963287003698, 1), (4.873934036398568e-13, 1), (0.13620963287004323, 1), (0.5427987234193238, 1), (0.0, 1), (4.930102049457435e-13, 1), (0.13620963287005006, 1), (0.13620963287004717, 1), (0.13620963287005033, 1), (0.1362096328700552, 1), (0.13620963287004856, 1), (0.2466483300501283, 1), (0.1362096328700469, 1), (0.47363308467081755, 1), (0.14695772089412545, 1), (0.07301222139171495, 1), (0.24664833005013415, 1), (0.13620963287005405, 1), (0.1362096328700537, 1), (0.09025997723677771, 1), (0.136209632870052, 1), (0.13620963287006185, 1), (0.13620963287004978, 1), (0.24664833005011938, 1), (0.24664833005007716, 1), (0.42446370527253263, 1), (0.1362096328700562, 1), (4.094829339130395e-13, 1), (0.07301222139174217, 1), (4.939161406402414e-13, 1), (0.1362096328700477, 1), (4.960903863070363e-13, 1), (0.13620963287004723, 1), (0.13620963287003685, 1), (0.2760050386577419, 1), (0.24664833005011974, 1), (4.910171464178482e-13, 1), (0.27600503865775566, 1), (0.0730122213917806, 1), (0.13620963287004917, 1), (4.822295701812189e-13, 1), (0.1362096328700705, 1), (0.13620963286999735, 1), (0.27600503865775644, 1), (0.13620963287004853, 1), (0.13620963287004942, 1), (0.2760050386577201, 1), (0.1362096328700515, 1), (0.512872953045579, 1), (0.13620963287003884, 1), (5.029754975852202e-13, 1), (0.4736330846708603, 1), (0.5128729530456473, 1), (0.073012221391723, 1), (0.4736330846708265, 1), (4.985364126821806e-13, 1), (0.07301222139172472, 1), (0.47363308467086385, 1), (0.27600503865778575, 1), (0.47363308467081056, 1), (0.47363308467073406, 1), (0.07301222139174125, 1), (4.948220763347393e-13, 1), (0.13620963287004784, 1), (0.13620963287005064, 1), (0.5128729530456908, 1), (0.1362096328700496, 1), (0.47363308467083354, 1), (0.27241926573965136, 1), (1.0, 1), (0.0730122213916202, 1), (5.196447143639811e-13, 1), (0.13620963287005147, 1), (0.2760050386577269, 1), (0.24664833005093503, 1), (0.13620963287004764, 1), (0.13620963287004442, 1), (0.47363308467081544, 1), (0.47363308467086873, 1), (0.13620963287004667, 1), (0.09025997710721294, 1), (0.4736330846709363, 1), (0.13620963287004748, 1), (0.9999999999999877, 1), (0.4736330846708229, 1), (0.2760050386577298, 1), (0.2760050386577556, 1), (0.4736330846708041, 1), (0.2760050386578194, 1), (0.47363308467084686, 1), (0.5570685092591826, 1), (0.4736330846708103, 1), (4.718113096944933e-13, 1), (0.1362096328701071, 1), (0.27600503865777454, 1), (0.1362096328700473, 1), (0.47363308467081383, 1), (0.24664833005011982, 1), (0.2466483300501188, 1), (4.944597020569401e-13, 1), (0.13620963287005383, 1), (0.13620963287004595, 1), (0.07301222139173683, 1), (0.13620963287004198, 1), (0.47363308467091464, 1), (4.968151348626346e-13, 1), (0.07301222139173705, 1), (0.276005038657787, 1), (0.4736330846708471, 1), (0.13620963287005342, 1), (0.13620963287005103, 1), (0.47363308467081705, 1), (0.4869257396605741, 1), (0.27600503865774556, 1), (0.13620963287005167, 1), (0.1362096328700428, 1), (0.24664833005014697, 1), (0.4736330846708169, 1), (0.13620963287004884, 1), (0.48692573966057096, 1), (4.89024087889953e-13, 1), (0.4736330846708305, 1), (0.13620963287004428, 1), (0.5427987234193212, 1), (0.24664833005020437, 1), (0.24664833005011585, 1), (0.27600503865776166, 1), (0.13620963287004695, 1), (0.5128729530456629, 1)]",Glycolysis/Gluconeogenesis,Pyruvate decarboxylase,['Rv0853c'],h_c + pyr_c --> acald_c + co2_c,
NTRIR2x,11.50042345686378,0.0008882596272741205,"[(3.0009591935533367e-15, 2), (2.9862124653294875e-15, 2), (2.9972725114973746e-15, 2), (0.19067109105630278, 2), (0.19067109105630176, 1), (0.4929678008923904, 1), (0.1906710910563032, 1), (0.46415153896165157, 1), (0.19067109105630467, 1), (0.8887880422862166, 1), (2.9124788242102407e-15, 1), (3.4286143120449672e-15, 1), (0.09329199105325948, 1), (0.1935379657948842, 1), (0.10485008628121628, 1), (0.3419976528364601, 1), (0.1906710910563013, 1), (0.5407316187658515, 1), (2.6617844444048025e-15, 1), (2.8239984548671448e-15, 1), (0.26883449693403305, 1), (0.46415153896163813, 1), (0.1906710910563018, 1), (2.514317162166309e-15, 1), (0.19067109105630214, 1), (2.5511839827259324e-15, 1), (0.19067109105630295, 1), (0.4126694770224092, 1), (0.1906710910563029, 1), (0.6380586336616901, 1), (0.09089210045636915, 1), (0.5444109465996123, 1), (0.19067109105630073, 1), (0.19067109105630337, 1), (0.09343118678859696, 1), (0.19067109105631952, 1), (0.19353796579489546, 1), (0.19353796579489715, 1), (0.5444109465996128, 1), (0.2275036975977709, 1), (3.0451993782248847e-15, 1), (2.6949645829084634e-15, 1), (3.3991208555972684e-15, 1), (0.4961926673372075, 1), (2.8387451830909944e-15, 1), (0.3818469671059936, 1), (0.19067109105630167, 1), (4.5346189288336665e-15, 1), (0.19353796579489338, 1), (0.10314970512991077, 1), (0.307802021468058, 1), (0.2688344969340913, 1), (0.19353796579490035, 1), (2.5290638903901586e-15, 1), (0.10485008628121552, 1), (0.1640428569655263, 1), (0.1906710910563023, 1), (0.07034973048834353, 1), (0.19067109105630178, 1), (0.19353796579487292, 1), (0.10314970512988196, 1), (0.19067109105630314, 1), (0.27200921092901503, 1), (0.19067109105630248, 1), (0.879354587984357, 1), (0.19353796579489982, 1), (0.34199765283650657, 1), (0.6414018597179858, 1), (0.33003723791895306, 1), (0.09089210045785795, 1), (0.6461089337580969, 1), (0.15064805435831533, 1), (0.4929678008923746, 1), (3.0894395628964326e-15, 1), (0.481249301711463, 1), (0.10314970512990926, 1), (0.47512713008918755, 1), (0.6414018597187009, 1), (2.0719153154508293e-15, 1), (0.10949591839088192, 1), (2.65809776234884e-15, 1), (0.19353796579489532, 1), (0.8793545879843625, 1), (2.7723849060836722e-15, 1), (0.3787505277409504, 1), (2.3815966081516655e-15, 1), (0.11305193273252806, 1), (0.7924279875889476, 1), (0.09089210045779748, 1), (0.5407316187658612, 1), (0.3455271346256739, 1), (0.10314970512990748, 1), (0.5444109465994137, 1), (0.1906710910563079, 1), (0.6414018597180408, 1), (0.09397554176077136, 1), (2.6322909879571037e-15, 1), (0.09343118678150501, 1), (0.48720684521808627, 1), (0.19067109105630356, 1), (1.0, 1), (0.10485008628279664, 1), (0.103149705129911, 1), (0.10314970512991331, 1), (0.4812493017114493, 1), (0.10314970512991792, 1), (0.6354443162114232, 1), (3.605575050731159e-15, 1), (0.4150578053385492, 1), (2.7945049984194464e-15, 1), (0.4872068452180622, 1), (0.15064805435820897, 1), (0.09329199105327611, 1), (0.1906710910563015, 1), (0.10314970512991099, 1), (0.19067109105630203, 1), (0.635444316211419, 1), (0.49296780089238534, 1), (0.22750369759809067, 1), (0.4621452909745275, 1), (0.19067109105630264, 1), (0.19067109105630276, 1), (0.16404285696552348, 1), (0.19067109105630364, 1), (0.10485008628122054, 1), (0.6414018597180456, 1), (3.0746928346725834e-15, 1), (0.10314970512992117, 1), (0.10202584185717886, 1), (0.19353796579490506, 1), (0.19353796579490376, 1), (0.48720684521807034, 1), (0.0479562009809536, 1), (3.0157059217771863e-15, 1), (0.19353796579490024, 1), (0.227503697598087, 1), (3.0083325576652613e-15, 1), (0.5444109465996216, 1), (0.36751655985119336, 1), (0.19067109105631924, 1), (0.047956200980955065, 1), (0.46415153896163536, 1), (0.10485008628121587, 1), (2.6175442597332545e-15, 1), (0.4929678008887673, 1), (0.4929678008923855, 1), (0.18299396774492072, 1), (0.0, 1), (3.36962739914957e-15, 1)]",Redox Metabolism,Nitrite Reductase (NADH),"['Rv0252', 'Rv0253']",5.0 h_c + 3.0 nadh_c + no2_c --> 2.0 h2o_c + 3.0 nad_c + nh4_c,
