,F_value,pvalue,value_counts,subsystem,name,genes,reaction,alleles_sim
EX_acysbmn,22.5,0.0002613829034835273,"[(6.938651944632554e-12, 17)]",Exchange,,[],acysbmn_e --> ,
PRATPP,17.262585284897654,0.000846808590677109,"[(0.5, 9), (0.25, 5), (0.75, 2), (0.0, 1)]",Histidine Metabolism,phosphoribosyl-ATP pyrophosphatase,['Rv2122c'],h2o_c + prbatp_c --> h_c + ppi_c + prbamp_c,
H2Ot,15.0,0.0015017735386984323,"[(0.08897599525716766, 17)]",Transport,H2O transport via diffusion,[],h2o_e <=> h2o_c,
SUCBZS,15.0,0.0015017735386984323,"[(3.207672753225716e-05, 17)]",Cofactor and Prosthetic Group Biosynthesis,O-succinylbenzoate-CoA synthase,[],2shchc_c --> h2o_c + sucbz_c,
TRPt2r,15.0,0.0015017735386984323,"[(0.005687802822835476, 17)]",Transport,L-tryptophan reversible transport via proton symport,[],h_e + trp__L_e <=> h_c + trp__L_c,
DCPT,14.283811309714162,0.0018182569700079777,"[(0.337717996555026, 1), (0.0008655388163842425, 1), (0.9651851954393378, 1), (0.3606152760832161, 1), (9.76563217927117e-17, 1), (0.3488569314913976, 1), (0.0026467397439303895, 1), (0.9855102045425611, 1), (0.3398488807404251, 1), (0.9414083631558239, 1), (0.34929109926701674, 1), (0.3425780526648377, 1), (0.35329934621096976, 1), (0.9822542996813938, 1), (0.36144537058947346, 1), (0.0008681761588495063, 1), (9.756095429096101e-17, 1)]",Arabinogalactan biosynthesis,phosphoribose transferase (undecaprenyl phosphate),['Rv3806c'],decd__tb_c + prpp_c --> decdpr__tb_c + ppi_c,['Rv3806c']
PREPTHS2,11.623984308115817,0.00388220351456214,"[(0.20413158848860638, 1), (5.83257400710302e-15, 1), (0.3997258659851372, 1), (6.232861449184668e-15, 1), (1.0067901373700394e-14, 1), (6.389420242891575e-15, 1), (6.3651341142278994e-15, 1), (0.9384742222516057, 1), (0.12044277821109083, 1), (0.9415959099488064, 1), (6.173013489263468e-15, 1), (6.1999017031411086e-15, 1), (0.6927454318049209, 1), (0.8901229270906582, 1), (0.5942104971854255, 1), (6.308755601258653e-15, 1), (7.395126178089129e-15, 1)]",Membrane Metabolism,PREPTHS2,"['Rv2934', 'Rv2933', 'Rv2935', 'Rv2931', 'Rv2932']",14.0 h_c + 2.0 malcoa_c + 2.0 mmcoa__S_c + 10.0 nadph_c + phdcaACP_c --> 2.0 co2_c + 4.0 coa_c + 5.0 h2o_c + 10.0 nadp_c + prepphthACP_c,['Rv2931']
PPDIMAT,10.849617120250747,0.004920304268238883,"[(1.0191500421363742e-17, 8), (0.44285764507256303, 1), (0.5344043353374178, 1), (0.6571670215172504, 1), (0.44285764507252867, 1), (0.8440185680818679, 1), (0.5247661168946077, 1), (0.5204621118540403, 1), (0.4912331476086991, 1), (0.5204621118540529, 1)]",Transport,ppdima translocase,"['Rv2937', 'Rv2938', 'Rv2942', 'Rv2945c', 'Rv2936']",ppdima_c --> ppdima_e,"['Rv2936', 'Rv2937', 'Rv2938']"
biomass,8.160840400419504,0.012002221451062056,"[(0.49940262843488653, 1), (0.47426324173636003, 1), (0.7722023098367184, 1), (0.588610115491836, 1), (0.16686579052170453, 1), (0.5076662684189566, 1), (0.43488649940262847, 1), (0.772799681401832, 1), (0.6360015929908404, 1), (0.6254480286738351, 1), (0.5090601354042215, 1), (0.6522799681401832, 1), (0.5218538430904023, 1), (0.756073277578654, 1), (0.5570489844683393, 1), (0.4316009557945042, 1), (0.663878932696137, 1)]",Exchange,,[],0.2352 14glucan_c + 0.001681 Ac1PIM1_c + 0.001488 Ac1PIM2_c + 0.001335 Ac1PIM3_c + 0.001211 Ac1PIM4_c + 0.001274 Ac2PIM2_c + 0.001573 PIM3_c + 0.001403 PIM4_c + 0.001266 PIM5_c + 0.001154 PIM6_c + 0.23018 acgam1p_c + 0.40596 ala__L_c + 0.0347 amet_c + 0.000731 arabinanagalfragund_c + 0.015676 arach_c + 0.12042 arg__L_c + 0.047699 asn__L_c + 0.12031 asp__L_c + 60.0 atp_c + 0.0295 c78mycolatepp_c + 0.005859 clpn160190_c + 0.25095 cmp_c + 0.0132 coa_c + 0.0168 ctp_c + 0.022 cys__L_c + 0.003492 damp_c + 0.0102 datp_c + 0.0194 dctp_c + 0.0194 dgtp_c + 0.0102 dttp_c + 0.0129 fad_c + 0.0008 fe2_c + 0.0008 fe3_c + 0.0222 fmn_c + 0.0001 gdpmann_c + 0.16315 glc__D_c + 0.05812 gln__L_c + 0.090007 glu__L_c + 0.33581 gly_c + 0.0184 glyc_c + 0.2352 glycogen_c + 0.24365 gmp_c + 0.0168 gtp_c + 60.0 h2o_c + 0.23515 hdca_c + 0.01094 hdcea_c + 0.0008 hemeA_c + 0.0008 hemeO_c + 0.058352 hexc_c + 0.074917 his__L_c + 0.0064 hphthiocnylcoa_c + 0.087731 ile__L_c + 0.20471 leu__L_c + 0.03909 lys__L_c + 0.095065 man_c + 0.00784 mbhn_c + 0.034889 met__L_c + 0.095802 mocdca_c + 0.0118 mql8_c + 0.0131 msh_c + 0.0152 nad_c + 0.0136 nadp_c + 0.034837 ocdca_c + 0.009849 ocdcea_c + 0.006798 pa160190_c + 0.00724 pa160_c + 0.006407 pa190190_c + 0.001251 pat_c + 0.004061 pe160_c + 0.01885 peptido__TB1_c + 0.01885 peptido__TB2_c + 0.00613 pg160190_c + 0.006487 pg160_c + 0.00581 pg190_c + 0.006453 phdca_c + 0.048102 phe__L_c + 0.13803 pro__L_c + 0.021723 rib__D_c + 0.2326 ser__L_c + 0.0008 sheme_c + 0.001176 tat_c + 0.0008 thf_c + 0.0008 thmpp_c + 0.13571 thr__L_c + 0.001106 tmha1_c + 0.0011 tmha2_c + 0.001104 tmha3_c + 0.001097 tmha4_c + 0.006491 tre6p_c + 0.00797 tre_c + 0.006474 tres_c + 0.020124 trp__L_c + 0.012193 ttdca_c + 0.031756 tyr__L_c + 0.001008 uaaAgla_c + 0.001008 uaaGgla_c + 0.000986 uaagmda_c + 0.002793 uamr_c + 0.000977 ugagmda_c + 0.0088 utp_c + 0.20583 val__L_c --> 60.0 adp_c + 60.0 h_c + 60.0 pi_c,
NAt3_1,7.5,0.015231027044400821,"[(0.6479493853212687, 17)]",Transport,Sodium proton antiporter  HNA is 11 ,['Rv2287'],na1_c <=> na1_e,
