,F_value,pvalue,value_counts,subsystem,name,genes,reaction,alleles_sim
COt,inf,0.0,"[(0.07458912768647281, 17)]",Transport,CO transporter via diffusion,[],co_c <=> co_e,
CYO1a,inf,0.0,"[(0.9999999999998257, 4), (0.9999999999998255, 4), (0.9999999999998258, 2), (0.9999999999998256, 2), (0.9999999999998108, 1), (0.9999999999998194, 1), (0.9999999999998131, 1), (0.9999999999998379, 1), (0.9999999999547305, 1)]",Oxidative Phosphorylation,CYO1a,"['Rv2195', 'Rv2194', 'Rv2196']",2.0 ficytc_c + 2.0 h_c + qh2_c --> 2.0 focytc_c + 2.0 h_e + q_c,
P5CR,inf,0.0,"[(0.9999999999999426, 2), (0.9999999999999473, 1), (0.999999999999948, 1), (0.9999999999999375, 1), (0.9999999999999483, 1), (0.9999999999999463, 1), (0.999999999999945, 1), (0.9999999999999487, 1), (0.9999999999999442, 1), (0.9999999999999529, 1), (0.9999999999999404, 1), (0.999999999999958, 1), (0.9999999999999508, 1), (0.9999999999999392, 1), (0.9999999999999415, 1), (0.9999999999999312, 1)]",Arginine and Proline Metabolism,pyrroline-5-carboxylate reductase,['Rv0500'],1pyr5c_c + 2.0 h_c + nadph_c --> nadp_c + pro__L_c,
PPAtr,inf,0.0,"[(0.9986016994729481, 17)]",Transport,"Propionate transport, diffusion",[],ppa_e <=> ppa_c,
PUNP2,inf,0.0,"[(0.01282051282051282, 17)]",Purine and Pyrimidine Biosynthesis,purine-nucleoside phosphorylase (Deoxyadenosine),['Rv3307'],dad__2_c + pi_c <=> 2dr1p_c + ade_c,
PYK,inf,0.0,"[(0.9999999997533688, 2), (0.9999999997534612, 1), (0.9999999997533457, 1), (0.9999999997534292, 1), (0.9999999997535625, 1), (0.9999999997534701, 1), (0.9999999997743974, 1), (0.9999999997532658, 1), (0.999999999753534, 1), (0.9999999997533049, 1), (0.9999999997533866, 1), (0.9999999997532374, 1), (0.9999999997533653, 1), (0.9999999997533102, 1), (0.9999999997529692, 1), (0.9999999997533013, 1)]",Glycolysis/Gluconeogenesis,pyruvate kinase,['Rv1617'],adp_c + h_c + pep_c --> atp_c + pyr_c,['Rv1617']
APRO,inf,0.0,"[(0.9999999999999974, 5), (0.9999999999999973, 4), (0.9999999999999977, 3), (0.999999999999997, 1), (0.9999999999999978, 1), (0.9999999999999988, 1), (0.999999999999999, 1), (0.9999999999999972, 1)]",Cofactor and Prosthetic Group Biosynthesis,MNXR5959,[],aact_c + h_c + nadh_c --> appl_c + nad_c,
G5SD,15.0,0.0015017735386984323,"[(0.9999999999999626, 2), (0.9999999999999641, 2), (0.999999999999959, 2), (0.9999999999999682, 1), (0.9999999999999634, 1), (0.9999999999999559, 1), (0.9999999999999661, 1), (0.9999999999999631, 1), (0.9999999999999616, 1), (0.999999999999961, 1), (0.9999999999999762, 1), (0.9999999999999724, 1), (0.9999999999999672, 1), (0.9999999999999862, 1)]",Urea Cycle,glutamate-5-semialdehyde dehydrogenase,['Rv2427c'],glu5p_c + h_c + nadph_c --> glu5sa_c + nadp_c + pi_c,
NADH9,15.0,0.0015017735386984323,"[(0.999999999996978, 2), (0.9999999999969758, 2), (0.999999999996976, 2), (0.99999999999697, 2), (0.9999999999969797, 1), (0.9999999999969837, 1), (0.9999999999971374, 1), (0.999999999997033, 1), (0.999999999996966, 1), (0.9999999999969935, 1), (0.999999999996972, 1), (0.9999999999969778, 1), (0.9999999999969877, 1)]",Oxidative Phosphorylation,NADH dehydrogenase (demethylmenaquinone-8 & 0 protons),"['Rv3145', 'Rv3155', 'Rv3158', 'Rv3156', 'Rv3149', 'Rv3150', 'Rv3148', 'Rv3151', 'Rv3154', 'Rv3153', 'Rv3152', 'Rv0082', 'Rv3146', 'Rv3147', 'Rv3157']",2dmmq8_c + h_c + nadh_c --> 2dmmql8_c + nad_c,['Rv3156']
PUNP6,15.0,0.0015017735386984323,"[(0.0410958904109589, 17)]",Purine and Pyrimidine Biosynthesis,purine-nucleoside phosphorylase (Deoxyinosine),['Rv3307'],din_c + pi_c <=> 2dr1p_c + hxan_c,
