,F_value,pvalue,value_counts,subsystem,name,genes,reaction,alleles_sim
ARGt5r,inf,0.0,"[(0.9999938503138524, 17)]",Transport,ARGt5r,['Rv2320c'],arg__L_e <=> arg__L_c,
HSDy,inf,0.0,"[(0.9999999994390688, 3), (0.9999999994377966, 1), (0.999999999439068, 1), (0.9999999994489548, 1), (0.9999999994373889, 1), (0.999999999436955, 1), (0.9999999994393292, 1), (0.9999999994377057, 1), (0.9999999994373902, 1), (0.999999999439254, 1), (0.9999999994391229, 1), (0.9999999994392519, 1), (0.9999999994373909, 1), (0.9999999994390687, 1), (0.9999999994339959, 1)]",Glycolysis/Gluconeogenesis,homoserine dehydrogenase (NADPH),['Rv1294'],hom__L_c + nadp_c <-- aspsa_c + h_c + nadph_c,
AKGt2r,inf,0.0,"[(1.0, 16), (0.9999999999999947, 1)]",Transport,2-oxoglutarate reversible transport via symport,[],akg_e + h_c <=> akg_c + h_e,
DM_tbsinol_c,inf,0.0,"[(0.8595984192185309, 17)]",Intracellular demand,tbsinol_c Demand reaction,[],tbsinol_c --> ,
ASAD,15.0,0.0015017735386984323,"[(0.9999999979755787, 3), (0.9999999979764964, 1), (0.9999999979755779, 1), (0.9999999979881896, 1), (0.9999999979734361, 1), (0.9999999979726776, 1), (0.9999999979753984, 1), (0.9999999979738398, 1), (0.9999999979734373, 1), (0.999999997975815, 1), (0.9999999979756629, 1), (0.9999999979757576, 1), (0.9999999979734384, 1), (0.9999999979755786, 1), (0.9999999979691074, 1)]",Glycolysis/Gluconeogenesis,aspartate-semialdehyde dehydrogenase,['Rv3708c'],aspsa_c + nadp_c + pi_c <=> 4pasp_c + h_c + nadph_c,
G6PDH2,15.0,0.0015017735386984323,"[(6.376125159387613e-13, 17)]",Pentose Phosphate Pathway,,"['Rv1447c', 'Rv1121']",g6p_c + nadp_c --> 6pgl_c + h_c + nadph_c,
GMHEPK,15.0,0.0015017735386984323,"[(0.7555528357402517, 17)]",Membrane Metabolism,,['Rv0115'],atp_c + gmhep7p_c --> adp_c + gmhep17bp_c + h_c,
OIVD3,7.5,0.015231027044400821,"[(2.220446049243873e-16, 17)]",Lipid metabolism,2-oxoisovalerate dehydrogenase (acylating; 3-methyl-2-oxopentanoate),['Rv3140'],2mbcoa_c + fad_c --> 2mb2coa_c + fadh2_c,
PPCOAC,3.9950041933333638,0.06409310441849907,"[(1.0, 6), (0.32168652224454963, 1), (0.32168652224231636, 1), (0.3216865222445494, 1), (0.3216865222418236, 1), (0.286732637471904, 1), (0.32168652224490296, 1), (0.3216865222446922, 1), (0.3216865222444378, 1), (0.32168652224446914, 1), (0.3216865222444746, 1), (0.2867326374725832, 1)]",Propanoate metabolism,Propionyl-CoA carboxylase,"['Rv3281', 'Rv3280', 'Rv3285']",atp_c + hco3_c + ppcoa_c --> adp_c + h_c + mmcoa__S_c + pi_c,['Rv3280']
AKGDH,3.964474790579099,0.06500696973440677,"[(0.0, 2), (0.41419039321697626, 1), (0.17705286730224365, 1), (0.5800269672422312, 1), (0.08302898651299288, 1), (0.18200696967669375, 1), (0.0713400908694657, 1), (0.5800269672421593, 1), (0.5800269672421529, 1), (0.5800269672422097, 1), (0.4140888980165523, 1), (0.5303483791457899, 1), (0.4022418468988191, 1), (0.0800531012119795, 1), (0.6263962999452501, 1), (0.08134456250862666, 1)]",Citric Acid Cycle,2-Oxogluterate dehydrogenase,[],akg_c + coa_c + nad_c --> co2_c + nadh_c + succoa_c,
MCD,3.8024379024370996,0.07012297992676762,"[(1.2978536061171823e-06, 6), (0.5000006489268031, 6), (0.0, 5)]",Fatty Acid Metabolism,Malonyl-CoA Decarboxylase cytoplasmic,"['Rv3281', 'Rv2247', 'Rv3280', 'Rv3799c', 'Rv3285']",h_c + malcoa_c --> accoa_c + co2_c,"['Rv2247', 'Rv3280']"
FACOAL180,3.802426800530064,0.07012334641648149,"[(0.9999999999999999, 6), (0.6030259008988325, 1), (0.6030259008769446, 1), (0.6030259008971676, 1), (0.6030259008734682, 1), (0.6030259008941872, 1), (0.6030259008942046, 1), (0.6030259008942348, 1), (0.6030259008944712, 1), (0.6030259008971867, 1), (0.6030259008944429, 1), (0.6030259008936709, 1)]",Fatty Acid Metabolism,fatty-acid--CoA ligase (octadecanoate),"['Rv2930', 'Rv3801c', 'Rv3561', 'Rv3515c', 'Rv1427c', 'Rv0270', 'Rv3506', 'Rv0119', 'Rv0035', 'Rv0852', 'Rv1750c', 'Rv1925', 'Rv2948c', 'Rv2941', 'Rv0404', 'Rv1193', 'Rv1058', 'Rv1549', 'Rv3089', 'Rv1521', 'Rv0166', 'Rv2187', 'Rv0551c', 'Rv1206', 'Rv2505c', 'Rv3513c', 'Rv1550', 'Rv3826', 'Rv2950c', 'Rv1529', 'Rv0214', 'Rv1185c', 'Rv2590', 'Rv0099']",atp_c + coa_c + ocdca_c <=> amp_c + ppi_c + stcoa_c,['Rv2930']
FACOAE180,3.8024268004208084,0.0701233464200882,"[(0.0, 11), (0.9999999999675324, 1), (1.0, 1), (0.9999999999964785, 1), (0.9999999999889732, 1), (0.9999999999964765, 1), (0.9999999999754123, 1)]",Fatty Acid Metabolism,Fatty-acid-CoA thioesterase (octadecanoate),"['Rv2605c', 'Rv0098', 'Rv1618']",h2o_c + stcoa_c --> coa_c + h_c + ocdca_c,
MMCD,3.802426800316304,0.07012334642353794,"[(0.0, 11), (0.6776162221322438, 1), (0.6776162221321466, 1), (0.6776162221321302, 1), (0.6776162221323859, 1), (0.6776162221321305, 1), (0.6776162221322435, 1)]",Fatty Acid Metabolism,Methylmalonyl-CoA decarboxylase,['Rv3799c'],h_c + mmcoa__S_c --> co2_c + ppcoa_c,
