,F_value,pvalue,value_counts,subsystem,name,genes,reaction,alleles_sim
CYSM_II,inf,0.0,"[(0.9999999999999998, 10), (0.9999999999999991, 3), (0.9999999999999999, 2), (0.9999999999999996, 1), (0.9999999999999994, 1)]",Cysteine and methionine metabolism,CysO-dependent L-cystein biosynthesis Mec+,['Rv1334'],cysOcys__L_c --> cysO_c + cys__L_c,['Rv1334']
PPTGS_TB1,18.339337910407146,0.0006545217221477484,"[(0.5000000000000001, 4), (0.5875000000000001, 3), (0.30000000000000004, 2), (0.4000000000000001, 2), (0.6000000000000001, 2), (0.20000000000000007, 1), (0.8, 1), (0.6062500000000001, 1), (0.0, 1)]",Peptidoglycan Metabolism,PPTGS TB1,"['Rv2163c', 'Rv3627c']",uaaAgla_c --> h_c + peptido__TB1_c + udcpdp_c,
PPTGS_TB2,18.33933791040714,0.0006545217221477498,"[(0.4545454545454545, 4), (0.5340909090909091, 3), (0.2727272727272727, 2), (0.3636363636363636, 2), (0.5454545454545454, 2), (0.18181818181818177, 1), (0.7272727272727273, 1), (0.5511363636363636, 1), (0.0, 1)]",Peptidoglycan Metabolism,PPTGS TB2,"['Rv2163c', 'Rv3627c']",uaaGgla_c --> h_c + peptido__TB2_c + udcpdp_c,
PPDIMAT,15.829475340377154,0.0012108420763100492,"[(1.0, 8), (0.500576061802458, 1), (0.626549321436064, 1), (0.5578290103838712, 1), (0.3095797698850017, 1), (0.29035591531223137, 1), (0.6863615410651449, 1), (0.5682418431915801, 1), (0.15949077709096204, 1), (0.568241843191378, 1)]",Transport,ppdima translocase,"['Rv2937', 'Rv2938', 'Rv2942', 'Rv2945c', 'Rv2936']",ppdima_c --> ppdima_e,"['Rv2936', 'Rv2937', 'Rv2938']"
GLUR,15.0,0.0015017735386984323,"[(0.9294190602362095, 17)]","Alanine, Aspartate, and Glutamate Metabolism",glutamate racemase,['Rv1338'],glu__D_c <=> glu__L_c,
H2CO3D,15.0,0.0015017735386984323,"[(0.03819538574910562, 15), (0.03819538574910563, 1), (0.038195385749105616, 1)]",Miscellaneous,H2CO3D,"['Rv1284', 'Rv3588c', 'Rv3273']",co2_c + h2o_c <=> h2co3_c,
INDPYRD,15.0,0.0015017735386984323,"[(0.9818020417221481, 17)]",Pyruvate Metabolism,Indole 3 pyruvate decarboxylase,['Rv0853c'],h_c + indpyr_c <=> co2_c + id3acald_c,
DM_psd5p_c,12.044751356762646,0.0034243108801984257,"[(0.04288978680229738, 1), (0.7759783099086677, 1), (0.7611224927353739, 1), (0.19076650139729723, 1), (0.0016649754823199192, 1), (0.17744669753875164, 1), (0.2424516626175489, 1), (0.9767654241854866, 1), (0.7759783099086504, 1), (0.9971310980738832, 1), (0.17744669753876596, 1), (0.04288978680265376, 1), (0.9533092436073018, 1), (0.7778267179083271, 1), (0.9960614806262362, 1), (0.014998308249138947, 1), (0.04288978680228195, 1)]",Intracellular demand,psd5p_c Demand reaction,[],psd5p_c --> ,
ACGK,11.28156804457785,0.004306845204996969,"[(0.525, 4), (0.9, 1), (0.925, 1), (0.5, 1), (0.5750000000000001, 1), (0.625, 1), (1.0, 1), (0.5303703349998103, 1), (0.2, 1), (0.5151736243750711, 1), (0.5259142943746918, 1), (0.22499999999999998, 1), (0.5265625, 1), (0.7000000000000001, 1)]",Arginine and Proline Metabolism,acetylglutamate kinase,['Rv1654'],acglu_c + atp_c --> acg5p_c + adp_c,
DM_ncam_c,10.920074405488911,0.004813750180280246,"[(0.9999999999999999, 10), (0.1480139353362112, 1), (0.332030229551709, 1), (0.24201800082236835, 1), (0.6080136211875113, 1), (0.37991653214171506, 1), (0.24201800082237268, 1), (0.24201800082240932, 1)]",Intracellular demand,ncam_c Demand reaction,[],ncam_c --> ,
