,F_value,pvalue,value_counts,subsystem,name,genes,reaction,alleles_sim
OXGDC,inf,0.0,"[(0.630471240474277, 17)]",Citric Acid Cycle,2-oxoglutarate decarboxylase,"['Rv0555', 'Rv1248c']",akg_c + h_c --> co2_c + sucsal_c,
BALAt2r,15.0,0.0015017735386984323,"[(0.13371933428862456, 17)]",Transport,BALAt2r,['Rv0522'],ala__B_e + h_e <=> ala__B_c + h_c,
NTD4,15.0,0.0015017735386984323,"[(0.9999932353162577, 17)]",Purine and Pyrimidine Biosynthesis,5'-nucleotidase (CMP),[],cmp_c + h2o_c --> cytd_c + pi_c,
EMB,11.292134831460674,0.004292972680970115,"[(0.9990407042205334, 12), (0.9990411326289177, 4), (0.9990408830344677, 1)]",Arabinogalactan biosynthesis,EMB,"['Rv3794', 'Rv3793', 'Rv3805c', 'Rv2673', 'Rv3795']",agalfragund_c + 70.0 decda__tb_c <=> arabinanagalfragund_c + 70.0 decd__tb_c,"['Rv3793', 'Rv3794', 'Rv3795']"
DCPE,11.25,0.004348594940304908,"[(0.999999575316906, 12), (1.0, 4), (0.99999975040555, 1)]",Arabinogalactan biosynthesis,"decaprenylphosphoryl  ribose, arabinofuranose isomerization","['Rv3791', 'Rv3790']",decdr__tb_c <=> decda__tb_c,['Rv3790']
ACGAMT,11.20879120879121,0.004403792119102725,"[(0.9990407079458237, 12), (0.9990411400794983, 3), (0.9990411438047886, 1), (0.999040886759758, 1)]",Arabinogalactan biosynthesis,UDP-N-acetylglucosamine:undecaprenylphosphate N-acetylglucosamine -1-phosphate transferase,['Rv1302'],uacgam_c + udcpp_c --> ump_c + unaga_c,
AFTA,11.20879120879121,0.004403792119102725,"[(0.9990407079458237, 12), (0.9990411400794983, 4), (0.999040886759758, 1)]",Arabinogalactan biosynthesis,arabinofuranosyl transferase (M tb),['Rv3792'],decda__tb_c + galfragund_c --> agalfragund_c + decd__tb_c,
GALFT,11.20879120879121,0.004403792119102725,"[(0.9990407079458237, 12), (0.9990411400794983, 4), (0.999040886759758, 1)]",Arabinogalactan biosynthesis,galactofuranose transferse (M tb),"['Rv3782', 'Rv3808c']",h2o_c + ragund_c + 30.0 udpgalfur_c --> galfragund_c + 30.0 h_c + 30.0 udp_c,
O16RHAT,11.20879120879121,0.004403792119102725,"[(0.9990407079458237, 12), (0.9990411400794983, 3), (0.9990411438047886, 1), (0.999040886759758, 1)]",Arabinogalactan biosynthesis,rhamnosyltransferase (LPS O16 antigen biosynthesis),"['Rv3265c', 'Rv1525']",dtdprmn_c + unaga_c --> dtdp_c + h_c + ragund_c,
UDPGALM,11.129032258064516,0.004512914009279216,"[(0.9990407004952431, 12), (0.9990411400794983, 3), (0.9990411289036274, 1), (0.9990408830344677, 1)]",Arabinogalactan biosynthesis,UDPgalactopyranose mutase,['Rv3809c'],udpgal_c --> udpgalfur_c,
UDPG4E,10.372340425531915,0.005717365302487872,"[(0.9990407079458237, 7), (0.9990411400794983, 2), (0.9990406930446625, 2), (0.9990411289036274, 2), (0.9990406893193722, 1), (0.9990407191216946, 1), (0.9990407004952431, 1), (0.9990408830344677, 1)]",Nucleotide Salvage Pathway,UDPglucose 4-epimerase,"['Rv3634c', 'Rv0501', 'Rv0536']",udpg_c <=> udpgal_c,
GTHRDt2,7.5,0.015231027044400821,"[(4.161741577981367e-05, 17)]",Transport,Glutathione transport,"['Rv1281c', 'Rv1280c', 'Rv1283c', 'Rv1282c']",atp_c + gthrd_e + h2o_c --> adp_c + gthrd_c + h_c + pi_c,
INDPYRD,7.5,0.015231027044400821,"[(0.00021745298883596047, 17)]",Pyruvate Metabolism,Indole 3 pyruvate decarboxylase,['Rv0853c'],h_c + indpyr_c <=> co2_c + id3acald_c,
LEUt2r,7.5,0.015231027044400821,"[(0.9075015123124431, 17)]",Transport,L leucine reversible transport via proton symport,[],h_e + leu__L_e <=> h_c + leu__L_c,
TRPTA,7.5,0.015231027044400821,"[(5.61608076977162e-05, 17)]",Other Amino Acid Metabolism,Tryptophan transaminase,[],akg_c + trp__L_c <=> glu__L_c + indpyr_c,
NAPRTr,5.791443850267381,0.02944588042474458,"[(0.0, 9), (1.0, 8)]",Pantothenate and CoA Metabolism,,"['Rv1330c', 'Rv0573c']",h_c + nac_c + prpp_c <=> nicrnt_c + ppi_c,
NNAM,5.791443850267381,0.02944588042474458,"[(0.0, 9), (1.0, 8)]",Pantothenate and CoA Metabolism,Nicotinamidase,['Rv2043c'],h2o_c + ncam_c <=> nac_c + nh4_c,['Rv2043c']
DM_ncam_c,5.791443850267381,0.02944588042474458,"[(1.0, 9), (0.0, 8)]",Intracellular demand,ncam_c Demand reaction,[],ncam_c --> ,
NNDPR,5.791443850260239,0.029445880424830026,"[(0.9999999997263673, 1), (1.7082587254468873e-10, 1), (0.9999999997259168, 1), (1.7086483877076786e-10, 1), (1.7085440440905986e-10, 1), (1.7086481101519224e-10, 1), (0.9999999997250333, 1), (1.7086498622226332e-10, 1), (1.7064212803202805e-10, 1), (0.99999999972637, 1), (0.9999999997263704, 1), (0.9999999997264588, 1), (0.9999999997212283, 1), (0.9999999997263698, 1), (0.9999999997254103, 1), (1.7264451326881591e-10, 1), (1.70864341772492e-10, 1)]",Pantothenate and CoA Metabolism,nicotinate-nucleotide diphosphorylase (carboxylating),['Rv1596'],2.0 h_c + prpp_c + quln_c --> co2_c + nicrnt_c + ppi_c,
QULNS,5.791443850260239,0.029445880424830026,"[(0.9999999997263673, 1), (1.7082587254468873e-10, 1), (0.999999999725917, 1), (1.7086483877076786e-10, 1), (1.7085440440905986e-10, 1), (1.7086481101519224e-10, 1), (0.9999999997250333, 1), (1.7086498535490158e-10, 1), (1.706421288993898e-10, 1), (0.99999999972637, 1), (0.9999999997263704, 1), (0.9999999997264588, 1), (0.9999999997212283, 1), (0.9999999997263698, 1), (0.9999999997254103, 1), (1.7264451326881591e-10, 1), (1.7086434090513025e-10, 1)]",Pantothenate and CoA Metabolism,quinolinate synthase,['Rv1594'],dhap_c + iasp_c --> 2.0 h2o_c + pi_c + quln_c,
HIPA,4.616644194625357,0.04839963822204758,"[(1.0, 12), (0.35363571511273273, 2), (0.907031044694177, 2), (0.0, 1)]",Cholesterol degradation,HIPA,[],h_c + hip_c + nadh_c --> 5ohhip_c + nad_c,
IPDAB,4.6166441946253265,0.048399638222048305,"[(1.0, 12), (0.3536357151127326, 2), (0.907031044694177, 2), (0.0, 1)]",Cholesterol degradation,IPDAB,"['Rv3552', 'Rv3551']",5ohhip_c + atp_c + coa_c + 3.0 h_c --> 5ohhipcoa_c + amp_c + ppi_c,
BKDC1,4.495796163102083,0.051061271037449986,"[(1.4541972595260121e-08, 8), (0.9999999999836308, 1), (0.9999999999765893, 1), (0.09029258656613005, 1), (1.4541975613810334e-08, 1), (1.4541975167255064e-08, 1), (1.4541973180208685e-08, 1), (1.4541972479418833e-08, 1), (0.9999999999732473, 1), (1.4541972506965999e-08, 1)]",Lipid metabolism,BKDC1,['Rv2495c'],2mbdhl_c + coa_c <=> 2mbcoa_c + dhlam_c,
MACCOAT,4.495796163102067,0.051061271037450444,"[(1.4541972559608752e-08, 8), (0.9999999999836306, 1), (0.999999999976589, 1), (0.09029258656611211, 1), (1.4541975578158965e-08, 1), (1.454200387607165e-08, 1), (1.45419731500757e-08, 1), (1.4541972443767465e-08, 1), (0.9999999999732472, 1), (1.4541972368460454e-08, 1)]","Valine, Leucine, and Isoleucine Metabolism",2-Methylacetyl-CoA thiolase,"['Rv1323', 'Rv1135A', 'Rv0243', 'Rv3556c', 'Rv0859', 'Rv1074c']",2maacoa_c + coa_c <=> accoa_c + ppcoa_c,
HACD9,4.495796163102066,0.051061271037450444,"[(1.4541972565117433e-08, 8), (0.9999999999836305, 1), (0.9999999999765892, 1), (0.09029258656611212, 1), (1.4541975583667646e-08, 1), (1.4542003788126668e-08, 1), (1.4541973156094226e-08, 1), (1.4541972449276145e-08, 1), (0.9999999999732472, 1), (1.454197247682331e-08, 1)]","Valine, Leucine, and Isoleucine Metabolism",3-hydroxyacyl-CoA dehydrogenase (2-Methylacetoacetyl-CoA),"['Rv3774', 'Rv1144']",3hmbcoa_c + nad_c --> 2maacoa_c + h_c + nadh_c,
