,F_value,pvalue,value_counts,subsystem,name,genes,reaction,alleles_sim
PPTGS_TB2,30.25294365012615,7.968382961219294e-06,"[(0.5454545454545454, 6), (0.4545454545454545, 6), (0.3636363636363636, 5), (0.2727272727272727, 4), (0.18181818181818177, 3), (0.49999999999999994, 2), (0.40909090909090906, 1), (0.5909090909090908, 1), (0.0, 1)]",Peptidoglycan Metabolism,PPTGS TB2,"['Rv2163c', 'Rv3627c']",uaaGgla_c --> h_c + peptido__TB2_c + udcpdp_c,
DCPT,27.0,1.7985245242361115e-05,"[(0.9999999999999998, 28), (0.9999999999999999, 1)]",Arabinogalactan biosynthesis,phosphoribose transferase (undecaprenyl phosphate),['Rv3806c'],decd__tb_c + prpp_c --> decdpr__tb_c + ppi_c,['Rv3806c']
HIPB,27.0,1.7985245242361115e-05,"[(0.9999999999999917, 12), (0.9999999999999896, 4), (0.9999999999999959, 3), (1.0, 3), (0.9999999999999875, 2), (0.9999999999999938, 2), (0.9999999999999857, 1), (0.9999999999999898, 1), (0.999999999999999, 1)]",Cholesterol degradation,HIPB,[],h_c + hipcoa_c + nadh_c --> 5ohhipcoa_c + nad_c,
HACD9,27.0,1.7985245242361115e-05,"[(0.9999999999995272, 10), (0.9999999999994934, 7), (0.9999999999995609, 4), (0.9999999999995103, 3), (0.9999999999994597, 3), (0.999999999999544, 1), (0.9999999999995947, 1)]","Valine, Leucine, and Isoleucine Metabolism",3-hydroxyacyl-CoA dehydrogenase (2-Methylacetoacetyl-CoA),"['Rv3774', 'Rv1144']",3hmbcoa_c + nad_c --> 2maacoa_c + h_c + nadh_c,
S7PI,18.51213567951222,0.0001979396537784079,"[(1.0, 7), (0.6533893465485505, 1), (0.6692102613426271, 1), (0.730183199788502, 1), (0.5024950588959978, 1), (0.7226433775217609, 1), (0.7154124225467808, 1), (0.6692102613426237, 1), (0.502495058896005, 1), (0.7226433775217576, 1), (0.7570032176454493, 1), (0.4838682047423112, 1), (0.0010501375523912504, 1), (0.7236935150741413, 1), (0.0010501375523720435, 1), (0.48386820474231795, 1), (0.5104053789070688, 1), (0.001050137552388808, 1), (0.6533893465485525, 1), (0.6692102613426215, 1), (0.0010501375523920276, 1), (0.5275657282680505, 1), (0.001050137552389363, 1)]",Membrane Metabolism,sedoheptulose 7-phosphate isomerase,['Rv0113'],s7p_c --> gmhep7p_c,
FAS140,18.0,0.00023227694871045493,"[(0.9999999999999725, 4), (0.9999999999999734, 3), (0.9999999999999718, 2), (0.9999999999999737, 2), (0.9999999999999726, 1), (0.999999999999972, 1), (0.9999999999999817, 1), (0.9999999999999714, 1), (0.9999999999999838, 1), (0.9999999999999731, 1), (0.9999999999999715, 1), (0.9999999999999746, 1), (0.999999999999973, 1), (0.9999999999999684, 1), (0.9999999999999728, 1), (0.9999999999999739, 1), (0.9999999999999732, 1), (0.9999999999999694, 1), (0.9999999999999724, 1), (0.999999999999974, 1), (0.9999999999999738, 1), (0.9999999999999745, 1)]",Fatty Acid Metabolism,Fatty acid synthase  n C140 ,"['Rv2524c', 'Rv2947c', 'Rv1350', 'Rv0533c', 'Rv1484']",ddca_c + 3.0 h_c + malcoa_c + 2.0 nadph_c --> co2_c + coa_c + h2o_c + 2.0 nadp_c + ttdca_c,['Rv1484']
PAPPT1,16.80798503337726,0.0003397493016834987,"[(0.25, 10), (0.0, 7), (0.5, 7), (1.0, 4), (0.125, 1)]",Peptidoglycan Metabolism,PAPPT1,['Rv2156c'],uAgla_c + udcpp_c --> uaAgla_c + ump_c,
DM_ncam_c,16.67594166621178,0.00035461760883162633,"[(0.6102217694460479, 1), (0.6367395757883978, 1), (0.6105434654258931, 1), (0.39159941055015, 1), (0.6603285294495053, 1), (0.6659316194313596, 1), (0.6381508902170682, 1), (0.3915994105501548, 1), (0.7168497775257487, 1), (0.7168497775243001, 1), (0.660328529449838, 1), (0.6875354509743721, 1), (0.46214584830173955, 1), (0.7160383794350125, 1), (0.07556681284612721, 1), (0.7436458042262079, 1), (0.08331727476565354, 1), (0.406435998316253, 1), (0.37806670961833844, 1), (0.39393579803486845, 1), (0.027607424791233903, 1), (0.6379248128946515, 1), (0.9999999999999999, 1), (0.6860255666554032, 1), (0.027607424791186608, 1), (0.35264469683010924, 1), (0.3915994105501538, 1), (0.29693484684464333, 1), (0.0276074247911825, 1)]",Intracellular demand,ncam_c Demand reaction,[],ncam_c --> ,
GMT1,16.670985118492418,0.0003551892217103622,"[(0.958955223880597, 4), (0.960820895522388, 3), (0.9552238805970149, 3), (0.9794776119402985, 2), (0.957089552238806, 2), (0.9384328358208955, 1), (0.9664179104477612, 1), (0.9486940298507462, 1), (0.9524253731343283, 1), (0.9617537313432836, 1), (0.9468283582089552, 1), (0.9850746268656716, 1), (0.9701492537313433, 1), (0.9626865671641791, 1), (0.9925373134328358, 1), (0.9682835820895522, 1), (1.0, 1), (0.9402985074626865, 1), (0.9477611940298507, 1), (0.9813432835820896, 1)]",Membrane Metabolism,GMT1,['Rv2051c'],decd__tb_c + gdpmann_c --> decdman1p__tb_c + gdp_c,
PPTGS_TB1,16.207148710836453,0.000413346248637641,"[(0.5454545454545454, 6), (0.4545454545454545, 6), (0.3636363636363636, 5), (0.2727272727272727, 3), (0.18181818181818177, 3), (0.6363636363636364, 2), (0.49999999999999994, 1), (0.40909090909090906, 1), (0.7272727272727273, 1), (0.0, 1)]",Peptidoglycan Metabolism,PPTGS TB1,"['Rv2163c', 'Rv3627c']",uaaAgla_c --> h_c + peptido__TB1_c + udcpdp_c,
PC11M,15.937657734461238,0.0004517946196635431,"[(0.4242120704223318, 1), (0.7575218397988053, 1), (0.7358292250387274, 1), (0.674033218035597, 1), (0.5443099228718461, 1), (0.7313438578753189, 1), (0.7555457152366861, 1), (0.674033218035603, 1), (0.8305521154215733, 1), (0.8305521154218913, 1), (0.7801895745704304, 1), (0.9999999999999997, 1), (0.6783585345505502, 1), (0.7801895745704398, 1), (0.25038706574588454, 1), (0.7967374683732729, 1), (0.3028458361891716, 1), (0.6783585345505594, 1), (0.6732153647278196, 1), (0.6732153647278291, 1), (0.2503870657458743, 1), (0.7313438578753245, 1), (0.7441785037514971, 1), (0.7665165368909289, 1), (0.2503870657458762, 1), (0.6214831279917858, 1), (0.6740332180355999, 1), (0.6214831279917891, 1), (0.2503870657458779, 1)]",Cofactor and Prosthetic Group Biosynthesis,precorrin-4 C11-methyltransferase,['Rv2071c'],amet_c + pre4_c --> ahcys_c + h_c + pre5_c,
PYRDC,15.837008214466396,0.000467129745024749,"[(0.5790361862965705, 1), (0.6954895535067096, 1), (0.8819058975915439, 1), (0.5344920626316971, 1), (0.9372113854051063, 1), (0.5790361862966416, 1), (0.6782436630145381, 1), (0.5344920626317103, 1), (0.9999999999840203, 1), (0.9999999999999999, 1), (0.9372113854049023, 1), (0.6971302886894728, 1), (0.5495958842265045, 1), (0.9372113854051017, 1), (2.431388423929093e-13, 1), (0.7335491508281211, 1), (1.674216321134736e-13, 1), (0.5495958842265236, 1), (0.5344920626316838, 1), (0.5344920626316716, 1), (1.1524114995609125e-13, 1), (0.5790361862966128, 1), (0.807226866386127, 1), (0.7739874194989079, 1), (1.6764367671839864e-13, 1), (0.29543269340119227, 1), (0.5344920626316959, 1), (0.2954326934011883, 1), (1.949551631241775e-13, 1)]",Glycolysis/Gluconeogenesis,Pyruvate decarboxylase,['Rv0853c'],h_c + pyr_c --> acald_c + co2_c,
FTHFD,15.641615169211077,0.0004985282689092448,"[(0.6884833392886389, 1), (0.8846383895335026, 1), (0.7256771665579405, 1), (0.6665829508606809, 1), (0.784850487121326, 1), (0.7277583615006498, 1), (0.8800253906845652, 1), (0.6665829508606831, 1), (0.8520302728005067, 1), (0.8520302727982674, 1), (0.7848504871212489, 1), (0.7358657541297042, 1), (0.8088513679191333, 1), (0.7848504871213312, 1), (0.33576751576670527, 1), (0.9244053811071025, 1), (0.5806835016413847, 1), (0.8088513679191597, 1), (0.6169445487927185, 1), (0.6169445487927466, 1), (0.33576751576664754, 1), (0.7277583615007424, 1), (0.7713262281153515, 1), (0.9056353085172031, 1), (0.33576751576666286, 1), (0.5401539731404706, 1), (0.6665829508606825, 1), (0.5401539731404886, 1), (0.3357675157666806, 1)]",Folate Metabolism,formyltetrahydrofolate deformylase,['Rv2964'],10fthf_c + h2o_c --> for_c + h_c + thf_c,
PHETA1,15.37578598503847,0.0005449570753792984,"[(0.36721243581429813, 1), (0.34902055390467585, 1), (0.34594151662528777, 1), (0.5560785372962717, 1), (0.2932667807310016, 1), (0.37376775944636864, 1), (0.34979050128257044, 1), (0.5560785372962666, 1), (0.2334648728041286, 1), (0.23346487280294154, 1), (0.29326678073100126, 1), (0.27231026758944715, 1), (0.5656040087783946, 1), (0.29326678073100054, 1), (1.0, 1), (0.29711576538828216, 1), (0.9957717091828708, 1), (0.5656040087783861, 1), (0.5602747879219052, 1), (5.204170427930421e-18, 1), (0.9957717091813939, 1), (0.37376775944631757, 1), (0.49220596490881086, 1), (0.34551599575395237, 1), (0.995771709181421, 1), (0.6142733886403621, 1), (0.5560785372962712, 1), (0.6142733886403375, 1), (0.9957717091814187, 1)]",Other Amino Acid Metabolism,phenylalanine transaminase,"['Rv3565', 'Rv0337c']",akg_c + phe__L_c <=> glu__L_c + phpyr_c,['Rv3565']
TYRTA,15.349664286139317,0.0005497652144059795,"[(0.3720436800488234, 1), (0.3491750384909047, 1), (0.35500616881952074, 1), (0.5520461983196769, 1), (0.30241194580584585, 1), (0.3782959106172411, 1), (0.3491750384909059, 1), (0.5520461983196719, 1), (0.24270144458065898, 1), (0.24270144457982712, 1), (0.3024119458058391, 1), (0.28152942469146813, 1), (0.5604881120374324, 1), (0.30241194580584463, 1), (0.9982016605131119, 1), (0.29658081547722903, 1), (0.9941688696727613, 1), (0.5604881120374254, 1), (0.5560484303843028, 1), (1.734723475976807e-17, 1), (0.9941688696713507, 1), (0.37829591061718093, 1), (0.47951351741361903, 1), (0.34917503849090803, 1), (0.9941688696713773, 1), (0.6177297392256459, 1), (0.5520461983196756, 1), (0.6177297392256217, 1), (0.9941688696713755, 1)]",Other Amino Acid Metabolism,tyrosine transaminase,"['Rv3565', 'Rv0337c']",akg_c + tyr__L_c <=> 34hpp_c + glu__L_c,['Rv3565']
GLYK,15.144695822789732,0.0005891215793647446,"[(0.9398907103825137, 4), (0.9344262295081968, 3), (0.907103825136612, 2), (0.9234972677595629, 2), (0.8852459016393442, 2), (0.9371584699453552, 2), (0.9016393442622951, 2), (0.8797814207650273, 2), (0.8688524590163934, 2), (0.9289617486338798, 1), (0.8989071038251366, 1), (1.0, 1), (0.7923497267759563, 1), (0.912568306010929, 1), (0.8907103825136612, 1), (0.8961748633879781, 1), (0.8360655737704918, 1)]",Alternate Carbon Metabolism,glycerol kinase,['Rv3696c'],atp_c + glyc_c --> adp_c + glyc3p_c + h_c,
EX_lcts,15.058493799370419,0.0006065728945382141,"[(0.8062006592112653, 1), (0.8521558570702222, 1), (0.8491055101321943, 1), (0.4601708908715558, 1), (0.9183434507188464, 1), (0.8062006592111867, 1), (0.852155857070213, 1), (0.46017089087156227, 1), (0.9969496530607163, 1), (0.9969496530633453, 1), (0.9183434507188388, 1), (0.9170837664084902, 1), (0.46322965884300105, 1), (0.9183434507188497, 1), (0.0030503469380407378, 1), (0.9213937976570902, 1), (0.0030503469379987713, 1), (0.46322965884301404, 1), (0.4601708908714842, 1), (0.4601708908715605, 1), (0.003050346938028081, 1), (0.8062006592112714, 1), (0.5143356720905782, 1), (0.8521558570702062, 1), (0.003050346938057169, 1), (0.3993824833556072, 1), (0.46017089087155183, 1), (0.3993824833556471, 1), (0.00305034693804207, 1)]",Exchange,,[],lcts_e --> ,
