,F_value,pvalue,value_counts,subsystem,name,genes,reaction,alleles_sim
ACGAMPM,inf,0.0,"[(0.4364310497152987, 17)]",Arabinogalactan biosynthesis,Phosphoacetylglucosamine mutase,['Rv3441c'],acgam6p_c <=> acgam1p_c,
ARGt5r,inf,0.0,"[(0.27919511374158607, 17)]",Transport,ARGt5r,['Rv2320c'],arg__L_e <=> arg__L_c,
IPPMIa,15.0,0.0015017735386984323,"[(0.9999999999994696, 5), (0.9999999999994319, 2), (0.9999999999994175, 1), (0.9999999999996477, 1), (0.999999999999692, 1), (0.9999999999994359, 1), (0.9999999999997267, 1), (0.9999999999994318, 1), (0.9999999999994753, 1), (0.9999999999993117, 1), (0.9999999999994845, 1), (0.9999999999994436, 1)]","Valine, Leucine, and Isoleucine Metabolism",3-isopropylmalate dehydratase,"['Rv2987c', 'Rv2988c']",3c2hmp_c <=> 2ippm_c + h2o_c,
IPPMIb,15.0,0.0015017735386984323,"[(0.9999999999994696, 5), (0.9999999999994319, 2), (0.9999999999994175, 1), (0.9999999999996477, 1), (0.999999999999692, 1), (0.9999999999994359, 1), (0.9999999999997267, 1), (0.9999999999994318, 1), (0.9999999999994753, 1), (0.9999999999993117, 1), (0.9999999999994845, 1), (0.9999999999994436, 1)]","Valine, Leucine, and Isoleucine Metabolism",2-isopropylmalate hydratase,"['Rv2987c', 'Rv2988c']",2ippm_c + h2o_c <=> 3c3hmp_c,
LEUTA,15.0,0.0015017735386984323,"[(0.9999999999994696, 5), (0.9999999999994319, 2), (0.9999999999994175, 1), (0.9999999999996477, 1), (0.999999999999692, 1), (0.9999999999994359, 1), (0.9999999999997267, 1), (0.9999999999994318, 1), (0.9999999999994753, 1), (0.9999999999993117, 1), (0.9999999999994845, 1), (0.9999999999994436, 1)]","Valine, Leucine, and Isoleucine Metabolism",Leucine transaminase,['Rv2210c'],akg_c + leu__L_c <=> 4mop_c + glu__L_c,
THMP,15.0,0.0015017735386984323,"[(0.31364224352383163, 17)]",Cofactor and Prosthetic Group Biosynthesis,thiamin phosphatase,[],h2o_c + thmmp_c --> pi_c + thm_c,
FACOAL181,8.849948776006793,0.00944328314605964,"[(0.6472714650739755, 1), (0.6590623535765353, 1), (0.6292200494783353, 1), (0.6845228426681235, 1), (0.6627688921766223, 1), (0.6458743732127286, 1), (0.5870651108209771, 1), (0.5739330163143215, 1), (0.6110704325733792, 1), (0.6314704981058634, 1), (0.6056848714340546, 1), (0.643533987440106, 1), (0.5881787068008631, 1), (0.5675601907431336, 1), (0.5046267413567982, 1), (0.6493515873062035, 1), (0.6469675158488855, 1)]",Fatty Acid Metabolism,Fatty acid  CoA ligase  octadecenoate ,"['Rv3826', 'Rv1529', 'Rv1618']",atp_c + coa_c + h2o_c + ocdcea_c <=> amp_c + h_c + odecoa_c + ppi_c,
FAD_22,8.02303034460737,0.012604842534414615,"[(0.4457017280943212, 9), (0.0, 3), (0.7976494712501854, 2), (0.4892247915942826, 1), (0.4457017280943214, 1), (0.2446123957971413, 1)]",Fatty Acid Metabolism,,"['Rv1467c', 'Rv0154c', 'Rv3139', 'Rv3039c', 'Rv0231', 'Rv0456c', 'Rv0271c', 'Rv1346', 'Rv0243', 'Rv3543c', 'Rv3546', 'Rv1679', 'Rv3140', 'Rv3550', 'Rv0222', 'Rv3141', 'Rv2831', 'Rv3556c', 'Rv2500c', 'Rv0975c', 'Rv3544c', 'Rv1933c', 'Rv2679', 'Rv3573c', 'Rv1912c', 'Rv0971c', 'Rv3560c', 'Rv1070c', 'Rv2724c', 'Rv3774', 'Rv0632c', 'Rv1074c', 'Rv3505', 'Rv0244c', 'Rv0673', 'Rv1715', 'Rv3504', 'Rv1071c', 'Rv0400c', 'Rv1323', 'Rv0972c', 'Rv0468', 'Rv1935c', 'Rv0859', 'Rv0131c', 'Rv3562', 'Rv3797', 'Rv3761c', 'Rv3373', 'Rv0672', 'Rv2486', 'Rv3374', 'Rv1472', 'Rv3516', 'Rv1142c', 'Rv0905', 'Rv3061c', 'Rv1141c', 'Rv1934c', 'Rv0675', 'Rv0873', 'Rv3564', 'Rv2789c', 'Rv3563', 'Rv3274c', 'Rv0752c', 'Rv0215c']",coa_c + fad_c + nad_c + pentdcoa_c --> accoa_c + fadh2_c + nadh_c + trdcalcoa_c,"['Rv3139', 'Rv3516']"
GLYCLTt,7.5,0.015231027044400821,"[(0.9999999998844927, 17)]",Transport,Glycolate transport via diffusion,[],glyclt_e <=> glyclt_c,
FAD_11,6.947963807830008,0.01871094798174364,"[(0.0004220711469248417, 5), (0.006719930270415635, 3), (0.025613507640888013, 2), (0.05093878635342712, 1), (0.09430818900357485, 1), (0.00042207114698920053, 1), (0.0004220711469876704, 1), (0.00042207114698924894, 1), (0.013017789393950761, 1), (0.05008818733185402, 1)]",Fatty Acid Metabolism,,"['Rv1467c', 'Rv0154c', 'Rv3139', 'Rv3039c', 'Rv0231', 'Rv0456c', 'Rv0271c', 'Rv1346', 'Rv0243', 'Rv3543c', 'Rv3546', 'Rv1679', 'Rv3140', 'Rv3550', 'Rv0222', 'Rv3141', 'Rv2831', 'Rv3556c', 'Rv2500c', 'Rv0975c', 'Rv3544c', 'Rv1933c', 'Rv2679', 'Rv3573c', 'Rv1912c', 'Rv0971c', 'Rv3560c', 'Rv1070c', 'Rv2724c', 'Rv3774', 'Rv0632c', 'Rv1074c', 'Rv3505', 'Rv0244c', 'Rv0673', 'Rv1715', 'Rv3504', 'Rv1071c', 'Rv0400c', 'Rv0972c', 'Rv1323', 'Rv0468', 'Rv1935c', 'Rv0859', 'Rv0131c', 'Rv3562', 'Rv3797', 'Rv3761c', 'Rv3373', 'Rv0672', 'Rv2486', 'Rv3374', 'Rv1472', 'Rv3516', 'Rv1142c', 'Rv0905', 'Rv3061c', 'Rv1141c', 'Rv1934c', 'Rv0675', 'Rv0873', 'Rv3564', 'Rv2789c', 'Rv3563', 'Rv3274c', 'Rv0752c', 'Rv0215c']",coa_c + fad_c + nad_c + occoa_c --> accoa_c + fadh2_c + hexcoa_c + nadh_c,"['Rv3139', 'Rv3516']"
