,F_value,pvalue,value_counts,subsystem,name,genes,reaction,alleles_sim
AMMQT8_2,27.0,1.7985245242361115e-05,"[(0.9999999999998735, 18), (0.9999999999998669, 4), (0.9999999999998602, 3), (0.9999999999999069, 1), (0.9999999999994008, 1), (0.9999999999998069, 1), (0.9999999999998802, 1)]",Oxidative Phosphorylation,S-adenosylmethione:2-demethylmenaquinone methyltransferase,[],2dmmq8_c + amet_c --> ahcys_c + h_c + mqn8_c,
CS,27.0,1.7985245242361115e-05,"[(0.9999999999939447, 3), (0.9999999999939437, 3), (0.9999999999939456, 3), (0.9999999999939466, 2), (0.9999999999939457, 1), (0.9999999999939478, 1), (0.9999999999939454, 1), (0.9999999999939329, 1), (0.9999999999939468, 1), (0.9999999999939474, 1), (0.9999999999939403, 1), (0.9999999999939415, 1), (0.999999999993947, 1), (0.9999999999939506, 1), (0.9999999999939472, 1), (0.9999999999939353, 1), (0.9999999999939392, 1), (0.9999999999939446, 1), (0.999999999993945, 1), (0.9999999999939424, 1), (0.9999999999939534, 1), (0.999999999993946, 1)]",Citric Acid Cycle,citrate synthase,"['Rv0889c', 'Rv0896']",accoa_c + h2o_c + oaa_c --> cit_c + coa_c + h_c,
HACD9,27.0,1.7985245242361115e-05,"[(0.999999999999843, 9), (0.9999999999998398, 4), (0.9999999999998168, 2), (0.9999999999998299, 2), (0.9999999999998561, 2), (0.9999999999998332, 1), (0.9999999999998365, 1), (0.9999999999998201, 1), (0.9999999999998037, 1), (0.9999999999998496, 1), (0.9999999999998627, 1), (0.9999999999998413, 1), (0.9999999999998528, 1), (0.9999999999998462, 1), (0.9999999999998512, 1)]","Valine, Leucine, and Isoleucine Metabolism",3-hydroxyacyl-CoA dehydrogenase (2-Methylacetoacetyl-CoA),"['Rv3774', 'Rv1144']",3hmbcoa_c + nad_c --> 2maacoa_c + h_c + nadh_c,
MBTK3,13.773737294751104,0.0009450024406319387,"[(0.9999999999999966, 4), (0.5507567409806495, 1), (0.5373389025786717, 1), (0.48419030173193167, 1), (0.9999999999999959, 1), (0.4589623719735372, 1), (0.5373389025786632, 1), (0.5369772715059582, 1), (0.42216332211006813, 1), (0.30141663688346276, 1), (0.9999999999999964, 1), (0.5270132074167455, 1), (0.5260323973936256, 1), (0.5315903208594974, 1), (0.5260323973933048, 1), (0.48641174974991963, 1), (0.4864117497499201, 1), (0.4134839897769097, 1), (0.41978201178141794, 1), (0.9999999999999967, 1), (0.41736529215079055, 1), (0.47115950548402175, 1), (0.5260323973932932, 1), (0.566333644992893, 1), (0.4938733904365612, 1), (0.9999999999999968, 1)]",Mycobactin biosynthesis,MBTK3,['Rv1347c'],h_c + malACP_c + n6hlys_c --> ACP_c + n6hlysmal_c,
TDMS3,13.5,0.0010407853299258798,"[(0.9999999999992094, 14), (0.999999999999407, 4), (1.0, 2), (0.9999999999996048, 2), (0.9999999999990118, 2), (0.9999999999992063, 2), (0.9999999999992099, 1), (0.9999999999992002, 1), (0.9999999999992032, 1)]",Fatty Acid Metabolism,TDMS3,[],2.0 h_c + mkmycolate_c + mycolate_c + tre_c --> 2.0 h2o_c + tdm3_c,
UREA,12.226999386481799,0.0016473527288314335,"[(0.9999999999930614, 2), (0.9999999999930866, 2), (0.9999999999930878, 2), (0.5864905386683064, 1), (0.0, 1), (0.9999999999931689, 1), (0.9999999999932192, 1), (0.9999999999930872, 1), (0.042027105346303384, 1), (0.9999999999930763, 1), (0.999999999993058, 1), (0.9999999999930625, 1), (0.9999999999931048, 1), (0.9999999999931037, 1), (0.9999999999930832, 1), (0.9999999999928249, 1), (0.9999999999931146, 1), (0.9999999999929563, 1), (0.9999999999928763, 1), (0.9999999999930798, 1), (0.2903653630166223, 1), (0.999999999993154, 1), (0.9999999999930889, 1), (0.9999999999930957, 1), (0.8808470138396866, 1), (0.9999999999930043, 1)]",Purine and Pyrimidine Biosynthesis,urease,"['Rv1849', 'Rv1851', 'Rv1850', 'Rv1848', 'Rv1852', 'Rv1853']",h2o_c + 2.0 h_c + urea_c --> co2_c + 2.0 nh4_c,
AMYL2,11.280328450852581,0.002344891517878465,"[(0.5333333333333333, 7), (0.4666666666666667, 6), (0.33333333333333337, 4), (0.4, 3), (0.2666666666666667, 2), (1.0, 1), (0.13333333333333336, 1), (0.2, 1), (0.6000000000000001, 1), (0.7333333333333334, 1), (0.6666666666666667, 1), (0.8666666666666667, 1)]",Starch and sucrose metabolism,MNXR87084,"['Rv1212c', 'Rv3032']",adpglc_c <=> 14glucan_c + adp_c + h_c,
PDIMAT,10.784541117111361,0.0028331005505535284,"[(0.9999999999999999, 10), (0.07729051840625867, 1), (0.7517262982372866, 1), (0.0, 1), (0.6898177666808031, 1), (0.009055283210363974, 1), (0.6507975003010209, 1), (0.690184950358631, 1), (0.685143501957604, 1), (0.6907474568462785, 1), (0.562519327101556, 1), (0.6479775476962488, 1), (0.09679092889263119, 1), (0.750112068806664, 1), (0.6840306051584331, 1), (0.6840306051584302, 1), (0.6848708465586536, 1), (0.0037463161992798977, 1), (0.6507975003010521, 1), (0.6254126828862017, 1)]",Transport,pdima translocase,"['Rv2937', 'Rv2938', 'Rv2942', 'Rv2945c', 'Rv2936']",pdima_c --> pdima_e,"['Rv2936', 'Rv2937', 'Rv2938']"
VIUB,9.690104630448404,0.00434879445157214,"[(0.9999999999999927, 2), (0.7372425789478885, 1), (0.9867212914618766, 1), (0.9948379082814396, 1), (0.6622609096488019, 1), (0.9952425430950702, 1), (1.0, 1), (0.7021033105579166, 1), (0.9667299570350805, 1), (0.9530513389307322, 1), (0.9728056511644284, 1), (0.9590937016191867, 1), (0.9590563660040966, 1), (0.9591949235767921, 1), (0.9728056511644257, 1), (0.9983837820906546, 1), (0.9537768719290826, 1), (0.9855801500613167, 1), (0.9999999999999986, 1), (0.7362836085783653, 1), (0.9678580968488393, 1), (0.9728056511644286, 1), (0.9644636206054908, 1), (0.9657169075427355, 1), (0.9640731647250709, 1), (0.7336215473230496, 1), (0.9652751403704143, 1), (0.9609182988109898, 1)]",Transport,VIUB,"['Rv1349', 'Rv1348', 'Rv2895c']",atp_c + fe3_e + h2o_c + 0.0005 mcbts_c + 0.0005 mcbtt_c --> adp_c + fe3_c + pi_c,
EX_h,9.33767256068094,0.005009379593401015,"[(0.9999999999999455, 16), (0.9999999999999485, 2), (0.17763811574627242, 1), (0.999999999999941, 1), (0.0, 1), (0.9999999999999427, 1), (0.021446056075429598, 1), (0.999999999999945, 1), (0.9999999999999463, 1), (0.999999999999944, 1), (0.9999999999999424, 1), (0.09587660747627547, 1), (0.22532075591784462, 1)]",Exchange,,[],h_e <=> ,
