,F_value,pvalue,value_counts,subsystem,name,genes,reaction,alleles_sim
DALAOX,12.67927113573942,0.0004948415764642932,"[(0.0, 139), (0.999999999673239, 1), (0.9999999999701764, 1), (0.9999999999660931, 1), (0.9999999998635793, 1), (0.6058749564304978, 1), (0.9999999999630579, 1), (0.9999999999639625, 1), (0.6058749564210325, 1), (0.9174018631784077, 1), (0.999999999959712, 1), (0.9999999999861924, 1), (0.9999999999891334, 1), (0.9999999999639305, 1), (1.0, 1)]",Other Amino Acid Metabolism,DALAOX,['Rv1905c'],ala__D_c + h2o_c + o2_c --> h2o2_c + nh4_c + pyr_c,
ASPO6,11.988194087853582,0.0006966379015031346,"[(2.367734274389448e-12, 136), (1.0, 1), (0.9999999710659297, 1), (0.9999999710754065, 1), (0.9999999716377046, 1), (0.0, 1), (2.4028947111017763e-10, 1), (0.9999999714238683, 1), (0.9999999716223312, 1), (0.9999999716236854, 1), (0.9999999710745071, 1), (0.999999971072899, 1), (0.9999999720687038, 1), (0.9999999714274165, 1), (3.2076597660900906e-12, 1), (0.999999971080943, 1), (0.9999999716221154, 1), (0.9999999712951559, 1)]","Alanine, Aspartate, and Glutamate Metabolism",L-aspartate oxidase,['Rv1595'],asp__L_c + o2_c --> h2o2_c + h_c + iasp_c,
GLYCTO1,11.988194067381718,0.0006966379085883315,"[(4.913262476676768e-13, 138), (0.9999999987964533, 1), (0.9999999921900572, 1), (0.9999999999999999, 1), (0.9999999944000423, 1), (0.0, 1), (0.9999999941884752, 1), (0.9999999959794187, 1), (0.999999994212814, 1), (0.9999999861057736, 1), (0.9999999940405216, 1), (0.999999994388125, 1), (0.9999999923794305, 1), (0.9999999941885289, 1), (0.9999999943929775, 1), (0.999999994069996, 1)]",Glyoxylate Metabolism,Glycolate oxidase,['Rv1257c'],glyclt_c + o2_c --> glx_c + h2o2_c,
PYRD1,11.98819406031372,0.000696637911034531,"[(0.0, 138), (1.0, 1), (0.9999999997744213, 1), (0.9999999997744219, 1), (1.5121479485777338e-14, 1), (0.9999999997887116, 1), (0.9999999995746545, 1), (0.9999999997744853, 1), (0.9999999997744791, 1), (0.999999999774419, 1), (0.9999999994266884, 1), (0.9999999997744184, 1), (0.9999999995746546, 1), (0.9999999995746571, 1), (0.9999999997768001, 1), (0.9999999994469874, 1)]",Purine and Pyrimidine Biosynthesis,PYRD1,['Rv2139'],dhor__S_c + o2_c --> h2o2_c + orot_c,
CAT,11.988194058453317,0.0006966379116784114,"[(8.899479425900016e-11, 107), (1.0, 14), (8.832384818623086e-11, 1), (8.895516610829941e-11, 1), (2.432475431113647e-11, 1), (8.652867478297544e-11, 1), (8.918046061952121e-11, 1), (8.883396038012906e-11, 1), (8.92025333943839e-11, 1), (8.899628474158186e-11, 1), (8.899478297083312e-11, 1), (8.898187814478022e-11, 1), (8.884767212049439e-11, 1), (8.899457484525324e-11, 1), (8.895926853885036e-11, 1), (8.898548152118875e-11, 1), (8.896637065438302e-11, 1), (8.914783977813844e-11, 1), (8.899181879883513e-11, 1), (8.893633315603469e-11, 1), (8.899749213092371e-11, 1), (8.898293934609036e-11, 1), (8.899481350042747e-11, 1), (8.898484176633327e-11, 1), (8.845458112807702e-11, 1), (8.906270007764547e-11, 1), (8.899468494292929e-11, 1), (8.900003196850864e-11, 1), (8.872029381920341e-11, 1), (0.0, 1), (8.899480413614632e-11, 1), (8.900108520493342e-11, 1), (8.8656280472618e-11, 1), (8.899479284797928e-11, 1)]",Redox Metabolism,catalase,['Rv1908c'],2.0 h2o2_c --> 2.0 h2o_c + o2_c,['Rv1908c']
DHORD2,10.812287386602986,0.0012544329884486875,"[(0.0, 14), (0.9999999963914856, 6), (0.9999999963914858, 5), (0.9999999963914843, 4), (0.9999999963911649, 3), (0.9999999963914791, 2), (0.9999999963914852, 2), (0.9999999963911659, 2), (0.9999999963914867, 2), (0.9999999963914846, 2), (0.9999999975791043, 1), (0.999999996391672, 1), (0.9999999963924054, 1), (0.9999999975548256, 1), (0.9999999960640504, 1), (0.9999999960640462, 1), (0.9999999963911633, 1), (0.9999999960761882, 1), (0.9999999960640458, 1), (0.9999999969003521, 1), (0.9999999964307372, 1), (0.9999999959489525, 1), (0.8014107461182622, 1), (0.9999999975548209, 1), (0.9999999963921862, 1), (0.9999999963927076, 1), (0.9999999963900927, 1), (0.9999999963907786, 1), (0.9999999975548071, 1), (0.9999999964096359, 1), (0.9999999963913372, 1), (0.9999999963911735, 1), (0.999999996431345, 1), (0.9999999963911779, 1), (0.999999996391387, 1), (0.9999999963914864, 1), (0.8014107461196989, 1), (0.9999999966424303, 1), (0.9999999963914611, 1), (0.9999999964356233, 1), (0.9999999975107782, 1), (0.9999999962043804, 1), (0.9999999963927598, 1), (0.9999999963911641, 1), (0.9999999961917162, 1), (0.999999996391463, 1), (0.9999999975548347, 1), (0.9999999963928353, 1), (0.9999999960770529, 1), (0.9999999975532643, 1), (0.9999999963911274, 1), (0.9999999963914875, 1), (0.9999999963914815, 1), (0.9999999963902386, 1), (0.9999999963914794, 1), (0.9999999963914781, 1), (0.9999999963914802, 1), (0.999999996191329, 1), (0.9999999960766732, 1), (0.9999999960438206, 1), (0.9999999963914746, 1), (0.9999999959490047, 1), (0.9999999963911732, 1), (0.9999999963870855, 1), (0.9999999963909973, 1), (0.9999999960642354, 1), (0.9999999963910743, 1), (0.9999999961879393, 1), (0.9999999960763346, 1), (0.999999996396817, 1), (0.8014107461182626, 1), (0.9999999963914955, 1), (0.9999999963914837, 1), (0.9999999963914246, 1), (0.9999999963914099, 1), (0.9999999961166751, 1), (0.999999996391167, 1), (0.9999999963981917, 1), (0.9999999963919536, 1), (0.9999999960766731, 1), (0.9999999975548254, 1), (0.9999999963930958, 1), (0.9999999963914789, 1), (0.9999999961560423, 1), (0.9999999963915279, 1), (0.999999997554824, 1), (0.9999999961917134, 1), (0.9999999961916949, 1), (0.9999999963939941, 1), (0.9999999960642373, 1), (0.9999999959490147, 1), (0.9999999963914862, 1), (0.9999999975548063, 1), (0.9999999963916454, 1), (0.9999999961917228, 1), (0.999999996340274, 1), (0.9999999962414511, 1), (0.9999999963952944, 1), (0.9999999963173989, 1), (0.9999999963916156, 1), (0.999999995949024, 1), (0.999999997284279, 1), (0.9999999963914893, 1), (0.9999999960767841, 1), (0.9999999963914866, 1), (0.9999999963914817, 1), (0.9999999960768449, 1), (0.9999999963915623, 1), (0.9999999963914854, 1), (0.9999999963911654, 1), (0.9999999963911672, 1), (0.9999999963914765, 1), (0.9999999962681407, 1), (0.8676071628760037, 1), (0.9999999963973206, 1), (0.9999999963921713, 1), (0.999999996400385, 1), (1.0, 1), (0.9999999963914792, 1), (0.9999999963914896, 1), (0.999999996064046, 1)]",Purine and Pyrimidine Biosynthesis,Dihydoorotic acid dehydrogenase (quinone8),['Rv2139'],dhor__S_c + q8_c --> orot_c + q8h2_c,
PSP_L,10.670596270628474,0.0013473147199870976,"[(0.5097653214925314, 2), (0.5097653217559777, 2), (0.50975847326569, 1), (0.10146178970740455, 1), (0.5097653214946856, 1), (0.10146178969921421, 1), (0.5097653215432455, 1), (0.04814700565992651, 1), (0.5097653217392791, 1), (0.5097653220197635, 1), (0.5097653217543705, 1), (0.5097653214925315, 1), (0.5097584708721633, 1), (0.17518781674434178, 1), (0.5097653217399507, 1), (0.5097653217569877, 1), (0.10146178967574329, 1), (0.5014650501816347, 1), (0.5097584732660505, 1), (0.06417116740941911, 1), (0.10146178970218112, 1), (0.5097653217529701, 1), (0.509765321755918, 1), (0.5097653217476981, 1), (0.5097653218015143, 1), (0.5097653217567356, 1), (0.048147005649073885, 1), (0.5095227804465589, 1), (0.10145494117961618, 1), (0.5097653214977257, 1), (0.5097653217508474, 1), (0.10146178970221151, 1), (0.5014718987180192, 1), (0.509765321755974, 1), (0.5097653217505983, 1), (0.5097653217529265, 1), (0.5097653217507904, 1), (0.5097653214924944, 1), (0.10146178970220557, 1), (0.06417116741463083, 1), (0.5097653217641068, 1), (0.5097653217559515, 1), (0.04814700580176534, 1), (0.10146178968434941, 1), (0.5097653214925896, 1), (0.06417116715112878, 1), (0.5097653217529096, 1), (0.5097653214893904, 1), (0.5097653217526544, 1), (0.5097653218045809, 1), (0.06417116741433901, 1), (0.06417116740937154, 1), (0.5097653217559451, 1), (0.5097653217194598, 1), (0.04814700553955158, 1), (0.5097653217559596, 1), (0.04814015711117296, 1), (0.5097653217559771, 1), (0.5097653217507566, 1), (0.5097653217529193, 1), (0.5097653214946487, 1), (0.5097653217529204, 1), (0.10146178970433964, 1), (0.5097653217279355, 1), (0.10146178970738651, 1), (0.5097653217507644, 1), (0.06417116740625159, 1), (0.06417116739595718, 1), (0.5097584731969025, 1), (0.5097653217477881, 1), (0.10146178967156988, 1), (0.10146178970736305, 1), (0.06417116741392068, 1), (0.50976532174772, 1), (0.0481470056040524, 1), (0.509765321752927, 1), (1.0, 1), (0.06417116739572609, 1), (0.5097653214895583, 1), (0.5014718987297566, 1), (0.5097653217529491, 1), (0.5097653214925321, 1), (0.06417116740949699, 1), (0.5097653217529451, 1), (0.04814700560962776, 1), (0.5097653217559678, 1), (0.5097653217400022, 1), (0.0639286260965364, 1), (0.5097653217506651, 1), (0.10146178968556335, 1), (0.04814700564036101, 1), (0.5097653217559815, 1), (0.10146178970221867, 1), (0.5097653218045559, 1), (0.048147005637435195, 1), (0.5097653214771545, 1), (0.5097653217559698, 1), (0.5097653217559232, 1), (0.06417116740936538, 1), (0.5097653214977196, 1), (0.10146178969915717, 1), (0.5097653217414788, 1), (0.5097653217559723, 1), (0.5097653215463068, 1), (0.06417116740575696, 1), (0.5097653217529567, 1), (0.10146178969681652, 1), (0.5097653217476695, 1), (0.048147005649251645, 1), (0.5097653214810196, 1), (0.03768693857129869, 1), (0.10146178970734371, 1), (0.5097653217476352, 1), (0.5095159319535637, 1), (0.5097653217559903, 1), (0.5097653217559642, 1), (0.10146178969683078, 1), (0.06417116741456294, 1), (0.04814700558300912, 1), (0.10146178969888203, 1), (0.5097653217561317, 1), (0.509765321755977, 1), (0.10146178969793648, 1), (0.5097584732170719, 1), (0.5097653217526797, 1), (0.10146178967567937, 1), (0.5097653217392565, 1), (0.5097653213532043, 1), (0.5097653217529621, 1), (0.5097653217376473, 1), (0.5097653217499318, 1), (0.5097653214925503, 1), (0.06417116739595968, 1), (0.5097653217645636, 1), (0.5097653217559508, 1), (0.5097653214916724, 1), (0.04814700564909907, 1), (0.10146178970219416, 1), (0.048147005646747426, 1), (0.509758473206352, 1), (0.5042363730747565, 1), (0.10146178969912037, 1), (0.5097653214977795, 1), (0.509765321757192, 1), (0.5097653217508112, 1), (0.10146178970592801, 1), (0.04814700583762968, 1), (0.10146178970615072, 1), (0.5097653217529213, 1), (0.0, 1), (0.5097653217392516, 1)]",Glycolysis/Gluconeogenesis,phosphoserine phosphatase (L-serine),"['Rv0505c', 'Rv0018c', 'Rv3042c']",h2o_c + pser__L_c --> pi_c + ser__L_c,
PGCD,10.670570362468458,0.0013473323326540902,"[(0.5097653217559777, 3), (0.5097653217507895, 2), (0.5097653217559771, 2), (0.5097653217961957, 1), (0.10146178970740456, 1), (0.5097653217529436, 1), (0.1014617896992142, 1), (0.5097653218015036, 1), (0.04814700566188507, 1), (0.5097653217392791, 1), (0.5097653220197637, 1), (0.5097653217543706, 1), (0.5097653194024072, 1), (0.17518781674434175, 1), (0.5097653217403706, 1), (0.5097653217569588, 1), (0.10146178967574328, 1), (0.5014718987118786, 1), (0.5097653217962944, 1), (0.06417116740942767, 1), (0.1014617897021811, 1), (0.5097653217529702, 1), (0.509765321755918, 1), (0.509765321747698, 1), (0.5097653218015145, 1), (0.5097653217567356, 1), (0.04814700564907387, 1), (0.5095227804465589, 1), (0.10146178970986004, 1), (0.5097653217559839, 1), (0.5097653217508463, 1), (0.1014617897022115, 1), (0.501471898718203, 1), (0.5097653217559743, 1), (0.5097653217505983, 1), (0.5097653217529265, 1), (0.5097653217507904, 1), (0.5097653217507526, 1), (0.10146178970220555, 1), (0.06417116741463079, 1), (0.5097653217641068, 1), (0.5097653217559515, 1), (0.0481470058002267, 1), (0.10146178968403587, 1), (0.5097653217508161, 1), (0.06417116740938676, 1), (0.5097653217529097, 1), (0.5097653217476484, 1), (0.5097653217526544, 1), (0.5097653218045808, 1), (0.06417116741434246, 1), (0.06417116740937152, 1), (0.5097653217507894, 1), (0.5097653217559451, 1), (0.5097653217194598, 1), (0.04814700579777681, 1), (0.5097653217559596, 1), (0.0481470056414169, 1), (0.5097653217507564, 1), (0.5097653217529058, 1), (0.5097653217529068, 1), (0.5097653217529204, 1), (0.10146178970433962, 1), (0.5097653217281854, 1), (0.10146178970738652, 1), (0.5097653217507674, 1), (0.06417116740625158, 1), (0.06417116739595717, 1), (0.5097653217271464, 1), (0.5097653217477881, 1), (0.10146178967156987, 1), (0.10146178970736301, 1), (0.06417116741392066, 1), (0.5097653217477172, 1), (0.0481470056040532, 1), (0.5097653217529301, 1), (1.0, 1), (0.06417116739572608, 1), (0.509765321747816, 1), (0.5014718987297591, 1), (0.5097653217529491, 1), (0.5097653217507901, 1), (0.06417116740949698, 1), (0.5097653217529451, 1), (0.04814700560901565, 1), (0.5097653217559678, 1), (0.5097653217400022, 1), (0.06392862609653642, 1), (0.5097653217506612, 1), (0.10146178968556334, 1), (0.04814700564036001, 1), (0.5097653217559815, 1), (0.1014617897035248, 1), (0.5097653218045556, 1), (0.04814700563743518, 1), (0.5097653217354126, 1), (0.5097653217559698, 1), (0.5097653217559232, 1), (0.06417116740936536, 1), (0.10146178969915713, 1), (0.5097653217414101, 1), (0.5097653217559723, 1), (0.5097653218045648, 1), (0.06417116740575694, 1), (0.5097653217529569, 1), (0.1014617896968177, 1), (0.5097653217476695, 1), (0.04814700564925166, 1), (0.5097653217392781, 1), (0.03768693857129868, 1), (0.10146178970734372, 1), (0.5097653217476353, 1), (0.5095227804838072, 1), (0.5097653217559904, 1), (0.5097653217559642, 1), (0.10146178969686641, 1), (0.06417116741456293, 1), (0.0481470055825092, 1), (0.10146178969747784, 1), (0.5097653217561318, 1), (0.10146178969810589, 1), (0.5097653217473156, 1), (0.5097653217526797, 1), (0.10146178967567936, 1), (0.5097653217392564, 1), (0.5097653216114624, 1), (0.5097653217529621, 1), (0.5097653217376378, 1), (0.5097653217499309, 1), (0.5097653217508085, 1), (0.06417116739595956, 1), (0.5097653217645636, 1), (0.5097653217559508, 1), (0.5097653217499304, 1), (0.04814700564909907, 1), (0.10146178970219415, 1), (0.04814700564674741, 1), (0.5097653217365141, 1), (0.5042363730747565, 1), (0.1014617896991196, 1), (0.5097653217560376, 1), (0.5097653217571921, 1), (0.5097653217508112, 1), (0.10146178970592802, 1), (0.0481470058372552, 1), (0.10146178970615073, 1), (0.5097653217529213, 1), (0.0, 1), (0.5097653217392517, 1)]",Glycolysis/Gluconeogenesis,phosphoglycerate dehydrogenase,"['Rv2996c', 'Rv0728c']",3pg_c + nad_c --> 3php_c + h_c + nadh_c,['Rv2996c']
PSERT,10.670570362468181,0.001347332332654286,"[(0.5097653217507895, 3), (0.5097653217559777, 3), (0.5097653217559771, 2), (0.5097653217961957, 1), (0.10146178970740456, 1), (0.5097653217529436, 1), (0.1014617896992142, 1), (0.5097653218015036, 1), (0.04814700566188507, 1), (0.5097653217392791, 1), (0.5097653220197637, 1), (0.5097653217543706, 1), (0.5097653194024074, 1), (0.17518781674434175, 1), (0.5097653217403706, 1), (0.5097653217569588, 1), (0.10146178967574328, 1), (0.5014718987118786, 1), (0.5097653217962944, 1), (0.06417116740942767, 1), (0.1014617897021811, 1), (0.5097653217529702, 1), (0.509765321755918, 1), (0.509765321747698, 1), (0.5097653218015145, 1), (0.5097653217567356, 1), (0.04814700564907387, 1), (0.5095227804465589, 1), (0.10146178970986004, 1), (0.5097653217559839, 1), (0.5097653217508444, 1), (0.1014617897022115, 1), (0.5014718987180192, 1), (0.5097653217559741, 1), (0.5097653217505983, 1), (0.5097653217529265, 1), (0.5097653217507904, 1), (0.5097653217507526, 1), (0.10146178970220558, 1), (0.06417116741463079, 1), (0.5097653217641068, 1), (0.5097653217559515, 1), (0.0481470058002267, 1), (0.10146178968403587, 1), (0.5097653217508153, 1), (0.06417116740938676, 1), (0.5097653217529097, 1), (0.5097653217476484, 1), (0.5097653217526544, 1), (0.5097653218045809, 1), (0.06417116741434246, 1), (0.06417116740937152, 1), (0.5097653217559451, 1), (0.5097653217194598, 1), (0.04814700579777681, 1), (0.5097653217559597, 1), (0.0481470056414169, 1), (0.5097653217507564, 1), (0.5097653217529058, 1), (0.5097653217529068, 1), (0.5097653217529204, 1), (0.10146178970433962, 1), (0.5097653217281854, 1), (0.1014617897073865, 1), (0.5097653217507673, 1), (0.06417116740625155, 1), (0.06417116739595717, 1), (0.5097653217271464, 1), (0.5097653217477881, 1), (0.10146178967156987, 1), (0.10146178970736301, 1), (0.06417116741392066, 1), (0.5097653217477172, 1), (0.0481470056040532, 1), (0.5097653217529301, 1), (1.0, 1), (0.06417116739572608, 1), (0.5097653217478162, 1), (0.5014718987297591, 1), (0.5097653217529491, 1), (0.5097653217507901, 1), (0.06417116740949698, 1), (0.5097653217529451, 1), (0.04814700560901565, 1), (0.5097653217559678, 1), (0.5097653217400022, 1), (0.06392862609653642, 1), (0.509765321750669, 1), (0.10146178968556334, 1), (0.048147005640360466, 1), (0.5097653217559815, 1), (0.1014617897035248, 1), (0.5097653218045556, 1), (0.04814700563743518, 1), (0.5097653217354126, 1), (0.5097653217559698, 1), (0.5097653217559232, 1), (0.06417116740936536, 1), (0.10146178969915713, 1), (0.5097653217414102, 1), (0.5097653217559723, 1), (0.5097653218045648, 1), (0.06417116740575694, 1), (0.5097653217529569, 1), (0.1014617896968177, 1), (0.5097653217476695, 1), (0.04814700564925166, 1), (0.5097653217392781, 1), (0.03768693857129868, 1), (0.1014617897073437, 1), (0.5097653217476353, 1), (0.5095227804838072, 1), (0.5097653217559904, 1), (0.5097653217559642, 1), (0.10146178969686641, 1), (0.06417116741456293, 1), (0.048147005582509256, 1), (0.10146178969747784, 1), (0.5097653217561317, 1), (0.1014617896981057, 1), (0.5097653217473156, 1), (0.5097653217526797, 1), (0.10146178967567936, 1), (0.5097653217392564, 1), (0.5097653216114624, 1), (0.5097653217529621, 1), (0.5097653217376378, 1), (0.5097653217499318, 1), (0.5097653217508085, 1), (0.06417116739595961, 1), (0.5097653217645636, 1), (0.5097653217559508, 1), (0.5097653217499304, 1), (0.04814700564909907, 1), (0.10146178970219415, 1), (0.04814700564674741, 1), (0.5097653217365142, 1), (0.5042363730747565, 1), (0.10146178969911714, 1), (0.5097653217560376, 1), (0.5097653217571921, 1), (0.5097653217508112, 1), (0.10146178970592802, 1), (0.0481470058372552, 1), (0.10146178970615073, 1), (0.5097653217529213, 1), (0.0, 1), (0.5097653217392517, 1)]",Glycolysis/Gluconeogenesis,phosphoserine transaminase,['Rv0884c'],3php_c + glu__L_c --> akg_c + pser__L_c,
DESAT16,10.651585584584875,0.0013603020358117163,"[(0.0, 58), (0.9269524098558062, 44), (0.9269524098548678, 4), (0.9269524098548684, 2), (0.6960087366081315, 1), (0.6960087368432241, 1), (0.6960087366216602, 1), (0.696008736907261, 1), (0.6960087369072617, 1), (0.9269524098455661, 1), (0.9269524098554287, 1), (0.734868582730489, 1), (0.6960087368430525, 1), (0.6960087368490955, 1), (0.6960087366155835, 1), (1.0, 1), (0.6960087368492999, 1), (0.6960087368341827, 1), (0.6960087368432873, 1), (0.6960087368432248, 1), (0.6960087368434862, 1), (0.9602868582904054, 1), (0.9602868582963995, 1), (0.9602868583004613, 1), (0.6960087369122636, 1), (0.6960087368489365, 1), (0.9602868583009357, 1), (0.960286858297523, 1), (0.6960087368555596, 1), (0.6960087368432302, 1), (0.6960087368432321, 1), (0.9269524098561565, 1), (0.6960087369183416, 1), (0.8715491186855022, 1), (0.6960087369090437, 1), (0.9602868582913663, 1), (0.6960087369072964, 1), (0.6765026472468593, 1), (0.6960087368385002, 1), (0.9602868582903173, 1), (0.9602868583639539, 1), (0.9602868583546791, 1), (0.696008736843158, 1), (0.6960087368442329, 1), (0.696008736844232, 1), (0.6960087368620556, 1), (0.926952409854868, 1), (0.960286858291303, 1), (0.6960087369133761, 1)]",Fatty Acid Metabolism,Palmitoyl CoA desaturase  n C160CoA   n C161CoA ,['Rv3229c'],h_c + nadph_c + o2_c + pmtcoa_c --> 2.0 h2o_c + hdcoa_c + nadp_c,
