,F_value,pvalue,value_counts,subsystem,name,genes,reaction,alleles_sim
AGPAT160190,inf,0.0,"[(0.5000000000003163, 9), (0.5000000000003092, 2), (0.4999999999961414, 1), (0.5000000000003338, 1), (0.5000000000003341, 1), (0.5000000000000088, 1), (0.5000000000025496, 1), (0.5000000000213961, 1), (0.5000000000005501, 1), (0.499999999998613, 1), (0.5000000000003347, 1), (0.49999999999983447, 1), (0.5000000000026837, 1), (0.5000000000020065, 1), (0.5000000000036836, 1), (0.4999999998900614, 1), (0.5000000000003165, 1), (0.5000000000004111, 1), (0.5000000000061754, 1), (0.5000000000042265, 1), (0.5000000000005623, 1), (0.5000000000002417, 1), (0.5000000000001975, 1), (0.5000000000003343, 1), (0.5000000001345623, 1)]",Glycerophospholipid metabolism,AGPAT160190,"['Rv2182c', 'Rv2483c']",1hdecg3p_c + mstrACP_c --> ACP_c + pa160190_c,
CTPS1,inf,0.0,"[(0.0011626088585105824, 3), (0.0011626088585105828, 3), (0.0011626088585008749, 1), (0.001162608858510607, 1), (0.0011626088585106249, 1), (0.001162608858510584, 1), (0.0011626088585134624, 1), (0.001162608858515777, 1), (0.0011626088585596005, 1), (0.0011626088585109657, 1), (0.0011626088585100663, 1), (0.0011626088585106262, 1), (0.0011626088585094648, 1), (0.001162608858513566, 1), (0.0011626088585145124, 1), (0.001162608858510591, 1), (0.0011626088585184138, 1), (0.0011626088585105837, 1), (0.0011626088582542163, 1), (0.0011626088585108049, 1), (0.0011626088585242047, 1), (0.001162608858519881, 1), (0.0011626088585105663, 1), (0.0011626088585105858, 1), (0.0011626088585111566, 1), (0.001162608858510409, 1), (0.0011626088585105685, 1), (0.001162608858510074, 1), (0.0011626088585106244, 1), (0.0011626088588213204, 1)]",Purine and Pyrimidine Biosynthesis,CTP synthase (NH3),['Rv1699'],atp_c + nh4_c + utp_c --> adp_c + ctp_c + 2.0 h_c + pi_c,
DB4PS,inf,0.0,"[(0.5000000000003105, 4), (0.5000000000003056, 2), (0.4999999999961423, 1), (0.5000000000003363, 1), (0.5000000000003421, 1), (0.5000000000000101, 1), (0.5000000000003416, 1), (0.5000000000005184, 1), (0.5000000000025479, 1), (0.5000000000213941, 1), (0.5000000000003576, 1), (0.4999999999986152, 1), (0.5000000000003969, 1), (0.499999999999836, 1), (0.5000000000015535, 1), (0.5000000000005341, 1), (0.5000000000003045, 1), (0.5000000000036856, 1), (0.49999999989005783, 1), (0.5000000000003183, 1), (0.5000000000004227, 1), (0.5000000000061781, 1), (0.5000000000005419, 1), (0.5000000000003059, 1), (0.5000000000002379, 1), (0.5000000000005626, 1), (0.5000000000002428, 1), (0.5000000000001986, 1), (0.5000000000003219, 1), (0.5000000001334467, 1)]",Cofactor and Prosthetic Group Biosynthesis,"3,4-Dihydroxy-2-butanone-4-phosphate synthase",['Rv1940'],ru5p__D_c --> db4p_c + for_c + h_c,
FAMPL3,inf,0.0,"[(0.4999999999985154, 6), (0.5000000000044655, 3), (0.4999999999985332, 2), (0.4999999999985083, 2), (0.49999999999433986, 1), (0.5000000000044831, 1), (0.49999999999820743, 1), (0.5000000000071088, 1), (0.5000000000195954, 1), (0.49999999999874944, 1), (0.4999999999968119, 1), (0.49999999999853406, 1), (0.5000000000039839, 1), (0.49999999999975064, 1), (0.5000000000002056, 1), (0.5000000000078326, 1), (0.4999999998882605, 1), (0.49999999999851563, 1), (0.4999999999986102, 1), (0.5000000000043743, 1), (0.5000000000026594, 1), (0.49999999999876144, 1), (0.49999999999844036, 1), (0.4999999999983966, 1), (0.5000000001316436, 1)]",Mycolic Acid Biosynthesis,FAMPL3,['Rv3801c'],amp_c + h_c + kmeroacidcyc2ACP_c --> ACP_c + kmeroacidcyc2AMP_c,
FAS260,inf,0.0,"[(0.49999999993322697, 2), (0.4999999999333109, 1), (0.4999999999333091, 1), (0.49999999993328337, 1), (0.49999999993339794, 1), (0.5000000000349387, 1), (0.5000000000319857, 1), (0.5000000000471803, 1), (0.4999999999345486, 1), (0.49999999993324584, 1), (0.4999999998393434, 1), (0.49999999993343347, 1), (0.49999999993131916, 1), (0.4999999998786706, 1), (0.4999999999329545, 1), (0.4999999999341793, 1), (0.499999999934962, 1), (0.49999999974949993, 1), (0.49999999993329514, 1), (0.49999999993335087, 1), (0.4999999999372222, 1), (0.49999999993337085, 1), (0.4999999998194802, 1), (0.4999999999332818, 1), (0.49999999993330513, 1), (0.4999999998940956, 1), (0.4999999999361624, 1), (0.5000000000320881, 1), (0.49999999987874655, 1), (0.49999999993326094, 1), (0.49999999993316324, 1), (0.49999999993331645, 1), (0.500000000025659, 1)]",Fatty Acid Metabolism,Fatty acid synthase  n C260 ,"['Rv2524c', 'Rv2947c', 'Rv1484', 'Rv1350']",3.0 h_c + malcoa_c + 2.0 nadph_c + ttc_c --> co2_c + coa_c + h2o_c + hexc_c + 2.0 nadp_c,['Rv1484']
GLNS,inf,0.0,"[(0.008672230935316229, 1), (0.008672230139415824, 1), (0.008672230139393016, 1), (0.008672230139645442, 1), (0.0086722301419417, 1), (0.008672230140639262, 1), (0.008672230140774817, 1), (0.00867223013956186, 1), (0.008672230139635582, 1), (0.008672230140689694, 1), (0.008672230139552402, 1), (0.00867223013955643, 1), (0.008672230670948808, 1), (0.008672230139534913, 1), (0.008672230139542369, 1), (0.008672230139590736, 1), (0.008672230144027482, 1), (0.008672230139592665, 1), (0.00867223013961582, 1), (0.008672230142241956, 1), (0.008672230139680355, 1), (0.008672230134001152, 1), (0.008672230139536734, 1), (0.008672230139458061, 1), (0.008672230139553408, 1), (0.008672230139635645, 1), (0.008672230139646542, 1), (0.008672230140506625, 1), (0.008672230138912796, 1), (0.008672230139599552, 1), (0.008672230140120406, 1), (0.008672230139533872, 1), (0.008672230139420619, 1), (0.008672230144210006, 1)]","Alanine, Aspartate, and Glutamate Metabolism",glutamine synthetase,"['Rv2860c', 'Rv2222c', 'Rv1878', 'Rv2220']",atp_c + glu__L_c + nh4_c --> adp_c + gln__L_c + h_c + pi_c,
IG3PS,inf,0.0,"[(0.5000000000003201, 9), (0.5000000000003381, 2), (0.5000000000003132, 2), (0.4999999999961452, 1), (0.5000000000003378, 1), (0.5000000000000128, 1), (0.5000000000025536, 1), (0.5000000000214005, 1), (0.5000000000005543, 1), (0.499999999998617, 1), (0.5000000000003392, 1), (0.49999999999983824, 1), (0.5000000000015558, 1), (0.500000000002011, 1), (0.5000000000036874, 1), (0.49999999989006516, 1), (0.5000000000003203, 1), (0.5000000000004151, 1), (0.5000000000061792, 1), (0.5000000000044639, 1), (0.5000000000005665, 1), (0.5000000000002455, 1), (0.5000000000002017, 1), (0.5000000001334487, 1)]",Histidine Metabolism,Imidazole-glycerol-3-phosphate synthase,"['Rv1605', 'Rv1602']",gln__L_c + prlp_c --> aicar_c + eig3p_c + glu__L_c + h_c,
MECDPDH,inf,0.0,"[(0.7157281611353427, 4), (0.7157281611354043, 2), (0.7157281611353428, 2), (0.7157281611332784, 1), (0.715728161135419, 1), (0.7157281611354093, 1), (0.7157281611353425, 1), (0.7157281611355222, 1), (0.7157281611372502, 1), (0.7157281611348146, 1), (0.7157281611354757, 1), (0.7157281611335133, 1), (0.7157281611353532, 1), (0.7157281611352565, 1), (0.7157281611353704, 1), (0.7157281611356511, 1), (0.7157281611372572, 1), (0.7157281610725473, 1), (0.7157281611353955, 1), (0.7157281611386171, 1), (0.7157281611375516, 1), (0.7157281611353388, 1), (0.7157281611353924, 1), (0.7157281611354801, 1), (0.7157281611353496, 1), (0.7157281611353389, 1), (0.7157281611353362, 1), (0.7157281611353529, 1), (0.7157281612121392, 1)]",Polyprenyl Metabolism,MECDPDH,[],2mecdp_c + h_c --> h2mb4p_c + h2o_c,
MYC1CYC3,inf,0.0,"[(0.4999999999985152, 6), (0.5000000000044655, 3), (0.4999999999985332, 2), (0.4999999999985083, 2), (0.4999999999943403, 1), (0.5000000000044831, 1), (0.49999999999820743, 1), (0.5000000000071081, 1), (0.5000000000195952, 1), (0.49999999999874944, 1), (0.49999999999681166, 1), (0.49999999999853406, 1), (0.5000000000039839, 1), (0.49999999999975087, 1), (0.5000000000002056, 1), (0.5000000000078326, 1), (0.4999999998882605, 1), (0.49999999999851563, 1), (0.49999999999861044, 1), (0.5000000000043743, 1), (0.500000000002659, 1), (0.49999999999876166, 1), (0.49999999999844036, 1), (0.4999999999983966, 1), (0.5000000001316436, 1)]",Mycolic Acid Biosynthesis,MYC1CYC3,['Rv0470c'],amet_c + kmeroacidACP_c --> ahcys_c + h_c + kmeroacidcyc1ACP_c,
NADS2,inf,0.0,"[(0.5000000001765947, 1), (0.5000000000008706, 1), (0.49999999998391154, 1), (0.5000000003362961, 1), (0.5000000026239939, 1), (0.5000000003342713, 1), (0.500000000503005, 1), (0.5000000001830165, 1), (0.5000000003355367, 1), (0.5000000130193702, 1), (0.5000000001810416, 1), (0.5000000002717526, 1), (0.5000000001689613, 1), (0.500000000180367, 1), (0.500000000184418, 1), (0.5000000002749809, 1), (0.5000000004289278, 1), (0.5000000003008485, 1), (0.5000000002850193, 1), (0.49999999838299836, 1), (0.5000000003476641, 1), (0.5000000000705509, 1), (0.5000000001808453, 1), (0.5000000000500708, 1), (0.5000000002789144, 1), (0.5000000002591833, 1), (0.5000000003355023, 1), (0.5000000001781035, 1), (0.5000000001810201, 1), (0.5000000002732186, 1), (0.5000000010208141, 1), (0.5000000001806824, 1), (0.5000000000041633, 1), (0.5000000003258662, 1)]","Alanine, Aspartate, and Glutamate Metabolism",NAD synthase (glutamine-hydrolysing),['Rv2438c'],atp_c + dnad_c + gln__L_c + h2o_c --> amp_c + glu__L_c + h_c + nad_c + ppi_c,
