,F_value,pvalue,value_counts,subsystem,name,genes,reaction,alleles_sim
COAt,inf,0.0,"[(0.9999999999999999, 34)]",Transport,COAt,[],coa_e <=> coa_c,
MYC1CYC4,inf,0.0,"[(0.9999998625857194, 9), (0.9999998625857554, 4), (0.9999998625857061, 2), (0.9999998625849067, 1), (0.9999998625651891, 1), (0.9999998625858428, 1), (0.9999998625789102, 1), (0.999999862481104, 1), (0.9999998624894546, 1), (0.999999862583645, 1), (1.0000000000000002, 1), (0.9999998625859143, 1), (0.9999998625054733, 1), (0.9999998303441877, 1), (0.9999998625858095, 1), (0.99999986258772, 1), (0.9999998623409352, 1), (0.999999862588542, 1), (0.9999998625866653, 1), (0.9999998625861137, 1), (0.9999999194672056, 1), (0.9999998624444768, 1)]",Mycolic Acid Biosynthesis,MYC1CYC4,"['Rv0644c', 'Rv0503c']",amet_c + mmmeroacidACP_c --> ahcys_c + h_c + mmmeroacidcyc1ACP_c,
UAPGR,inf,0.0,"[(0.9999998671011303, 9), (0.9999998671011663, 3), (0.9999998671011165, 2), (0.9999998671003176, 1), (0.9999998671011658, 1), (0.9999998670805823, 1), (0.9999998671012533, 1), (0.9999998670944232, 1), (0.9999998669965149, 1), (0.9999998670048651, 1), (0.9999998670765042, 1), (1.0, 1), (0.9999998671013257, 1), (0.9999998670208843, 1), (0.9999998348595986, 1), (0.99999986710122, 1), (0.9999998671031309, 1), (0.9999998668563461, 1), (0.9999998671039543, 1), (0.9999998671020776, 1), (0.9999998671015238, 1), (0.999999923982617, 1), (0.9999998669598886, 1)]",Alternate Carbon Metabolism,UDP-N-acetylenolpyruvoylglucosamine reductase,['Rv0482'],h_c + nadph_c + uaccg_c --> nadp_c + uamr_c,
UGAGDS,inf,0.0,"[(0.9999999013070868, 9), (0.9999999013071228, 3), (0.9999999013070731, 2), (0.9999999013062741, 1), (0.9999999013071224, 1), (0.9999999012861494, 1), (0.9999999013072098, 1), (0.999999901302594, 1), (0.9999999012024705, 1), (0.9999999012108212, 1), (0.9999999013051151, 1), (0.999999936424177, 1), (0.9999999013072822, 1), (0.9999999012268403, 1), (0.9999998690655538, 1), (0.999999901307177, 1), (0.9999999013091079, 1), (0.9999999010623026, 1), (0.9999999013099272, 1), (0.9999999013080687, 1), (0.9999999013074807, 1), (0.9999999581885743, 1), (0.9999999011658585, 1)]",Peptidoglycan Metabolism,UGAGDS,['Rv2158c'],26dap__M_c + atp_c + ugmag_c --> adp_c + h_c + pi_c + uggmd_c,
PUNP6,64.0,3.925525380343063e-09,"[(6.641649785806794e-06, 34)]",Purine and Pyrimidine Biosynthesis,purine-nucleoside phosphorylase (Deoxyinosine),['Rv3307'],din_c + pi_c <=> 2dr1p_c + hxan_c,
AGPAT190,32.0,2.9377511250657722e-06,"[(0.9999998625857194, 9), (0.9999998625857558, 3), (0.9999998625857056, 2), (0.9999998625849063, 1), (0.9999998625857554, 1), (0.9999998625651887, 1), (0.999999862585842, 1), (0.9999998625789102, 1), (0.9999998624811031, 1), (0.9999998624894528, 1), (0.999999862583645, 1), (0.9999999999999998, 1), (0.9999998625859055, 1), (0.9999998625054725, 1), (0.9999998303441873, 1), (0.9999998625858095, 1), (0.9999998625877191, 1), (0.9999998623409352, 1), (0.9999998625885558, 1), (0.9999998625866657, 1), (0.9999998625861137, 1), (0.9999999194672051, 1), (0.9999998624444781, 1)]",Glycerophospholipid metabolism,AGPAT190,"['Rv2182c', 'Rv2483c']",1msg3p_c + mstrACP_c --> ACP_c + pa190190_c,
DASYN190190,32.0,2.9377511250657722e-06,"[(0.99999986258572, 9), (0.9999998625857556, 4), (0.9999998625857063, 2), (0.9999998625849065, 1), (0.9999998625651898, 1), (0.9999998625858431, 1), (0.9999998625789104, 1), (0.9999998624811046, 1), (0.9999998624894539, 1), (0.9999998625836448, 1), (1.0, 1), (0.9999998625859194, 1), (0.9999998625054736, 1), (0.9999998303441879, 1), (0.9999998625858093, 1), (0.9999998625877202, 1), (0.9999998623409359, 1), (0.9999998625885516, 1), (0.999999862586666, 1), (0.9999998625861135, 1), (0.9999999194672062, 1), (0.9999998624444788, 1)]",Glycerophospholipid metabolism,DASYN190190,['Rv2881c'],ctp_c + h_c + pa190190_c --> cdpc19c19g_c + ppi_c,
FAS260,32.0,2.9377511250657722e-06,"[(0.9999998829750476, 3), (0.9999998831724417, 2), (0.9999998829750743, 2), (0.9999998829742349, 1), (0.9999998829750827, 1), (0.9999998829673467, 1), (0.9999998829750432, 1), (0.9999998831724408, 1), (0.9999998832027739, 1), (0.9999998829752341, 1), (0.9999998829689267, 1), (0.9999998830980008, 1), (0.9999998828855285, 1), (0.9999998828560268, 1), (1.0, 1), (0.9999998829751795, 1), (0.9999998828947705, 1), (0.9999998831724404, 1), (0.9999998489310009, 1), (0.9999998829751355, 1), (0.9999998829758172, 1), (0.9999998827293104, 1), (0.9999998829770078, 1), (0.9999998829750383, 1), (0.9999998828661494, 1), (0.999999882975537, 1), (0.9999998829750423, 1), (0.9999999600099652, 1), (0.9999998829750791, 1), (0.9999998828532131, 1)]",Fatty Acid Metabolism,Fatty acid synthase  n C260 ,"['Rv2524c', 'Rv2947c', 'Rv1484', 'Rv1350']",3.0 h_c + malcoa_c + 2.0 nadph_c + ttc_c --> co2_c + coa_c + h2o_c + hexc_c + 2.0 nadp_c,['Rv1484']
FASm2801,32.0,2.9377511250657722e-06,"[(0.9999998625857198, 9), (0.9999998625857554, 3), (0.9999998625857052, 2), (0.9999998625849063, 1), (0.9999998625857549, 1), (0.9999998625651891, 1), (0.9999998625858428, 1), (0.999999862578911, 1), (0.999999862481104, 1), (0.9999998624894537, 1), (0.9999998625836455, 1), (1.0000000000000002, 1), (0.9999998625859157, 1), (0.9999998625054733, 1), (0.9999998303441873, 1), (0.9999998625858082, 1), (0.99999986258772, 1), (0.9999998623409356, 1), (0.9999998625885607, 1), (0.9999998625866657, 1), (0.9999998625861137, 1), (0.9999999194672056, 1), (0.9999998624444772, 1)]",Membrane Metabolism,FASm2801,['Rv2940c'],3.0 h_c + hmocta_c + mmcoa__S_c + 2.0 nadph_c --> co2_c + coa_c + h2o_c + hpmtria_c + 2.0 nadp_c,
FASm320,32.0,2.9377511250657722e-06,"[(0.9999998625857198, 9), (0.9999998625857554, 3), (0.9999998625857052, 2), (0.9999998625849063, 1), (0.9999998625857549, 1), (0.9999998625651891, 1), (0.9999998625858428, 1), (0.9999998625789102, 1), (0.9999998624811031, 1), (0.9999998624894537, 1), (0.9999998625836468, 1), (1.0000000000000002, 1), (0.9999998625859157, 1), (0.9999998625054733, 1), (0.9999998303441877, 1), (0.9999998625858078, 1), (0.99999986258772, 1), (0.9999998623409356, 1), (0.9999998625885598, 1), (0.9999998625866657, 1), (0.9999998625861133, 1), (0.9999999194672056, 1), (0.999999862444479, 1)]",Membrane Metabolism,FASm320,['Rv2940c'],3.0 h_c + hmtria_c + mmcoa__S_c + 2.0 nadph_c --> co2_c + coa_c + h2o_c + hpmdtria_c + 2.0 nadp_c,
