,F_value,pvalue,value_counts,subsystem,name,genes,reaction,alleles_sim
PAPPT2,11.358388363105227,0.0019739342937529943,"[(0.5, 14), (0.75, 9), (0.25, 8), (1.0, 1), (0.625, 1), (0.0, 1)]",Peptidoglycan Metabolism,PAPPT2,['Rv2156c'],uGgla_c + udcpp_c --> uaGgla_c + ump_c,
DESAT18,10.946560247581145,0.002325922538036727,"[(0.43068678965860985, 2), (2.3576430204838877e-15, 2), (0.4512200249196089, 1), (0.7622473531902807, 1), (0.7622473531902829, 1), (0.506675395237416, 1), (0.7556241606738909, 1), (0.21322265556383174, 1), (0.3964131978478796, 1), (0.4306867896586151, 1), (0.7622473531882105, 1), (0.7622473531909408, 1), (0.4512200249196064, 1), (0.21322265556379524, 1), (0.2243757510202019, 1), (0.2626039490103402, 1), (0.8640691249786131, 1), (0.14497304992968868, 1), (0.1449730499269206, 1), (0.26828364348440953, 1), (2.5541132721908784e-15, 1), (0.4512200249195796, 1), (2.9470537756048596e-15, 1), (0.45122002491959273, 1), (0.21322265556382394, 1), (0.16459909387001712, 1), (3.732934782432822e-15, 1), (0.27122894675730086, 1), (0.14497304992691393, 1), (0.2712289467573024, 1), (0.1449730499268975, 1), (0.21322265556383121, 1)]",Fatty Acid Metabolism,Stearoyl CoA desaturase  n C180CoA   n C181CoA ,"['Rv1094', 'Rv0824c', 'Rv3229c']",h2o_c + nadph_c + stcoa_c --> 4.0 h_c + nadp_c + odecoa_c,
EX_phdca,10.767718992013934,0.002499237087440078,"[(5.623859356394987e-14, 9), (0.8862707949280726, 1), (0.6759203897493349, 1), (0.9082948062952413, 1), (0.0019371208799034575, 1), (0.9082948062952588, 1), (0.9774168327984684, 1), (0.6759203897492488, 1), (0.45978828695217866, 1), (0.8862707949280877, 1), (0.9082948062952503, 1), (0.9082948062945403, 1), (0.6759203897492342, 1), (0.886270794928055, 1), (5.451022071210271e-14, 1), (0.4597882869529321, 1), (5.4574761232806916e-14, 1), (0.9999999999984731, 1), (9.430268183193768e-13, 1), (1.3308258488334737e-13, 1), (0.001937120880033651, 1), (0.6759203897493634, 1), (0.6759203897492998, 1), (0.0019371208800222496, 1), (5.5042027743440294e-14, 1), (5.291479961808994e-14, 1)]",Exchange,,[],phdca_e --> ,
UAAGDS,10.501310004381558,0.002783604496500799,"[(0.7376368187082072, 7), (0.7376293473794313, 4), (0.7376442900369831, 4), (0.7376405543725951, 2), (0.6939444880271955, 1), (0.7483805894878404, 1), (0.720609660428107, 1), (0.7178004408083977, 1), (0.7040008965594531, 1), (0.7509731405730509, 1), (0.7567634203743135, 1), (0.6608240875639732, 1), (0.7063468937950614, 1), (0.765131308603235, 1), (0.7496656580372819, 1), (0.7909372781949269, 1), (0.7063618364526131, 1), (0.8209944338600619, 1), (0.6839478501251447, 1), (0.833344540326497, 1), (0.740214427135866, 1)]",Peptidoglycan Metabolism,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase",['Rv2158c'],26dap__M_c + atp_c + uamag_c --> adp_c + h_c + pi_c + ugmd_c,
MTI,10.253925390363337,0.00307892296436823,"[(0.9746192893401014, 18), (0.964467005076142, 5), (0.6903553299492386, 2), (0.9847715736040609, 1), (0.9543147208121827, 1), (0.9999999999999999, 1), (0.7512690355329948, 1), (0.7309644670050761, 1), (0.83248730964467, 1), (0.9695431472081217, 1), (0.7918781725888324, 1), (0.8934010152284263, 1)]",Alternate Carbon Metabolism,maltose trehalose isomerase,['Rv0126'],tre_c <=> malt_c,
MBTA1,9.334365007472776,0.004509291172633463,"[(2.868869607008718e-14, 2), (2.901773081474683e-14, 2), (0.33547382989572916, 1), (0.25561305610454127, 1), (2.7497903660842707e-14, 1), (2.889238424535268e-14, 1), (0.3711141755926153, 1), (0.2556130561045421, 1), (0.3711141755926181, 1), (0.9097951854016367, 1), (0.6802578553778613, 1), (2.948778044997491e-14, 1), (2.878270599713279e-14, 1), (0.6542520359120753, 1), (2.861035446421583e-14, 1), (0.7168621396811725, 1), (0.9097951853985642, 1), (0.16093891823511064, 1), (0.3797656245676243, 1), (0.32637328940629473, 1), (0.6721212534942231, 1), (0.28818012567196954, 1), (2.872003271243572e-14, 1), (0.25561305610454255, 1), (2.892372088770122e-14, 1), (0.6013610201924493, 1), (0.37111417559261345, 1), (2.8798374318307064e-14, 1), (0.2556130561045296, 1), (0.583748776369112, 1), (2.877487183654566e-14, 1), (0.7168621396805386, 1)]",Mycobactin biosynthesis,MBTA1,"['Rv2383c', 'Rv2379c', 'Rv2381c', 'Rv2384', 'Rv2377c', 'Rv2382c', 'Rv2380c']",acac_c + h_c + n6hlys_c + n6hlysmal_c + nadh_c + salc_c + thr__L_c --> 6.0 h2o_c + mcbtt_c + nad_c,
PAPPT1,9.240809725952266,0.004690684941452152,"[(0.5, 14), (0.75, 10), (0.25, 7), (0.0, 2), (0.625, 1)]",Peptidoglycan Metabolism,PAPPT1,['Rv2156c'],uAgla_c + udcpp_c --> uaAgla_c + ump_c,
FBPA,8.745776795804602,0.005790721276926603,"[(0.0372243994189262, 2), (0.03801876145396945, 2), (0.037224399418926045, 2), (0.036962094638545516, 2), (0.03799315750289574, 1), (0.03722439941892641, 1), (0.037747883943694376, 1), (0.03696209463854568, 1), (0.0373646389893781, 1), (0.03799315750289602, 1), (0.038018761453969374, 1), (0.03801876145396803, 1), (0.037747883943694126, 1), (0.03799315750289679, 1), (0.037364638989377925, 1), (0.036480692095898874, 1), (0.038124641762531046, 1), (0.03696209463854575, 1), (0.03719995557356192, 1), (0.037133927091799614, 1), (0.03696434663285317, 1), (0.03774788394369209, 1), (0.03696282593917266, 1), (0.03696209463854552, 1), (0.03696282593917652, 1), (0.03696434663285332, 1), (0.036480692095898895, 1), (0.03696209463854549, 1), (0.03648069209589889, 1), (0.036962094638545495, 1)]",Mycolic acid pathway,MNXR90624,"['Rv3804c', 'Rv0129c', 'Rv3803c', 'Rv1886c']",h2o_c + 2.0 tre6mm_c --> 2.0 h_c + tdm3_c + tre_c,['Rv0129c']
SERAT,8.513305349478795,0.006400543708276867,"[(0.9999999999997505, 2), (0.9999999999997523, 1), (0.9175895044394478, 1), (0.9175895044396706, 1), (0.9999999999997572, 1), (0.9175895044397046, 1), (0.9175895044396682, 1), (0.9175895044397034, 1), (0.9175895044449113, 1), (0.9999999999997491, 1), (0.9999999999997489, 1), (0.9175895044396771, 1), (0.9999999999998018, 1), (0.9175895044410425, 1), (0.9175895044397007, 1), (0.35588474109766227, 1), (0.917589504439703, 1), (0.9175895044397002, 1), (0.9175895044396692, 1), (0.9175895044397055, 1), (0.9175895044397073, 1), (0.9175895044397038, 1), (0.9175895044397006, 1), (0.9999999999997526, 1), (0.9175895044397032, 1), (0.0, 1), (0.9999999999997503, 1), (1.021738563401042e-15, 1), (0.3558847410976489, 1), (0.9175895044396851, 1), (0.3558847410976544, 1), (2.2989117676523446e-15, 1), (0.9175895044397633, 1)]",Cysteine and methionine metabolism,serine O-acetyltransferase,['Rv2335'],accoa_c + ser__L_c --> acser_c + coa_c,
FASm2802,8.36981755194918,0.006811242106728205,"[(0.7393364928909952, 5), (0.7393906567366283, 4), (0.7393094109681787, 3), (0.7392281651997291, 2), (0.7391740013540962, 2), (0.7394177386594448, 1), (0.7028300609343263, 1), (0.7053215978334462, 1), (0.7394719025050779, 1), (0.718023019634394, 1), (0.7394989844278943, 1), (0.7223832092078537, 1), (0.7392010832769126, 1), (0.6351523358158429, 1), (0.8174407582938388, 1), (0.6807041299932295, 1), (1.0, 1), (0.7210561949898443, 1), (0.8198239675016926, 1), (0.7392552471225456, 1), (0.739322951929587, 1), (0.7392823290453622, 1), (0.7395260663507108, 1)]",Membrane Metabolism,FASm2802,['Rv2940c'],3.0 h_c + mmcoa__S_c + 2.0 nadph_c + tamhexc_c --> co2_c + coa_c + h2o_c + 2.0 nadp_c + pmocta_c,
FASm300,8.160460288902465,0.007462289702592656,"[(0.38798880312155404, 4), (0.3880736279582662, 4), (0.3881584527949784, 3), (0.38832810246840277, 3), (0.38781915344812967, 2), (0.3882432776316906, 1), (0.4413436254135211, 1), (0.3348036305030113, 1), (0.3546526422936636, 1), (0.472219865976758, 1), (0.3879463907031979, 1), (0.3880312155399101, 1), (0.38786156586648574, 1), (0.4463482907795403, 1), (0.2891678683518535, 1), (0.3882008652133345, 1), (0.4620408855712953, 1), (0.13260242599033, 1), (0.35940283314954624, 1), (0.1822885740944949, 1), (0.38790397828484185, 1), (0.38805242174908816, 1), (0.38811604037662234, 1)]",Membrane Metabolism,FASm300,['Rv2940c'],3.0 h_c + mmcoa__S_c + 2.0 nadph_c + pmocta_c --> co2_c + coa_c + h2o_c + hmtria_c + 2.0 nadp_c,
MCD,7.989094577567415,0.008045206091535357,"[(0.9999999999982624, 2), (0.9999999999982657, 2), (0.9999999999982664, 2), (0.9999999999982617, 1), (0.31044438129934443, 1), (0.9999999999982466, 1), (1.537492355652148e-12, 1), (0.9999999999999999, 1), (0.999999999998265, 1), (0.9999999999982608, 1), (0.9999999999982611, 1), (0.9999999999982635, 1), (0.9999999999982602, 1), (1.4437617767981692e-12, 1), (0.2296597703904859, 1), (0.11948703022182529, 1), (0.33902367061465916, 1), (0.11948703021989655, 1), (0.4465781905637697, 1), (0.31044438129941604, 1), (0.999999999998273, 1), (0.070719087482337, 1), (0.9999999999984323, 1), (1.5516754547917344e-12, 1), (0.0932519625333733, 1), (0.310444381299401, 1), (0.3301774564229569, 1), (0.11948703021990444, 1), (0.3301774564229525, 1), (0.1194870302198847, 1), (1.5451112611586382e-12, 1)]",Fatty Acid Metabolism,Malonyl-CoA Decarboxylase cytoplasmic,"['Rv3280', 'Rv3799c', 'Rv3285', 'Rv3281', 'Rv2247']",h_c + malcoa_c --> accoa_c + co2_c,"['Rv2247', 'Rv3280']"
OCDCAt2,7.849969566838568,0.008554623666494378,"[(9.857619605387297e-13, 6), (9.859356324838562e-13, 5), (9.857836695318704e-13, 3), (9.86109304428983e-13, 2), (9.85848796511293e-13, 2), (9.868039922094895e-13, 1), (0.9974294979891284, 1), (9.864566483192361e-13, 1), (0.0, 1), (9.854146166484763e-13, 1), (1.044115734101276e-12, 1), (0.1029468355905573, 1), (0.9231456390592375, 1), (0.1029468356101005, 1), (0.9974294979891344, 1), (1.0797184828522344e-12, 1), (1.0034764989416455e-12, 1), (0.9974294979892061, 1), (0.10294683561017076, 1), (0.10294683561029767, 1), (9.601453486325524e-13, 1)]",Transport,OCDCAt2,[],h_e + ocdca_e --> h_c + ocdca_c,
FAS181,7.680727483081388,0.009221768179787235,"[(0.4087673046545126, 1), (0.4169400439672353, 1), (0.9509417824030677, 1), (0.0006706735526999935, 1), (0.9509417824030686, 1), (0.4339933445105073, 1), (0.9340615797600019, 1), (0.16327090214526316, 1), (0.4087673046549026, 1), (0.4087673046545027, 1), (0.9509417824011804, 1), (0.9509417824044856, 1), (0.41694004396723344, 1), (0.40876730465451855, 1), (0.16327090214523396, 1), (0.48635152679168225, 1), (0.33387858636427237, 1), (0.9999999999993319, 1), (0.10030778260413328, 1), (0.017264462880301222, 1), (0.1003077826015789, 1), (0.2589436007455985, 1), (0.0006706735527109778, 1), (0.4169400439672868, 1), (0.24773667560632068, 1), (0.4169400439672677, 1), (0.16327090214526124, 1), (0.16329026134131672, 1), (0.0006706735526889121, 1), (0.232395943580373, 1), (0.10030778260157078, 1), (0.2323959435803723, 1), (0.10030778260155812, 1), (0.1632709021452627, 1)]",Fatty Acid Metabolism,Fatty acid synthase  n C181 ,"['Rv2524c', 'Rv2947c', 'Rv1484', 'Rv1350']",4.0 h_c + hdca_c + malcoa_c + 3.0 nadph_c + o2_c --> co2_c + coa_c + 3.0 h2o_c + 3.0 nadp_c + ocdcea_c,['Rv1484']
FAS161,7.575661498644264,0.009664074433974629,"[(0.6778563758580696, 1), (0.320028849805839, 1), (0.48792356898954015, 1), (0.32002884980581003, 1), (0.48792356898955264, 1), (0.6811067510359597, 1), (0.30147153454594433, 1), (0.3299705836691627, 1), (0.29764375644708835, 1), (0.6778563758580679, 1), (0.48792356898949657, 1), (0.4879235689899843, 1), (0.6215003843517255, 1), (0.6778563758581203, 1), (0.32997058366917664, 1), (0.29764375644586516, 1), (0.1455676989577229, 1), (0.4772802601925279, 1), (0.3299705836691624, 1), (0.31268176433282524, 1), (0.32997058366916215, 1), (0.29061021766406486, 1), (0.3200288498058354, 1), (0.3200288498058174, 1), (0.05278684271485499, 1), (0.3200288498058318, 1), (0.32997058366916243, 1), (0.31607689969426783, 1), (0.3200288498058131, 1), (0.18093363087070877, 1), (0.3299705836691547, 1), (0.180933630870708, 1), (0.329970583669165, 1), (0.32997058366917076, 1)]",Fatty Acid Metabolism,Fatty acid synthase  n C161 ,"['Rv2524c', 'Rv2947c', 'Rv1484', 'Rv1350']",4.0 h_c + malcoa_c + 3.0 nadph_c + o2_c + ttdca_c --> co2_c + coa_c + 3.0 h2o_c + hdcea_c + 3.0 nadp_c,['Rv1484']
DM_ncam_c,7.357836022845616,0.01065590325768206,"[(0.9628898327320884, 2), (0.0, 2), (0.13264350083108886, 1), (0.1326435008310738, 1), (0.9628898327320793, 1), (0.13264350083108434, 1), (0.9628898327321171, 1), (0.13264350083107398, 1), (0.962889832732087, 1), (1.0, 1), (0.9628898327320925, 1), (0.1326435008352124, 1), (0.9628898327318789, 1), (0.9628898327320835, 1), (0.13264350083112597, 1), (0.9628898327323965, 1), (0.9999999999988306, 1), (0.6664505636438438, 1), (0.9628898327320454, 1), (0.13947869108891714, 1), (0.9628898327320788, 1), (0.03010289588568665, 1), (0.13264350083098966, 1), (0.9363204594795733, 1), (0.9628898327320986, 1), (0.9628898327320748, 1), (0.962889832732096, 1), (0.9628898327320554, 1), (0.6664505636438387, 1), (0.13264350083107895, 1), (0.13264350083108747, 1), (0.13264350083106327, 1)]",Intracellular demand,ncam_c Demand reaction,[],ncam_c --> ,
