,F_value,pvalue,value_counts,subsystem,name,genes,reaction,alleles_sim
ARB_Dabc,inf,0.0,"[(0.9999999999999999, 34)]",Transport,ARB Dabc,[],arab__D_e + atp_c + h2o_c --> adp_c + arab__D_c + h_c + pi_c,
PDHbr,inf,0.0,"[(0.9999999999999998, 34)]",Glycolysis/Gluconeogenesis,pyruvate dehydrogenase (dihydrolipoamide) reversible,"['Rv2215', 'Rv2495c']",adhlam_c + coa_c <=> accoa_c + dhlam_c,
PHDCAt,inf,0.0,"[(0.9999999999999999, 34)]",Transport,PHDCAt,[],phdca_e <=> phdca_c,
RZ5PP,inf,0.0,"[(0.9999999999999999, 34)]",Cofactor and Prosthetic Group Biosynthesis,alpha-ribazole 5-phosphate phosphatase,"['Rv2228c', 'Rv3113']",5prdmbz_c + h2o_c --> pi_c + rdmbzi_c,
AOBUTDs,inf,0.0,"[(0.9999999999999999, 34)]",Cofactor and Prosthetic Group Biosynthesis,L-2-amino-3-oxobutanoate decarboxylation (spontaneous),[],2aobut_c + h_c --> aact_c + co2_c,
THRD,inf,0.0,"[(0.9999999999999999, 34)]",Glycolysis/Gluconeogenesis,L-threonine dehydrogenase,['Rv2259'],nad_c + thr__L_c --> 2aobut_c + h_c + nadh_c,
EX_adocbl,inf,0.0,"[(0.9999999999999999, 34)]",Exchange,,[],adocbl_e --> ,
DMBI,inf,0.0,"[(0.9999999999999999, 34)]",Cofactor and Prosthetic Group Biosynthesis,MNXR18583,[],fmnh2_c + h_c + nadh_c + o2_c <=> barb_c + dmbzid_c + e4p_c + h2o_c + nad_c,
ETHAt,32.0,2.9377511250657722e-06,"[(0.9999999999999887, 32), (0.999999999999988, 1), (0.9999999999999946, 1)]",Transport,Ethanolamine transport via diffusion  extracellular ,[],etha_e <=> etha_c,
METOX1s,32.0,2.9377511250657722e-06,"[(0.9989296577156928, 34)]",Cysteine and methionine metabolism,Methionine oxidation (spontaneous),['none'],h2o2_c + met__L_c --> h2o_c + metsox__S__L_c,
ACCOAC,12.050371848711952,0.0015047017780707031,"[(0.31528806419085054, 2), (0.03276721711810254, 1), (0.023587722674214995, 1), (0.9050542013712778, 1), (0.02538548377653116, 1), (0.03690997753222364, 1), (0.03069228810624336, 1), (0.9148725783364936, 1), (0.02521450207867626, 1), (0.02506685641638534, 1), (0.0, 1), (0.02304902202208059, 1), (0.025791002888269743, 1), (0.9031043552159191, 1), (0.028677237763488184, 1), (0.9868659417156712, 1), (0.022786931169778035, 1), (0.9060615976398371, 1), (0.9080641992213763, 1), (0.9055905490973277, 1), (0.9101920003119839, 1), (0.9742880997133078, 1), (0.049040549971310854, 1), (0.9261919071731772, 1), (0.024223177415937214, 1), (0.9847243568432219, 1), (0.9042755173449771, 1), (0.9774480825751042, 1), (0.8876156368375965, 1), (0.9108305316511752, 1), (0.8947135405088257, 1), (0.9813243730446854, 1), (0.9108375023282359, 1)]",Pyruvate Metabolism,Acetyl-CoA carboxylase,"['Rv3285', 'Rv2247']",accoa_c + atp_c + hco3_c <=> adp_c + h_c + malcoa_c + pi_c,['Rv2247']
HCO3E,11.65496917096064,0.00175601695602065,"[(0.009021461179133704, 1), (0.011878826168475413, 1), (0.009796253442801668, 1), (0.8572475843452395, 1), (0.009347525252061659, 1), (0.002530697354049219, 1), (0.01339656162547757, 1), (0.8714800997945323, 1), (0.005388062344771185, 1), (0.0025306973540877853, 1), (0.00348981476800702, 1), (0.009347525252347123, 1), (0.6135244199251826, 1), (0.002530697354079998, 1), (0.8544009965523275, 1), (0.013503029527792063, 1), (0.9808255385273272, 1), (0.00979625344281896, 1), (0.8587182859761047, 1), (0.8616418916157046, 1), (0.8580306004234313, 1), (0.8647482764931076, 1), (0.962463099313009, 1), (0.011407675595373767, 1), (0.8881066011657949, 1), (0.005388062344908117, 1), (0.9735583463007709, 1), (0.8561107805837164, 1), (0.9670763702705254, 1), (0.8317889578832782, 1), (0.8656804708154844, 1), (0.8420836341583101, 1), (0.9685946970659424, 1), (0.8656906473333469, 1)]",Miscellaneous,HCO3 equilibration reaction,"['Rv1284', 'Rv3588c', 'Rv3273']",co2_c + h2o_c <=> h_c + hco3_c,
AMMQT8_2,11.481186147424717,0.001880380932714217,"[(0.0, 7), (0.9999999962410333, 2), (0.999999996241291, 2), (0.9999999959137678, 1), (0.9999999962409851, 1), (0.9999999959141278, 1), (0.999999996240755, 1), (0.9999999957987615, 1), (0.9999999962409845, 1), (0.9999999962811635, 1), (0.8014107459979056, 1), (0.999999996229224, 1), (0.9999999962410334, 1), (0.9999999959471104, 1), (0.9999999959256803, 1), (0.9999999962411426, 1), (0.9999999962412837, 1), (0.9999999960418958, 1), (0.9999999959162317, 1), (0.13559321982812508, 1), (0.9999999962409404, 1), (0.9999999960412624, 1), (0.9999999962407122, 1), (0.9999999962413052, 1), (0.9999999962423103, 1), (0.8676071627456976, 1)]",Oxidative Phosphorylation,S-adenosylmethione:2-demethylmenaquinone methyltransferase,[],2dmmq8_c + amet_c --> ahcys_c + h_c + mqn8_c,
AMMQT8,10.694004344370668,0.002574661393897477,"[(0.0, 26), (0.9999999999825983, 1), (0.9999999985179345, 1), (0.8644067786531541, 1), (0.9999999986097302, 1), (0.9999999986903326, 1), (0.9999999988327473, 1), (0.9999999985145318, 1), (0.9999999988330049, 1)]",Cofactor and Prosthetic Group Biosynthesis,S-adenosylmethione:2-demthylmenaquinone methyltransferase (menaquinone 8),[],2dmmq8_c + amet_c + h_c --> ahcys_c + mql8_c,
EX_nh4,10.044087407939843,0.00335583356205442,"[(0.3761149873418623, 1), (0.21760761084679453, 1), (0.2406720132793056, 1), (0.7209360307113732, 1), (0.2014132422193075, 1), (0.5038689037223734, 1), (0.25586457572442695, 1), (0.7262667148235848, 1), (0.29240539847037356, 1), (0.37611498548642924, 1), (0.44819315540097865, 1), (0.23619032616394214, 1), (0.7316486353000233, 1), (0.3761149854854487, 1), (0.7114501919067224, 1), (0.21082866649601278, 1), (0.635394100096041, 1), (0.24067201327861437, 1), (0.7209360307122783, 1), (0.5500130307321041, 1), (0.7173137386903272, 1), (0.7295779011641244, 1), (0.7114501919172005, 1), (0.48364021167225496, 1), (0.9746056297496721, 1), (0.19428852985975226, 1), (0.7173137386900488, 1), (0.7114501919076284, 1), (0.7114501919153535, 1), (0.95178108018433, 1), (0.7209360307126604, 1), (0.9602530931838649, 1), (0.4481931554085589, 1), (0.7173137386903785, 1)]",Exchange,,[],nh4_e <=> ,
NH4t,10.044087407939784,0.0033558335620544957,"[(0.6238850126581379, 1), (0.7823923891532056, 1), (0.7593279867206946, 1), (0.279063969288627, 1), (0.7985867577808297, 1), (0.49613109627762675, 1), (0.7441354242755731, 1), (0.2737332851764154, 1), (0.7075946015297571, 1), (0.6238850145135713, 1), (0.5518068445990215, 1), (0.7638096738358514, 1), (0.2683513646999769, 1), (0.6238850145145515, 1), (0.2885498080932778, 1), (0.7891713335039874, 1), (0.3646058999039592, 1), (0.7593279867213858, 1), (0.2790639692877219, 1), (0.44998696926789616, 1), (0.282686261309673, 1), (0.27042209883587587, 1), (0.28854980808279973, 1), (0.5163597883277452, 1), (0.02539437025032809, 1), (0.8057114701402479, 1), (0.28268626130995145, 1), (0.28854980809237185, 1), (0.2885498080846467, 1), (0.04821891981567017, 1), (0.2790639692873398, 1), (0.03974690681613535, 1), (0.5518068445914414, 1), (0.2826862613096217, 1)]",Transport,Ammonia reversible transport,['Rv2920c'],nh4_e <=> nh4_c,
PPA,9.623077651818985,0.003995491480168621,"[(0.02630973559547567, 1), (0.9063304527516114, 1), (0.9319644117300702, 1), (0.06846510574597955, 1), (0.9264151550589509, 1), (0.8809996828419057, 1), (0.9175265281366985, 1), (0.06754501472324839, 1), (0.9218056338904919, 1), (0.9175565528061337, 1), (0.9999999999999999, 1), (0.9332546765137624, 1), (0.025100808055236165, 1), (0.9153212865997561, 1), (0.0681491364893648, 1), (0.9201786377905733, 1), (0.002351703352322867, 1), (0.9344362627407364, 1), (0.06920986448789482, 1), (0.06767721551409447, 1), (0.07100930153904608, 1), (0.07022584780206778, 1), (0.004451380080607572, 1), (0.8524821217780439, 1), (0.05433249877191599, 1), (0.9277349407161094, 1), (0.004606732015818054, 1), (0.06332184384073897, 1), (0.0044513800798301854, 1), (0.00445138008189952, 1), (0.06638495861724597, 1), (0.003700740869827185, 1), (0.005497584636308801, 1), (0.06495897738272838, 1)]",Oxidative Phosphorylation,inorganic diphosphatase,['Rv3628'],h2o_c + ppi_c --> h_c + 2.0 pi_c,
ADK1,9.565918250539053,0.004091983087491315,"[(0.0295633195401531, 1), (0.9022463731837422, 1), (0.9324064593396123, 1), (0.07584103596421012, 1), (0.9259598821184577, 1), (0.877116173314242, 1), (0.9171405171367145, 1), (0.07572879922622247, 1), (0.9175990212249642, 1), (0.9133835845331031, 1), (1.0, 1), (0.9331148726323086, 1), (0.03069452784678792, 1), (0.9111660172530796, 1), (0.07552756856469257, 1), (0.9203420203719116, 1), (0.01025112211196585, 1), (0.9348587381358914, 1), (0.07657989767686553, 1), (0.07505938427841093, 1), (0.07732716605092393, 1), (0.07758783639489514, 1), (0.012334173516485272, 1), (0.848824415429612, 1), (0.06078241086943649, 1), (0.9234813795641093, 1), (0.011450374705169939, 1), (0.07073849861057854, 1), (0.0, 1), (0.012334173517269545, 1), (0.07377735952289087, 1), (0.01192570975666996, 1), (0.01233417351931297, 1), (0.07132474860107102, 1)]",Purine and Pyrimidine Biosynthesis,adenylate kinase,['Rv0733'],amp_c + atp_c <=> 2.0 adp_c,
BIRA,8.875923380392532,0.005476895735342233,"[(0.0, 18), (0.018469258371708576, 1), (0.9067690682777604, 1), (0.9309782145599669, 1), (0.9244048219616119, 1), (0.8826949493435546, 1), (0.9164944131093514, 1), (0.9253263335704345, 1), (0.9196758035711203, 1), (1.0, 1), (0.9317005635748852, 1), (0.019697001886874115, 1), (0.9174146128887514, 1), (0.9230142504858412, 1), (0.9334787339418847, 1), (0.8549468780538839, 1), (0.9284218041384209, 1)]",Mycolic acid pathway,BIRA,['Rv3279c'],accb_c + atp_c + h2o_c --> amp_c + bccp_c + h_c + ppi_c,
ACCD3,8.875923380392521,0.005476895735342259,"[(0.0, 18), (0.018469258371708576, 1), (0.9067690682777604, 1), (0.9309782145599667, 1), (0.9244048219616119, 1), (0.8826949493435546, 1), (0.9164944131093514, 1), (0.9253263335704345, 1), (0.9196758035711203, 1), (1.0, 1), (0.9317005635748852, 1), (0.01969700188687411, 1), (0.9174146128887511, 1), (0.923014250485841, 1), (0.9334787339418847, 1), (0.8549468780538839, 1), (0.9284218041384209, 1)]",Mycolic acid pathway,ACCD3,['Rv0904c'],accoa_c + bccpco2_c --> accb_c + h_c + malcoa_c,
ACCA3,8.875923380392518,0.005476895735342259,"[(0.0, 18), (0.018469258371708572, 1), (0.9067690682777604, 1), (0.9309782145599669, 1), (0.9244048219616121, 1), (0.8826949493435546, 1), (0.9164944131093514, 1), (0.9253263335704347, 1), (0.9196758035711203, 1), (1.0, 1), (0.9317005635748854, 1), (0.019697001886874118, 1), (0.9174146128887511, 1), (0.9230142504858412, 1), (0.9334787339418847, 1), (0.8549468780538839, 1), (0.9284218041384209, 1)]",Mycolic acid pathway,ACCA3,['Rv3285'],atp_c + bccp_c + hco3_c --> adp_c + bccpco2_c + pi_c,
G5SADs,8.595039720305525,0.006178596450403705,"[(0.00019475487417759045, 7), (0.0001947548741772756, 2), (0.4468885801188117, 1), (0.6399365431091865, 1), (0.6223463738851872, 1), (0.5378279076423074, 1), (0.31941026873624534, 1), (0.5979729214716244, 1), (0.0, 1), (0.9006296431676908, 1), (0.4468885811130027, 1), (0.00019475487525897326, 1), (0.6234596657999044, 1), (0.34390614895124266, 1), (0.44688858111448854, 1), (0.0001947548741772758, 1), (0.6487182362052015, 1), (0.0001947548738688563, 1), (0.6223463738857088, 1), (0.00019475486759637528, 1), (0.2975561593284789, 1), (0.00019475487524975494, 1), (0.6777407892196377, 1), (0.00019475487386434666, 1), (0.00019475487417494608, 1), (6.491829139253008e-05, 1), (0.00019475487417894028, 1)]",Arginine and Proline Metabolism,L-glutamate 5-semialdehyde dehydratase (spontaneous),[],glu5sa_c --> 1pyr5c_c + h2o_c + h_c,
