,F_value,pvalue,value_counts,subsystem,name,genes,reaction,alleles_sim
G1PTT,27.0,1.7985245242361115e-05,"[(0.9999999999999998, 29)]",Arabinogalactan biosynthesis,glucose-1-phosphate thymidylyltransferase,['Rv0334'],dttp_c + g1p_c + h_c --> dtdpglu_c + ppi_c,
GTHRDt2,27.0,1.7985245242361115e-05,"[(0.9999999999999999, 29)]",Transport,Glutathione transport,"['Rv1281c', 'Rv1280c', 'Rv1283c', 'Rv1282c']",atp_c + gthrd_e + h2o_c --> adp_c + gthrd_c + h_c + pi_c,
MYCON5,27.0,1.7985245242361115e-05,"[(0.9999998625957174, 5), (0.9999998625957036, 3), (0.9999998625852116, 2), (0.9999998625851765, 2), (0.9999998625957538, 2), (0.9999998626162379, 1), (0.999999862580883, 1), (0.9999998719418688, 1), (0.9999998625853173, 1), (0.999999862580351, 1), (0.9999998625890556, 1), (1.0, 1), (0.9999998625969262, 1), (0.9999998303541857, 1), (0.9999998625958075, 1), (0.99999986259636, 1), (0.9999998623166668, 1), (0.9999998626039028, 1), (0.9999998625963822, 1), (0.9999999194772031, 1)]",Mycolic Acid Biosynthesis,Mycolic Acid Condensation,['Rv3800c'],chexccoa_c + 2.0 h2o_c + mkmeroacidcyc1AMP_c --> amp_c + co2_c + coa_c + 2.0 h_c + mkmycolate_c,
PDHbr,27.0,1.7985245242361115e-05,"[(0.9999999999999999, 29)]",Glycolysis/Gluconeogenesis,pyruvate dehydrogenase (dihydrolipoamide) reversible,"['Rv2215', 'Rv2495c']",adhlam_c + coa_c <=> accoa_c + dhlam_c,
SHCHD2,27.0,1.7985245242361115e-05,"[(0.99999994311851, 7), (0.9999999431185451, 3), (0.9999999431184963, 3), (0.9999999431148308, 1), (0.9999999431185456, 1), (0.9999999431036752, 1), (0.9999999524746352, 1), (0.9999999431186326, 1), (0.9999999431031432, 1), (0.9999999431118465, 1), (0.9999999782345148, 1), (0.9999999431197188, 1), (0.9999999108769753, 1), (0.9999999431185989, 1), (0.9999999431191531, 1), (0.9999999428394586, 1), (0.9999999431202651, 1), (0.9999999431191748, 1), (1.0000000000000002, 1)]",Cofactor and Prosthetic Group Biosynthesis,sirohydrochlorin dehydrogenase (NAD),['Rv2847c'],dscl_c + nad_c --> h_c + nadh_c + scl_c,
UDPGALM,27.0,1.7985245242361115e-05,"[(0.9999998625851769, 18), (0.9999998625852125, 4), (0.9999998625851627, 3), (0.9999998626056965, 1), (0.9999998625849211, 1), (1.0, 1), (0.9999997968038974, 1)]",Arabinogalactan biosynthesis,UDPgalactopyranose mutase,['Rv3809c'],udpgal_c --> udpgalfur_c,
ANS,18.0,0.00023227694871045493,"[(0.9999998625851776, 7), (0.9999998625852127, 3), (0.9999998625851629, 3), (0.9999998626056972, 1), (0.9999998625852118, 1), (0.9999998625703423, 1), (0.9999998719313281, 1), (0.9999998625852997, 1), (0.9999998625698099, 1), (0.9999998625785136, 1), (1.0000000000000002, 1), (0.999999862586386, 1), (0.9999998303436446, 1), (0.9999998625852673, 1), (0.9999998625858197, 1), (0.9999998623061257, 1), (0.9999998625933613, 1), (0.9999998625858424, 1), (0.999999919466662, 1)]","Tyrosine, Tryptophan, and Phenylalanine Metabolism",anthranilate synthase,['Rv1609'],chor_c + gln__L_c --> anth_c + glu__L_c + h_c + pyr_c,
RBFSa,18.0,0.00023227694871045493,"[(0.9999998625851612, 3), (0.9999998625852233, 3), (0.9999998625851523, 2), (0.9999998625851838, 2), (0.999999862605695, 1), (0.9999998625852122, 1), (0.9999998625703308, 1), (0.9999998719169574, 1), (0.9999998625852913, 1), (0.9999998625698103, 1), (0.9999998625847544, 1), (0.9999998625785127, 1), (0.9999999999999998, 1), (0.9999998625864592, 1), (0.9999998625850195, 1), (0.9999998625851478, 1), (0.9999998303436339, 1), (0.9999998625852655, 1), (0.9999998625858157, 1), (0.9999998623061266, 1), (0.9999998625856226, 1), (0.9999998625858406, 1), (0.9999999194666593, 1)]",Riboflavin Metabolism,riboflavin synthase,['Rv1416'],4r5au_c + db4p_c --> dmlz_c + 2.0 h2o_c + pi_c,
TRPS1,18.0,0.00023227694871045493,"[(0.9999998625851767, 7), (0.9999998625852122, 3), (0.9999998625851625, 3), (0.9999998626056958, 1), (0.9999998625852118, 1), (0.9999998625703415, 1), (0.9999998719086098, 1), (0.9999998625852993, 1), (0.9999998625698086, 1), (0.9999998625785131, 1), (1.0000000000000002, 1), (0.9999998625863846, 1), (0.9999998303436441, 1), (0.9999998625852664, 1), (0.999999862585818, 1), (0.9999998623061248, 1), (0.9999998625933608, 1), (0.9999998625858415, 1), (0.999999919466662, 1)]","Tyrosine, Tryptophan, and Phenylalanine Metabolism",tryptophan synthase (indoleglycerol phosphate),"['Rv1613', 'Rv1612']",3ig3p_c + ser__L_c --> g3p_c + h2o_c + trp__L_c,
ACCD3,14.151036370028475,0.0008282703914830334,"[(0.0, 13), (0.5924514069182131, 1), (0.99874205449125, 1), (0.9968929751867914, 1), (0.9791645646378117, 1), (0.978209175562635, 1), (0.9916051554822256, 1), (0.9875278604602915, 1), (0.8784954525533251, 1), (0.8766812750469689, 1), (0.9791645617964526, 1), (0.8563691694231783, 1), (0.9729054389658954, 1), (0.8426356488649899, 1), (0.9987420469313332, 1), (0.8521809009876861, 1), (1.0, 1)]",Mycolic acid pathway,ACCD3,['Rv0904c'],accoa_c + bccpco2_c --> accb_c + h_c + malcoa_c,
