,F_value,pvalue,value_counts,subsystem,name,genes,reaction,alleles_sim
MSHAMID,inf,0.0,"[(0.00012659830358273202, 17)]",Sulfur metabolism,MSHAMID,['Rv1082'],bmnmsh_c + h2o_c --> acysbmn_c + igam_c,
SERAT,inf,0.0,"[(4.550301550575124e-07, 17)]",Cysteine and methionine metabolism,serine O-acetyltransferase,['Rv2335'],accoa_c + ser__L_c --> acser_c + coa_c,
CYSM_I,inf,0.0,"[(1.4170564010161824e-14, 17)]",Cysteine and methionine metabolism,CysO-dependent L-cystein biosynthesis CysM,['Rv1336'],cysOsh_c + pser__L_c --> cysOcys__L_c + pi_c,
CYSO_II,inf,0.0,"[(1.4170564010161824e-14, 17)]",Cysteine and methionine metabolism,CysO Sulfuration by MoeZ,['Rv3206c'],cysOamp_c + h2s_c --> amp_c + cysOsh_c,
CYSS,15.0,0.0015017735386984323,"[(5.189486235582759e-14, 17)]",Cysteine and methionine metabolism,cysteine synthase,"['Rv2334', 'Rv1336']",acser_c + h2s_c --> ac_c + cys__L_c + h_c,
SR2,15.0,0.0015017735386984323,"[(2.964107415985741e-07, 17)]",Pyruvate Metabolism,,[],dhap_c --> mthgxl_c + pi_c,
UDPGALM,11.203917987959008,0.004410372307016101,"[(8.90493392944336e-05, 12), (9.441375732421875e-05, 3), (9.435415267944336e-05, 1), (9.131431579589844e-05, 1)]",Arabinogalactan biosynthesis,UDPgalactopyranose mutase,['Rv3809c'],udpgal_c --> udpgalfur_c,
DCPE,11.184642119769192,0.004436510303319211,"[(1.1920928955078125e-06, 12), (6.4373016357421875e-06, 4), (3.3974647521972656e-06, 1)]",Arabinogalactan biosynthesis,"decaprenylphosphoryl  ribose, arabinofuranose isomerization","['Rv3791', 'Rv3790']",decdr__tb_c <=> decda__tb_c,['Rv3790']
AFTA,11.152596178274855,0.004480356976376099,"[(8.910894393920898e-05, 12), (9.441375732421875e-05, 4), (9.131431579589844e-05, 1)]",Arabinogalactan biosynthesis,arabinofuranosyl transferase (M tb),['Rv3792'],decda__tb_c + galfragund_c --> agalfragund_c + decd__tb_c,
GALFT,11.152596178274855,0.004480356976376099,"[(8.910894393920898e-05, 12), (9.441375732421875e-05, 4), (9.131431579589844e-05, 1)]",Arabinogalactan biosynthesis,galactofuranose transferse (M tb),"['Rv3782', 'Rv3808c']",h2o_c + ragund_c + 30.0 udpgalfur_c --> galfragund_c + 30.0 h_c + 30.0 udp_c,
