,F_value,pvalue,value_counts,subsystem,name,genes,reaction,alleles_sim
DCPE,inf,0.0,"[(0.9999999999066951, 18), (0.9999999999067306, 5), (0.9999999999066809, 3), (0.9999999999058757, 1), (0.9999999999043734, 1), (0.999999999655254, 1)]",Arabinogalactan biosynthesis,"decaprenylphosphoryl  ribose, arabinofuranose isomerization","['Rv3791', 'Rv3790']",decdr__tb_c <=> decda__tb_c,['Rv3790']
FCLT,inf,0.0,"[(0.9999999999066931, 7), (0.999999999906729, 5), (0.9999999999066789, 3), (0.9999999999058737, 1), (0.9999999999061207, 1), (0.9999999999054581, 1), (0.9999999999413347, 1), (0.9999999999003004, 1), (0.9999999999043727, 1), (0.9999999999079032, 1), (0.9999999995862099, 1), (0.9999999999067819, 1), (0.9999999998922438, 1), (0.9999999996279108, 1), (0.9999999999073641, 1), (0.9999999999068161, 1), (0.9999999999063689, 1)]",Cofactor and Prosthetic Group Biosynthesis,Ferrochelatase,['Rv1485'],fe2_c + ppp9_c --> 2.0 h_c + pheme_c,
MSHAMID,inf,0.0,"[(0.955522609340252, 29)]",Sulfur metabolism,MSHAMID,['Rv1082'],bmnmsh_c + h2o_c --> acysbmn_c + igam_c,
SUCBZS,inf,0.0,"[(0.9999999989946553, 2), (0.9999999989955, 1), (0.9999999989957771, 1), (0.9999999989956265, 1), (0.9999999990055617, 1), (0.9999999989813744, 1), (0.9999999989955008, 1), (0.9999999989934185, 1), (0.999999999029296, 1), (0.9999999990096269, 1), (0.9999999989882618, 1), (0.9999999989936406, 1), (0.9999999990065662, 1), (0.9999999989969504, 1), (0.9999999989946544, 1), (0.9999999990192663, 1), (0.9999999989955044, 1), (0.9999999989955013, 1), (0.9999999986741699, 1), (0.9999999989947423, 1), (0.9999999989802051, 1), (0.9999999987158716, 1), (0.9999999989953268, 1), (0.9999999989910329, 1), (0.9999999989958632, 1), (0.9999999989946402, 1), (0.9999999989943289, 1), (0.9999999990096273, 1)]",Cofactor and Prosthetic Group Biosynthesis,O-succinylbenzoate-CoA synthase,[],2shchc_c --> h2o_c + sucbz_c,
THZPSN,inf,0.0,"[(0.999999999952722, 7), (0.9999999999527567, 5), (0.9999999999527083, 3), (0.9999999999519023, 1), (0.9999999999636275, 1), (0.9999999999514861, 1), (0.999999999946328, 1), (0.9999999999463267, 1), (0.9999999999504003, 1), (0.9999999999539304, 1), (0.999999999632238, 1), (0.9999999999528104, 1), (0.9999999999381821, 1), (0.9999999996739388, 1), (0.9999999999533895, 1), (0.9999999999528446, 1), (0.999999999952397, 1)]",Alternate Carbon Metabolism,thiazole phosphate synthesis,['Rv0417'],atp_c + cys__L_c + dxyl5p_c + tyr__L_c --> 4hba_c + 4mpetz_c + ala__L_c + amp_c + co2_c + h2o_c + h_c + ppi_c,
UAGPT3,inf,0.0,"[(0.9999999999066951, 7), (0.9999999999067306, 4), (0.9999999999066813, 3), (0.9999999999058757, 1), (0.9999999999067302, 1), (0.9999999999061249, 1), (0.9999999999054596, 1), (0.9999999999413363, 1), (0.9999999999003015, 1), (0.9999999999043738, 1), (0.9999999999079039, 1), (0.9999999995862119, 1), (0.9999999999067852, 1), (0.9999999998922458, 1), (0.9999999996279128, 1), (0.9999999999073608, 1), (0.9999999999068172, 1), (0.9999999999063709, 1)]",Peptidoglycan Metabolism,UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,['Rv2153c'],uacgam_c + uagmda_c --> h_c + uaagmda_c + udp_c,
SHCHCS3,inf,0.0,"[(0.9999999989946553, 2), (0.9999999990096269, 2), (0.9999999989955004, 1), (0.9999999989957771, 1), (0.9999999989956265, 1), (0.9999999990055617, 1), (0.9999999989813748, 1), (0.9999999989955008, 1), (0.9999999989934185, 1), (0.999999999029296, 1), (0.9999999989882618, 1), (0.9999999989936406, 1), (0.9999999990065662, 1), (0.9999999989969508, 1), (0.9999999989946544, 1), (0.9999999990192663, 1), (0.9999999989955044, 1), (0.9999999989955013, 1), (0.9999999986741703, 1), (0.9999999989947423, 1), (0.9999999989802046, 1), (0.9999999987158716, 1), (0.9999999989953268, 1), (0.9999999989910324, 1), (0.9999999989958637, 1), (0.9999999989946398, 1), (0.9999999989943289, 1)]",Cofactor and Prosthetic Group Biosynthesis,"2-succinyl-6-hydroxy-2,4-cyclohexadiene 1-carboxylate synthase",['Rv0555'],2sephchc_c <=> 2shchc_c + pyr_c,
MYCOPP,inf,0.0,"[(0.9999999999066955, 5), (0.9999999999067306, 3), (0.9999999999066813, 3), (0.9999999999204126, 2), (0.999999999920377, 2), (0.9999999999058757, 1), (0.9999999998741931, 1), (0.9999999999191402, 1), (0.9999999999413367, 1), (0.9999999999003029, 1), (0.9999999999180553, 1), (0.9999999999079043, 1), (0.9999999995862114, 1), (0.9999999999067852, 1), (0.9999999998922462, 1), (0.9999999996279123, 1), (0.9999999999073781, 1), (0.9999999999068172, 1), (0.9999999999063709, 1)]",Mycolic acid pathway,MNXR90581,['Rv3802c'],c78mycolateACP_c + ppm_c --> ACP_c + c78mycolatepp_c,
TDMS2,54.0,6.636460373045996e-08,"[(0.9999999999066951, 7), (0.999999999906731, 5), (0.9999999999066818, 3), (0.9999999999058762, 1), (0.9999999999061249, 1), (0.9999999999054605, 1), (0.9999999999413367, 1), (0.9999999999003024, 1), (0.9999999999043743, 1), (0.9999999999079043, 1), (0.9999999995862123, 1), (0.9999999999067848, 1), (0.9999999998922466, 1), (0.9999999996279128, 1), (0.9999999999073781, 1), (0.9999999999068172, 1), (0.9999999999063705, 1)]",Fatty Acid Metabolism,TDMS2,[],2.0 h_c + mmmycolate_c + mycolate_c + tre_c --> 2.0 h2o_c + tdm2_c,
ACGAMT,27.0,1.7985245242361115e-05,"[(0.9999999999066951, 18), (0.9999999999067306, 4), (0.9999999999066813, 3), (0.9999999999058762, 1), (0.999999999906731, 1), (0.9999999999043734, 1), (0.999999999655254, 1)]",Arabinogalactan biosynthesis,UDP-N-acetylglucosamine:undecaprenylphosphate N-acetylglucosamine -1-phosphate transferase,['Rv1302'],uacgam_c + udcpp_c --> ump_c + unaga_c,
ADSL1r,27.0,1.7985245242361115e-05,"[(0.9999999944333466, 1), (0.999999994333058, 1), (0.999999994457323, 1), (0.9999999944008877, 1), (0.9999999951875731, 1), (0.9999999951062102, 1), (0.9999999951155147, 1), (0.9999999943824802, 1), (0.9999999943804041, 1), (0.9999999943941389, 1), (0.9999999944063052, 1), (0.999999994386187, 1), (0.999999994393939, 1), (0.999999994414341, 1), (0.999999995091144, 1), (0.9999999944653775, 1), (0.9999999944228608, 1), (0.9999999943856541, 1), (0.9999999944450941, 1), (0.9999999733756337, 1), (0.9999999943861342, 1), (0.9999999943818669, 1), (0.9999999941268904, 1), (0.9999999944082241, 1), (0.9999999944211742, 1), (0.9999999944114975, 1), (0.9999999944130851, 1), (0.9999999943830207, 1), (0.9999999944026903, 1)]",Purine and Pyrimidine Biosynthesis,adenylsuccinate lyase,['Rv0777'],dcamp_c <=> amp_c + fum_c,
ADSL2r,27.0,1.7985245242361115e-05,"[(0.9999999982753911, 1), (0.9999999982323469, 1), (0.9999999982862584, 1), (0.9999999982617696, 1), (0.9999999986029033, 1), (0.9999999985677479, 1), (0.9999999985717882, 1), (0.9999999982539216, 1), (0.9999999982445122, 1), (0.9999999982582275, 1), (0.999999998259669, 1), (0.9999999982548178, 1), (0.9999999982580818, 1), (0.9999999982684393, 1), (0.999999998561222, 1), (0.9999999982897503, 1), (0.999999998271309, 1), (0.9999999982551602, 1), (0.9999999982802135, 1), (0.9999999889648215, 1), (0.999999998255424, 1), (0.9999999982491832, 1), (0.9999999979848773, 1), (0.9999999982648657, 1), (0.9999999982705625, 1), (0.9999999982664063, 1), (0.9999999982670551, 1), (0.9999999982538346, 1), (0.9999999982620218, 1)]",Purine and Pyrimidine Biosynthesis,adenylosuccinate lyase,['Rv0777'],25aics_c <=> aicar_c + fum_c,
AGPAT160190,27.0,1.7985245242361115e-05,"[(0.9999999999066951, 7), (0.9999999999066809, 3), (0.9999999999067306, 2), (0.999999999906731, 2), (0.9999999999058753, 1), (0.9999999999067302, 1), (0.9999999998741931, 1), (0.9999999999054601, 1), (0.9999999999413363, 1), (0.9999999999003029, 1), (0.9999999999043734, 1), (0.9999999999079043, 1), (0.999999999586211, 1), (0.9999999999067852, 1), (0.9999999998922458, 1), (0.9999999996279128, 1), (0.9999999999073759, 1), (0.9999999999068176, 1), (0.9999999999063705, 1)]",Glycerophospholipid metabolism,AGPAT160190,"['Rv2182c', 'Rv2483c']",1hdecg3p_c + mstrACP_c --> ACP_c + pa160190_c,
