,sol
1448803_3,-161.91636196546233
1418256_3,-162.10046417973138
1324223_3,-200.4548493811346
1447451_3,-162.1312709310459
1421997_3,-377.8475078956758
1448632_3,-227.14095071063227
1423498_3,-200.1946759407512
1427227_3,-161.20910974187962
1427257_3,-200.21375826971743
1447472_3,-162.11994912381127
1354138_3,-162.1253399485184
1408906_4,-200.46615294418302
1423552_3,-162.20997442592054
1427235_3,-162.21639120999026
1408913_4,-162.12848368529836
1423522_3,-161.5829091576913
1455264_3,-162.2170444802369
1448609_3,-200.47707851652982
1447460_3,-162.38361007979532
1422079_3,-162.23412096081844
1422049_3,-200.66983735266555
1438834_3,-200.1880245236383
1423480_3,-162.4303025133498
1423437_3,-200.17995046647633
1324226_3,-162.11415054700674
1423562_3,-162.14148436272646
1408923_4,-264.91613111081017
1421934_3,-162.40772778455317
1447520_3,-200.6825386582018
1447501_3,-161.85669472599128
1427299_3,-161.15390508820218
1423536_3,-161.90494832428772
1354132_3,-227.17180640677876
1324264_3,-161.89807125775417
1447492_3,-162.16363039166723
1295726_3,-162.2295347218927
1447448_3,-200.4233778057371
1397856_3,-200.43575072334875
1402590_3,-162.41094706280415
1397916_3,-162.09157118318484
1408935_4,-503.6360030566437
1408905_4,-162.12671964204785
1422026_3,-161.82680917644572
1448498_3,-200.67469093799426
1448399_3,-1179.0299409809002
1422084_3,-161.1092628472926
1448482_3,-161.24990157532022
1448737_3,-162.12673949576956
1421952_3,-200.44227862087857
1295774_3,-162.3906994328766
1240677_3,-226.6572638166686
1448530_3,-161.81804364434836
1447509_3,-484.06292117835596
1421924_3,-162.12303355378396
1402591_3,-162.13146726085856
1354119_3,-1444.2037561056768
1423519_3,-432.52915698813683
1354149_3,-162.12259614431372
1423548_3,-200.16103522651863
1447525_3,-162.12175173456686
1427243_3,-200.46907171377313
1400898_3,-162.16329125438185
1423474_3,-162.23201320461865
1397923_3,-162.3916543095927
1447447_3,-161.8978446056362
1448644_3,-162.3357328626238
1455295_3,-161.89973987483836
1408974_4,-200.67237946920926
1773_372,-609.5629341958787
1423574_3,-161.61582251715913
1397896_3,-162.13348996348014
1438871_3,-162.14189241178852
1354133_3,-200.48158344515878
1324292_3,-162.11437420729072
1423484_3,-162.17317967046876
1408918_4,-162.38414320412113
1423456_3,-162.16474183959846
1773_267,-162.37685239060502
1448459_3,-996.7152683894884
1421999_3,-162.07816594034816
1448785_3,-377.6509654048685
1447452_3,-162.13837080810788
1447457_3,-161.89868568412552
1448783_3,-162.1509747466633
1448428_3,-162.15126636206202
1354137_3,-162.21844952832225
1279039_3,-162.1310638973883
1423532_3,-161.89889692471266
1421940_3,-162.3947893469193
1448827_3,-1212.461861788299
1455287_3,-161.89402419542998
1773_346,-287.79703333119284
1448761_3,-162.11944878751882
1324219_3,-162.19747580277857
1448733_3,-162.1065173216639
1427264_3,-162.2111371160447
1421998_3,-225.59294178130165
1448739_3,-735.2923154754437
1423533_3,-226.89676873760223
1397867_3,-161.89908216239792
1200348_3,-1688.9508639020735
1400871_3,-226.66328463233378
1422037_3,-200.2803956892147
1402600_3,-162.3880647578037
1448667_3,-227.13560489461273
1324297_3,-200.42518912571683
1427203_3,-857.4186412476806
1262529_3,-162.12957469605985
1422083_3,-162.08713781206728
1773_276,-161.87487305982737
1448484_3,-162.16238982886418
1773_298,-377.6131754116288
1427192_3,-161.89326763398554
1448635_3,-161.90563722130128
1421996_3,-162.09624804926804
1773_327,-162.12068098629848
1423440_3,-161.87820510603993
1427330_3,-161.13008519074722
1354121_3,-161.91020310536302
1438849_3,-162.22954355960755
1423453_3,-162.40772811795387
1773_266,-200.41386934164038
1421942_3,-161.88611289356203
1448395_3,-161.88025193002107
1417028_3,-162.11198484312254
1427219_3,-162.2075532791528
1423503_3,-162.40894313870288
1397879_3,-1035.326283452197
1266446_3,-161.90971178742106
1448707_3,-200.18451819178892
1417010_3,-162.1447421496065
1448537_3,-162.11637725833648
1397904_3,-161.13064804821016
1427325_3,-162.16042462353087
1448580_3,-200.50557807400295
1402598_3,-162.13743099284318
1423563_3,-162.1707234310011
1448812_3,-377.91045409087184
1773_283,-162.19184167958548
1400909_3,-199.40989687573372
1423526_3,-200.15787279245134
1448702_3,-895.4139680654092
1324259_3,-200.434381446878
1427236_3,-161.8933914929056
1448452_3,-161.86371363830796
1448767_3,-287.8118341397973
1306414_3,-162.36902492524305
1455291_3,-161.9474188384704
1400888_3,-162.14889867534654
1448606_3,-162.13298351049463
1417017_3,-162.2223269835045
1324250_3,-162.22204127042102
1447480_3,-200.65670022298832
1448409_3,-161.89108838536774
1448460_3,-200.43128051220893
1448664_3,-996.9926379474252
1427224_3,-161.15390423822186
1448836_3,-162.34353744977724
1448455_3,-483.57293872678974
