,F_value,pvalue,value_counts,subsystem,name,genes,reaction,alleles_sim
EX_tsul,30.0,6.371813592403325e-05,"[(0.01671309192200557, 17)]",Exchange,,[],tsul_e --> ,
GLUCYS,27.13976744771826,0.00010579665116738305,"[(0.9999999999999613, 2), (0.312519904326817, 1), (0.32689888352232666, 1), (0.5966190083001257, 1), (0.5966190083001259, 1), (0.31251990432795745, 1), (0.5966190083003712, 1), (0.0, 1), (0.6621181926471905, 1), (0.6621181926468283, 1), (0.5966190083000811, 1), (0.9999999999999615, 1), (0.9999999999999578, 1), (0.999999999999945, 1), (0.3125199043279576, 1), (0.3125199043279598, 1)]","Alanine, Aspartate, and Glutamate Metabolism",gamma-glutamylcysteine synthetase,['Rv3704c'],atp_c + cys__L_c + glu__L_c --> adp_c + glucys_c + h_c + pi_c,
EX_met_L,23.646484627116248,0.00020684561293886691,"[(0.07190237586665854, 1), (0.24343751914726258, 1), (0.6973155382710476, 1), (0.482043892261145, 1), (0.07469805780085798, 1), (0.4205270751321118, 1), (0.5158818179853615, 1), (0.737578204229502, 1), (0.7487375246771462, 1), (1.0, 1), (0.7487375246766768, 1), (0.5644354055440262, 1), (0.5980750607444427, 1), (0.515881817984849, 1), (0.5998560066833396, 1), (0.4234698712634037, 1), (0.07190237586643863, 1)]",Exchange,,[],met__L_e --> ,
DCPT,22.568852021665126,0.00025768063621004535,"[(0.001725671148580123, 1), (0.0012253236540403607, 1), (0.003556451834707907, 1), (0.0036722530778179894, 1), (2.165740603850558e-19, 1), (0.003903051840125589, 1), (0.002911747827015897, 1), (0.005391871119277872, 1), (0.0038789002624708617, 1), (0.0053567750956646665, 1), (0.003878900262469512, 1), (0.0039030518401272133, 1), (0.005434125587257769, 1), (0.0044836337256717864, 1), (0.0052697637590234684, 1), (0.0009270405862848469, 1), (4.331481207701116e-19, 1)]",Arabinogalactan biosynthesis,phosphoribose transferase (undecaprenyl phosphate),['Rv3806c'],decd__tb_c + prpp_c --> decdpr__tb_c + ppi_c,['Rv3806c']
EX_thr_L,21.551550473103358,0.00031905453288605206,"[(0.0936547583269011, 1), (0.24225421509491832, 1), (0.6748492464218646, 1), (0.6240136922707898, 1), (0.21898194906020077, 1), (0.7114431338371747, 1), (0.5517775978944351, 1), (0.9066288957693988, 1), (0.8231833894614955, 1), (1.0, 1), (0.8231833894613233, 1), (0.7114431338375012, 1), (0.9192935216349979, 1), (0.5517775978947992, 1), (0.7081926619701591, 1), (0.26207755619393724, 1), (0.09365475832655926, 1)]",Exchange,,[],thr__L_e --> ,
RBFSa,18.262766240921014,0.0006664226878120257,"[(0.6666666666666666, 8), (0.3333333333333333, 6), (0.6458333333333333, 1), (0.5833333333333333, 1), (0.8333333333333333, 1)]",Riboflavin Metabolism,riboflavin synthase,['Rv1416'],4r5au_c + db4p_c --> dmlz_c + 2.0 h2o_c + pi_c,
EX_skm,18.17009825381589,0.0006811557824217301,"[(0.21209110459977243, 1), (0.2518840799438578, 1), (0.5990780838231525, 1), (0.6246075402092378, 1), (0.24449939792673664, 1), (0.6921358719384256, 1), (0.6292741011622225, 1), (0.9316621538150516, 1), (0.6623300014702235, 1), (0.9126620791504592, 1), (0.6623300014700291, 1), (0.6921358719386241, 1), (0.9448530815051621, 1), (0.6292741011623457, 1), (0.8935550293768559, 1), (0.11327213792558227, 1), (0.21209110459984432, 1)]",Exchange,,[],skm_e --> ,
ALAALAr,18.017293265645673,0.0007062661662061269,"[(0.999999999999997, 2), (0.9999999999999981, 2), (0.510082738881809, 1), (5.3290705182007514e-14, 1), (0.712539589313657, 1), (0.7125395893136588, 1), (0.5100827388822153, 1), (0.7125395893135296, 1), (5.156985949383852e-14, 1), (0.7592161130454725, 1), (0.7592161130452028, 1), (0.712539589313625, 1), (0.999999999999994, 1), (0.510082738882215, 1), (0.5100827388822163, 1)]",Arabinogalactan biosynthesis,D-alanine-D-alanine ligase (reversible),['Rv2981c'],2.0 ala__D_c + atp_c <=> adp_c + alaala_c + h_c + pi_c,['Rv2981c']
NTPTP2,17.899508262712313,0.0007263411393158314,"[(0.9999999999980601, 2), (0.22550279714635374, 1), (0.24170178128699765, 1), (0.5455614617460287, 1), (0.5455614617460317, 1), (0.2255027971476447, 1), (0.5455614617459291, 1), (0.43671299887163084, 1), (0.4367129988716175, 1), (0.6193511400002593, 1), (0.6193511399995383, 1), (0.5455614617459383, 1), (1.0, 1), (0.9999999999980548, 1), (0.04946439744642253, 1), (0.22550279714782634, 1)]",Purine and Pyrimidine Biosynthesis,Nucleoside triphosphate tripolyhydrolase,['Rv2344c'],gtp_c + h2o_c --> gsn_c + pppi_c,
EX_malt,17.535877064971054,0.000792532774537927,"[(0.18730382949933025, 1), (0.23011892794998293, 1), (0.5737253640660063, 1), (0.6065514707635915, 1), (0.21882023758020017, 1), (0.6773633944785088, 1), (0.6331812030884885, 1), (0.9114752708553008, 1), (0.6375615679398353, 1), (0.8929980835300063, 1), (0.637561567939643, 1), (0.6773633944788849, 1), (0.924303180546601, 1), (0.6331812030885223, 1), (0.8744168650804381, 1), (0.09120438827261504, 1), (0.1873038294994472, 1)]",Exchange,,[],malt_e --> ,
EX_tre,17.535877064970926,0.0007925327745379509,"[(0.1873038294993302, 1), (0.2301189279499831, 1), (0.5737253640660068, 1), (0.606551470763592, 1), (0.21882023758020028, 1), (0.6773633944785091, 1), (0.6331812030884888, 1), (0.9114752708553012, 1), (0.6375615679398355, 1), (0.8929980835300074, 1), (0.637561567939643, 1), (0.6773633944788837, 1), (0.9243031805466014, 1), (0.6331812030885229, 1), (0.8744168650804355, 1), (0.09120438827261515, 1), (0.18730382949944732, 1)]",Exchange,,[],tre_e --> ,
EX_rib_D,17.495031587228418,0.0008003873813142388,"[(0.18455706966903518, 1), (0.22647182633653057, 1), (0.5702373275835269, 1), (0.601845617769112, 1), (0.2149042497778091, 1), (0.6700304882443251, 1), (0.6467898223471464, 1), (0.9147594518843221, 1), (0.6348395086981691, 1), (0.896967750170633, 1), (0.6348395086981535, 1), (0.6700304882446781, 1), (0.9271114586493223, 1), (0.646789822346183, 1), (0.8790758767854467, 1), (0.09202282389459487, 1), (0.18455706966885554, 1)]",Exchange,,[],rib__D_e --> ,
EX_lys_L,17.279113640825795,0.0008434084468904181,"[(0.05539898622911968, 1), (0.3681337022878974, 1), (0.6560996649625008, 1), (0.6391838242480399, 1), (0.1704465846989528, 1), (0.7106052211948719, 1), (0.5885417151625949, 1), (0.8789062996511299, 1), (0.7513926355370257, 1), (1.0, 1), (0.7513926355368883, 1), (0.7106052211951737, 1), (0.8801980604705175, 1), (0.5885417151629397, 1), (0.732127296081799, 1), (0.3502519986983133, 1), (0.05539898622883532, 1)]",Exchange,,[],lys__L_e --> ,
EX_lcts,16.93451887491566,0.0009176317459143645,"[(0.20497001894232092, 1), (0.25357579786072765, 1), (0.5961591832148514, 1), (0.6368178557482582, 1), (0.24400648852376283, 1), (0.7245260583783004, 1), (0.545655368755003, 1), (0.8903525780086616, 1), (0.6550688919161636, 1), (0.8674665892522526, 1), (0.655068891916043, 1), (0.7245260583787227, 1), (0.9062413272968919, 1), (0.5456553687550456, 1), (0.8444517467315487, 1), (0.08594049931367634, 1), (0.20497001894210387, 1)]",Exchange,,[],lcts_e --> ,
EX_glc,16.934518874915597,0.0009176317459143791,"[(0.204970018942311, 1), (0.25357579786073214, 1), (0.5961591832148515, 1), (0.636817855748257, 1), (0.24400648852376225, 1), (0.7245260583783004, 1), (0.5456553687550021, 1), (0.8903525780086607, 1), (0.6550688919161632, 1), (0.8674665892522526, 1), (0.6550688919160427, 1), (0.7245260583787217, 1), (0.9062413272968914, 1), (0.5456553687550445, 1), (0.8444517467315487, 1), (0.08594049931367631, 1), (0.2049700189421039, 1)]",Exchange,,[],glc__D_e <=> ,
EX_glyc3p,16.556551188608083,0.001007722803687068,"[(0.0715820768038915, 1), (0.18409098584768968, 1), (0.5713610210007207, 1), (0.5713610210007241, 1), (0.14460433993740068, 1), (0.4969796228829893, 1), (0.6214212450830663, 1), (0.8463132849520456, 1), (0.5298384828410008, 1), (0.9164489569677157, 1), (0.5298384828408542, 1), (0.49697962288376435, 1), (0.8699590343845445, 1), (0.6214212450830792, 1), (0.7716800253596334, 1), (0.07038541909185209, 1), (0.07158207680396039, 1)]",Exchange,,[],glyc3p_e --> ,
EX_gal,16.4040687791363,0.0010468853123804507,"[(0.21078740766493181, 1), (0.26130002899311666, 1), (0.6035465287962265, 1), (0.646784426482256, 1), (0.25230019626852335, 1), (0.740056490109714, 1), (0.516833544827936, 1), (0.8833969798275372, 1), (0.6608339670270988, 1), (0.8590591945867585, 1), (0.6608339670270014, 1), (0.7400564901101467, 1), (0.9002936484415704, 1), (0.5168335448279842, 1), (0.8345843816092151, 1), (0.08420712673972172, 1), (0.2107874076645438, 1)]",Exchange,,[],gal_e --> ,
EX_glyc,15.56383183833476,0.0012963875987069093,"[(0.06826707207733752, 1), (0.2291237111073166, 1), (0.6296341428856923, 1), (0.6296341428856962, 1), (0.17915994432583848, 1), (0.5166772647330219, 1), (0.4250837524914388, 1), (0.7666086953909524, 1), (0.5210191675489504, 1), (0.8731179404240862, 1), (0.5210191675489518, 1), (0.5166772647343751, 1), (0.8025175396056506, 1), (0.42508375249146, 1), (0.6532693360453097, 1), (0.06644980697008308, 1), (0.06826707207664694, 1)]",Exchange,,[],glyc_e <=> ,
ACS,15.184985171698113,0.0014305603317613922,"[(0.13981815333806685, 1), (0.04289727669506049, 1), (0.4222210455502175, 1), (0.33659769616462903, 1), (0.1757144242723489, 1), (0.329925793490579, 1), (0.7781472557191336, 1), (0.7868118570045248, 1), (0.6099253830854656, 1), (0.8880123652204255, 1), (0.6099253830851543, 1), (0.32992579349134127, 1), (0.8309662160577971, 1), (0.7781472557159257, 1), (0.6524426718289198, 1), (0.12783883484679187, 1), (0.13981815333990327, 1)]",Glycolysis/Gluconeogenesis,acetyl-CoA synthetase,['Rv3667'],ac_c + atp_c + coa_c --> accoa_c + amp_c + ppi_c,
EX_acysbmn,15.0,0.0015017735386984323,"[(1.259575376918849e-12, 17)]",Exchange,,[],acysbmn_e --> ,
H2CO3D,15.0,0.0015017735386984323,"[(0.23145467052744403, 17)]",Miscellaneous,H2CO3D,"['Rv3273', 'Rv1284', 'Rv3588c']",co2_c + h2o_c <=> h2co3_c,
